id,label,timeset,weighted degree
氧气,氧气,,94.0
电子,电子,,379.0
分子,分子,,492.0
金,金,,625.0
塑料,塑料,,137.0
升华,升华,,88.0
煤气,煤气,,62.0
能源,能源,,950.0
DNA,DNA,,161.0
竞争性,竞争性,,113.0
玻璃,玻璃,,313.0
煤,煤,,172.0
核能,核能,,130.0
铜,铜,,101.0
精度,精度,,91.0
分解,分解,,134.0
天然气,天然气,,463.0
能量,能量,,354.0
石油,石油,,893.0
银,银,,93.0
发酵,发酵,,218.0
天然,天然,,231.0
海水,海水,,145.0
水,水,,934.0
炸药,炸药,,111.0
营养,营养,,201.0
冰毒,冰毒,,88.0
海洛因,海洛因,,58.0
沉淀,沉淀,,102.0
加热,加热,,54.0
大气污染,大气污染,,449.0
空气质量,空气质量,,334.0
焚烧,焚烧,,161.0
铁,铁,,264.0
燃料,燃料,,250.0
钢铁,钢铁,,298.0
PM2.5,PM2.5,,248.0
水泥,水泥,,238.0
燃烧,燃烧,,345.0
成分,成分,,193.0
化学,化学,,250.0
过滤,过滤,,71.0
水污染,水污染,,98.0
乙醇,乙醇,,161.0
爆炸物,爆炸物,,108.0
水分,水分,,106.0
电池,电池,,87.0
腐蚀,腐蚀,,129.0
取样,取样,,61.0
矿泉水,矿泉水,,83.0
干燥,干燥,,57.0
盐,盐,,74.0
核反应堆,核反应堆,,70.0
合成,合成,,156.0
碳,碳,,345.0
化肥,化肥,,92.0
油气,油气,,201.0
族,族,,54.0
汽油,汽油,,172.0
固体,固体,,60.0
液体,液体,,150.0
含量,含量,,240.0
周期性,周期性,,73.0
游离,游离,,54.0
气体,气体,,184.0
微克,微克,,111.0
钻石,钻石,,81.0
二氧化硫,二氧化硫,,90.0
氮氧化物,氮氧化物,,65.0
铀,铀,,65.0
粉尘,粉尘,,72.0
回流,回流,,65.0
废水,废水,,70.0
太阳能,太阳能,,152.0
原子弹,原子弹,,67.0
红外,红外,,72.0
化工厂,化工厂,,72.0
重金属,重金属,,59.0
柴油,柴油,,82.0
铁矿石,铁矿石,,62.0
化学物质,化学物质,,55.0
二氧化碳,二氧化碳,,144.0
温室气体,温室气体,,87.0
有机物,有机物,,67.0
氰化物,氰化物,,83.0
氰化钠,氰化钠,,70.0
