Source,Target,Type,id,label,timeset,weight
能源,油气,Undirected,63996,,,31.0
PM2.5,水,Undirected,63997,,,3.0
天然气,石油,Undirected,63998,,,128.0
石油,能源,Undirected,64000,,,135.0
能源,水,Undirected,64004,,,27.0
浓缩铀,核能,Undirected,64006,,,7.0
成分,天然,Undirected,64008,,,6.0
水污染,含量,Undirected,64011,,,2.0
微克,PM2.5,Undirected,64020,,,8.0
金,石油,Undirected,64022,,,16.0
汽油,能源,Undirected,64023,,,7.0
石油,天然,Undirected,64024,,,8.0
金,钢铁,Undirected,64026,,,5.0
铀,石油,Undirected,64028,,,14.0
分子,盐,Undirected,64029,,,2.0
有色金属,镉,Undirected,64036,,,3.0
废渣,废水,Undirected,64037,,,3.0
能量,水,Undirected,64040,,,5.0
水污染,PM2.5,Undirected,64042,,,1.0
镉,重金属,Undirected,64047,,,5.0
盐,废渣,Undirected,64048,,,5.0
金,煤,Undirected,64049,,,4.0
钢铁,水,Undirected,64050,,,5.0
升华,能源,Undirected,64051,,,2.0
镉,能量,Undirected,64052,,,1.0
石油,燃烧,Undirected,64053,,,6.0
核燃料,核反应堆,Undirected,64055,,,3.0
天然气,水,Undirected,64056,,,8.0
发酵,煤,Undirected,64057,,,2.0
镉,水,Undirected,64060,,,2.0
添加剂,营养,Undirected,64061,,,2.0
分子,水,Undirected,64064,,,5.0
DNA,电子,Undirected,64066,,,1.0
海水,燃烧,Undirected,64068,,,1.0
合成,碳,Undirected,64069,,,1.0
汽油,柴油,Undirected,64070,,,9.0
水泥,水,Undirected,64073,,,5.0
空气质量,碳,Undirected,64074,,,5.0
金,食用油,Undirected,64075,,,2.0
天然气,能源,Undirected,64078,,,31.0
石油,电子,Undirected,64081,,,2.0
金,分子,Undirected,64082,,,12.0
发酵,水,Undirected,64093,,,5.0
金,沉淀,Undirected,64100,,,2.0
金,天然气,Undirected,64101,,,3.0
石油,汽油,Undirected,64102,,,18.0
水分,水,Undirected,64103,,,8.0
核燃料,浓缩铀,Undirected,64105,,,2.0
核反应堆,成分,Undirected,64106,,,1.0
玻璃,化工厂,Undirected,64110,,,2.0
燃料,核反应堆,Undirected,64111,,,4.0
油脂,PM2.5,Undirected,64114,,,1.0
大气污染,PM2.5,Undirected,64126,,,26.0
镉,含量,Undirected,64129,,,3.0
铬,重金属,Undirected,64130,,,6.0
镉,矿泉水,Undirected,64135,,,3.0
水,重金属,Undirected,64137,,,1.0
汽油,金,Undirected,64141,,,2.0
添加剂,核能,Undirected,64142,,,1.0
燃烧,乙醇,Undirected,64143,,,1.0
燃料,水,Undirected,64155,,,10.0
镉,水污染,Undirected,64156,,,8.0
分子,合成,Undirected,64157,,,1.0
燃料,PM2.5,Undirected,64162,,,3.0
水分,空气质量,Undirected,64163,,,1.0
粉尘,微克,Undirected,64167,,,3.0
燃烧,天然气,Undirected,64171,,,2.0
石油,水,Undirected,64172,,,8.0
镉,临界点,Undirected,64175,,,1.0
钻石,玻璃,Undirected,64176,,,1.0
冶炼,废水,Undirected,64179,,,3.0
含量,铬,Undirected,64180,,,22.0
铅,废渣,Undirected,64182,,,1.0
金,水,Undirected,64184,,,8.0
燃烧,水,Undirected,64186,,,5.0
燃料,燃烧,Undirected,64189,,,7.0
金,合成,Undirected,64190,,,2.0
碳,二氧化碳,Undirected,64197,,,3.0
回流,能源,Undirected,64198,,,4.0
分解,水,Undirected,64200,,,3.0
石油,核燃料,Undirected,64201,,,5.0
分子,发酵,Undirected,64202,,,7.0
石油,原子弹,Undirected,64211,,,5.0
分解,水泥,Undirected,64218,,,1.0
燃料,柴油,Undirected,64219,,,1.0
成分,竞争性,Undirected,64226,,,4.0
石油,核能,Undirected,64231,,,8.0
浓缩铀,核反应堆,Undirected,64242,,,1.0
水分,冶炼,Undirected,64247,,,2.0
炸药,化肥,Undirected,64254,,,1.0
腐蚀,成分,Undirected,64256,,,3.0
二氧化碳,燃烧,Undirected,64259,,,1.0
燃料,能量,Undirected,64260,,,2.0
塑料,天然气,Undirected,64261,,,1.0
燃烧,玻璃,Undirected,64263,,,3.0
盐,营养,Undirected,64268,,,2.0
废渣,重金属,Undirected,64269,,,3.0
能源,核反应堆,Undirected,64275,,,6.0
核能,核燃料,Undirected,64276,,,3.0
升华,成分,Undirected,64283,,,3.0
焚烧,汽油,Undirected,64289,,,7.0
大气污染,空气质量,Undirected,64290,,,5.0
塑料,玻璃,Undirected,64291,,,3.0
天然气,煤,Undirected,64307,,,2.0
临界点,能源,Undirected,64309,,,1.0
发酵,竞争性,Undirected,64310,,,1.0
化肥,添加剂,Undirected,64312,,,1.0
成分,营养,Undirected,64313,,,7.0
水,化学,Undirected,64315,,,5.0
石油,竞争性,Undirected,64317,,,7.0
天然,游离,Undirected,64323,,,1.0
水,油气,Undirected,64327,,,3.0
蛋白质,重金属,Undirected,64329,,,2.0
蛋白质,含量,Undirected,64331,,,3.0
碳,成分,Undirected,64332,,,2.0
铁,钢铁,Undirected,64336,,,2.0
金,腐蚀,Undirected,64340,,,3.0
天然气,玻璃,Undirected,64349,,,3.0
含量,水,Undirected,64352,,,4.0
明胶,重金属,Undirected,64359,,,13.0
石油,柴油,Undirected,64361,,,5.0
游离,能源,Undirected,64362,,,1.0
粉尘,水,Undirected,64363,,,1.0
空气质量,微克,Undirected,64364,,,5.0
水,天然,Undirected,64369,,,13.0
浓缩铀,石油,Undirected,64371,,,6.0
碳,分解,Undirected,64376,,,1.0
金,能量,Undirected,64378,,,5.0
石油,油气,Undirected,64392,,,29.0
臭氧,含量,Undirected,64395,,,1.0
化学,蛋白质,Undirected,64396,,,1.0
核能,油气,Undirected,64405,,,2.0
能源,天然,Undirected,64407,,,4.0
不锈钢,含量,Undirected,64411,,,1.0
天然气,分子,Undirected,64413,,,10.0
镉,盐,Undirected,64416,,,1.0
石油,废渣,Undirected,64417,,,1.0
天然,金,Undirected,64423,,,4.0
塑料,铜,Undirected,64431,,,1.0
铀,浓缩铀,Undirected,64435,,,13.0
镉,冶炼,Undirected,64447,,,2.0
废水,含量,Undirected,64448,,,3.0
大气污染,能量,Undirected,64452,,,1.0
分子,过滤,Undirected,64463,,,1.0
水,化肥,Undirected,64476,,,3.0
塑料,重金属,Undirected,64478,,,1.0
石油,钢铁,Undirected,64484,,,7.0
电子,化学,Undirected,64485,,,2.0
有色金属,能源,Undirected,64507,,,5.0
合成,成分,Undirected,64509,,,1.0
能源,核能,Undirected,64511,,,17.0
玻璃,水,Undirected,64513,,,9.0
合成,蛋白质,Undirected,64514,,,2.0
分子,焚烧,Undirected,64520,,,6.0
能源,二氧化碳,Undirected,64524,,,4.0
天然气,空气质量,Undirected,64528,,,2.0
PM2.5,能源,Undirected,64529,,,2.0
水,营养,Undirected,64531,,,6.0
金,碳,Undirected,64535,,,4.0
天然气,海水,Undirected,64536,,,2.0
石油,核反应堆,Undirected,64543,,,2.0
添加剂,天然,Undirected,64549,,,2.0
成分,能源,Undirected,64556,,,1.0
PM2.5,空气质量,Undirected,64560,,,21.0
废水,铬,Undirected,64563,,,4.0
臭氧,PM2.5,Undirected,64567,,,3.0
天然,化学,Undirected,64575,,,1.0
汽油,水,Undirected,64577,,,3.0
