Source,Target,Type,id,label,timeset,weight
碳,汽油,Undirected,83482,,,4.0
天然气,石油,Undirected,83483,,,512.0
天然气,燃料,Undirected,83485,,,33.0
盐,油脂,Undirected,83489,,,2.0
玻璃,焚烧,Undirected,83490,,,11.0
二氧化碳,铅,Undirected,83494,,,2.0
油脂,脂肪,Undirected,83498,,,6.0
金,电子,Undirected,83509,,,27.0
石油,能源,Undirected,83514,,,364.0
铁,铅,Undirected,83523,,,2.0
焚烧,燃烧,Undirected,83526,,,12.0
成分,水,Undirected,83529,,,12.0
水分,油气,Undirected,83533,,,1.0
分解,DNA,Undirected,83534,,,1.0
燃烧,水,Undirected,83542,,,8.0
太阳能,能源,Undirected,83543,,,62.0
玻璃,水泥,Undirected,83544,,,14.0
含量,能源,Undirected,83545,,,10.0
玻璃,石油,Undirected,83546,,,11.0
碳,二氧化碳,Undirected,83550,,,39.0
玻璃,分子,Undirected,83553,,,12.0
铀,核燃料,Undirected,83554,,,16.0
石油,温室气体,Undirected,83556,,,6.0
温室气体,碳,Undirected,83557,,,43.0
二氧化碳,太阳能,Undirected,83561,,,13.0
碳,风能,Undirected,83562,,,11.0
二氧化碳,电子,Undirected,83565,,,2.0
碳,水,Undirected,83566,,,11.0
干燥,空气质量,Undirected,83568,,,1.0
二氧化碳,能源,Undirected,83569,,,26.0
碳,核能,Undirected,83570,,,10.0
水泥,水,Undirected,83572,,,22.0
玻璃,水,Undirected,83573,,,8.0
金,分子,Undirected,83574,,,24.0
风能,核能,Undirected,83576,,,13.0
化学,能源,Undirected,83578,,,14.0
化肥,营养,Undirected,83579,,,3.0
汽油,燃料,Undirected,83582,,,32.0
燃烧,电池,Undirected,83583,,,2.0
燃料,太阳能,Undirected,83586,,,15.0
温室气体,能源,Undirected,83587,,,32.0
矿泉水,天然,Undirected,83588,,,1.0
温室气体,风能,Undirected,83589,,,4.0
石油,液体,Undirected,83593,,,5.0
气体,天然气,Undirected,83598,,,7.0
天然气,能源,Undirected,83604,,,85.0
太阳能,风能,Undirected,83610,,,42.0
温室气体,二氧化碳,Undirected,83612,,,31.0
大气污染,碳,Undirected,83614,,,10.0
天然气,太阳能,Undirected,83617,,,6.0
石油,水泥,Undirected,83618,,,8.0
