Source,Target,Type,id,label,timeset,weight
石油,水,Undirected,69855,,,12.0
化学物质,水,Undirected,69862,,,2.0
能源,废水,Undirected,69863,,,7.0
盐,水,Undirected,69865,,,3.0
钢铁,柴油,Undirected,69869,,,1.0
大气污染,PM2.5,Undirected,69871,,,74.0
天然气,石油,Undirected,69873,,,198.0
金,肥料,Undirected,69876,,,3.0
铅,砷,Undirected,69878,,,3.0
营养,水分,Undirected,69880,,,3.0
有色金属,汞,Undirected,69881,,,3.0
铀,核能,Undirected,69883,,,7.0
能源,有机物,Undirected,69885,,,6.0
水泥,挥发性,Undirected,69888,,,3.0
水泥,天然,Undirected,69889,,,2.0
玻璃,煤气,Undirected,69890,,,4.0
能源,油气,Undirected,69895,,,61.0
微克,空气质量,Undirected,69897,,,7.0
PM2.5,空气质量,Undirected,69902,,,67.0
重金属,化肥,Undirected,69905,,,1.0
废水,石油,Undirected,69915,,,4.0
镉,化工厂,Undirected,69917,,,3.0
含量,天然,Undirected,69918,,,8.0
成分,水,Undirected,69919,,,23.0
铀,发酵,Undirected,69922,,,2.0
发酵,燃烧,Undirected,69926,,,1.0
玻璃,废水,Undirected,69927,,,1.0
石油,煤,Undirected,69930,,,11.0
废气,汽油,Undirected,69931,,,4.0
大气污染,能量,Undirected,69932,,,6.0
石油,汽油,Undirected,69933,,,6.0
大气污染,燃料,Undirected,69935,,,12.0
大气污染,空气质量,Undirected,69936,,,40.0
取样,废水,Undirected,69942,,,1.0
发酵,炸药,Undirected,69944,,,1.0
石油,铅,Undirected,69947,,,4.0
水污染,镉,Undirected,69948,,,6.0
空气质量,碳,Undirected,69960,,,4.0
煤气,大气污染,Undirected,69961,,,1.0
有机物,汽油,Undirected,69962,,,1.0
氮氧化物,砷,Undirected,69966,,,1.0
重金属,微克,Undirected,69968,,,2.0
挥发性,汞,Undirected,69970,,,1.0
燃烧,脱硝,Undirected,69972,,,1.0
发酵,含量,Undirected,69978,,,4.0
微克,PM2.5,Undirected,69983,,,15.0
铅,水污染,Undirected,69984,,,3.0
取样,水泥,Undirected,69989,,,1.0
铜,重金属,Undirected,69990,,,8.0
化工厂,水,Undirected,69991,,,15.0
电子,铜,Undirected,69996,,,1.0
燃烧,大气污染,Undirected,70000,,,8.0
燃料,能源,Undirected,70004,,,11.0
汽油,煤,Undirected,70007,,,1.0
镉,重金属,Undirected,70008,,,6.0
大气污染,二氧化硫,Undirected,70009,,,43.0
PM2.5,水,Undirected,70010,,,17.0
合成,DNA,Undirected,70015,,,1.0
天然,金,Undirected,70022,,,17.0
煤化工,合成,Undirected,70030,,,2.0
水泥,铜,Undirected,70032,,,3.0
PM2.5,脱硫,Undirected,70035,,,1.0
铁,分子,Undirected,70037,,,9.0
天然气,大气污染,Undirected,70041,,,26.0
二氧化碳,煤,Undirected,70043,,,2.0
沉淀,电子,Undirected,70052,,,1.0
石油,油气,Undirected,70059,,,19.0
回流,石油,Undirected,70060,,,4.0
塑料,水,Undirected,70061,,,7.0
铀,水泥,Undirected,70063,,,1.0
石油,有色金属,Undirected,70065,,,12.0
能源,水污染,Undirected,70066,,,16.0
燃烧,钢铁,Undirected,70067,,,2.0
二氧化硫,海水,Undirected,70069,,,1.0
二氧化碳,氮氧化物,Undirected,70070,,,2.0
玻璃,铁,Undirected,70071,,,5.0
水污染,水,Undirected,70073,,,24.0
添加剂,肥料,Undirected,70079,,,2.0
化学物质,化肥,Undirected,70084,,,1.0
粉尘,煤,Undirected,70090,,,2.0
铀,金,Undirected,70091,,,2.0
沉淀,盐,Undirected,70103,,,2.0
炸药,柴油,Undirected,70105,,,2.0
废水,水污染,Undirected,70106,,,9.0
分解,营养,Undirected,70108,,,1.0
竞争性,能源,Undirected,70109,,,18.0
石油,柴油,Undirected,70113,,,6.0
燃烧,含量,Undirected,70114,,,1.0
燃料,汽油,Undirected,70115,,,4.0
空气质量,石油,Undirected,70121,,,2.0
能量,化学物质,Undirected,70140,,,1.0
碳,水,Undirected,70146,,,15.0
空气质量,发酵,Undirected,70147,,,2.0
石油,天然,Undirected,70148,,,4.0
铁,天然,Undirected,70155,,,3.0
过滤,汽油,Undirected,70156,,,1.0
分子,竞争性,Undirected,70157,,,1.0
玻璃,水分,Undirected,70159,,,2.0
镉,化肥,Undirected,70161,,,4.0
汽油,柴油,Undirected,70164,,,11.0
过滤,水,Undirected,70165,,,8.0
二氧化碳,汽油,Undirected,70166,,,1.0
海水,能源,Undirected,70170,,,2.0
石油,能源,Undirected,70172,,,137.0
铀,燃料,Undirected,70179,,,3.0
沉淀,水,Undirected,70180,,,11.0
发酵,能源,Undirected,70186,,,13.0
过滤,化工厂,Undirected,70188,,,1.0
铁,沉淀,Undirected,70192,,,2.0
铁,电子,Undirected,70193,,,3.0
太阳能,能源,Undirected,70203,,,12.0
腐蚀,原子弹,Undirected,70204,,,1.0
二氧化硫,PM2.5,Undirected,70209,,,26.0
金,水,Undirected,70212,,,24.0
