Source,Target,Type,id,label,timeset,weight
煤气,电子,Undirected,80369,,,1.0
发酵,成分,Undirected,80370,,,6.0
分解,天然,Undirected,80372,,,2.0
金,水分,Undirected,80377,,,2.0
碳,能源,Undirected,80378,,,24.0
化学,水污染,Undirected,80379,,,2.0
天然,水,Undirected,80380,,,18.0
大气污染,微克,Undirected,80385,,,10.0
PM2.5,空气质量,Undirected,80386,,,42.0
铁,沉淀,Undirected,80390,,,2.0
铁,石油,Undirected,80392,,,10.0
二氧化碳,天然气,Undirected,80394,,,1.0
过滤,电子,Undirected,80398,,,6.0
含量,钢铁,Undirected,80401,,,1.0
大气污染,PM2.5,Undirected,80404,,,60.0
金,矿泉水,Undirected,80406,,,6.0
金,红外,Undirected,80407,,,1.0
天然气,石油,Undirected,80408,,,265.0
能量,石油,Undirected,80410,,,10.0
营养,蛋白质,Undirected,80412,,,6.0
大气污染,废气,Undirected,80414,,,9.0
焚烧,空气质量,Undirected,80415,,,7.0
石油,能源,Undirected,80419,,,196.0
焚烧,营养,Undirected,80420,,,1.0
水,化学,Undirected,80422,,,5.0
电子,精度,Undirected,80424,,,10.0
钢铁,化学,Undirected,80425,,,5.0
能量,发酵,Undirected,80426,,,14.0
回流,电子,Undirected,80427,,,1.0
煤,柴油,Undirected,80429,,,5.0
空气质量,水泥,Undirected,80435,,,12.0
电子,营养,Undirected,80438,,,3.0
金,发酵,Undirected,80439,,,14.0
连锁反应,能源,Undirected,80442,,,9.0
能量,电池,Undirected,80445,,,3.0
游离,竞争性,Undirected,80446,,,2.0
二氧化碳,气体,Undirected,80451,,,2.0
二氧化硫,PM2.5,Undirected,80453,,,17.0
分解,钢铁,Undirected,80456,,,5.0
能量,燃烧,Undirected,80460,,,4.0
爆炸物,电池,Undirected,80461,,,2.0
塑料,矿泉水,Undirected,80462,,,5.0
玻璃,石油,Undirected,80463,,,7.0
水泥,钢铁,Undirected,80464,,,29.0
天然气,能源,Undirected,80467,,,100.0
含量,乙醇,Undirected,80468,,,50.0
气体,能源,Undirected,80470,,,5.0
天然气,连锁反应,Undirected,80471,,,4.0
能源,电子,Undirected,80472,,,14.0
太阳能,能量,Undirected,80474,,,7.0
铀,燃料,Undirected,80475,,,8.0
矿泉水,乙醇,Undirected,80477,,,2.0
铝,铜,Undirected,80479,,,5.0
冰毒,水,Undirected,80482,,,1.0
石油,分解,Undirected,80484,,,2.0
能量,钢铁,Undirected,80487,,,2.0
电子,水,Undirected,80488,,,15.0
大气污染,水污染,Undirected,80490,,,11.0
化学武器,化学,Undirected,80491,,,8.0
能源,化学,Undirected,80492,,,4.0
燃料,水,Undirected,80494,,,15.0
石油,发酵,Undirected,80495,,,9.0
爆炸物,炸药,Undirected,80497,,,7.0
金,能源,Undirected,80501,,,33.0
金,电子,Undirected,80502,,,20.0
能源,核能,Undirected,80506,,,46.0
天然气,发酵,Undirected,80509,,,1.0
分子,油气,Undirected,80512,,,3.0
水,能源,Undirected,80514,,,31.0
能量,能源,Undirected,80515,,,10.0
大气污染,能源,Undirected,80516,,,25.0
碳,太阳能,Undirected,80519,,,3.0
游离,水,Undirected,80520,,,4.0
天然,大气污染,Undirected,80522,,,7.0
成分,空气质量,Undirected,80523,,,3.0
天然气,汽油,Undirected,80526,,,4.0
发酵,能源,Undirected,80527,,,13.0
焚烧,汽油,Undirected,80529,,,9.0
钢铁,天然气,Undirected,80530,,,7.0
大气污染,燃料,Undirected,80531,,,10.0
