Id,Label,度
衍生物,衍生物,10
合成,合成,80
神经递质,神经递质,22
烯酸,烯酸,4
相互作用,相互作用,58
能量,能量,154
钠离子,钠离子,4
放电,放电,9
加热,加热,69
钾离子,钾离子,7
微管,微管,5
吸收热,吸收热,4
磁场,磁场,38
分子,分子,119
液体,液体,68
金,金,33
双螺旋,双螺旋,10
神经传递介质,神经传递介质,2
蛋白,蛋白,71
显微镜,显微镜,30
粒子,粒子,55
电场,电场,14
肌动蛋白,肌动蛋白,3
动作电位,动作电位,2
微米,微米,25
角质,角质,5
酒精,酒精,36
制备,制备,13
气体,气体,75
固定液,固定液,1
冰醋酸,冰醋酸,1
溶液,溶液,28
甘油,甘油,6
体积,体积,69
胰蛋白酶,胰蛋白酶,2
染色,染色,11
钙化,钙化,3
硼酸钠,硼酸钠,2
量筒,量筒,2
双氧水,双氧水,2
安慰剂,安慰剂,10
激素,激素,50
脂肪组织,脂肪组织,5
胃肠道,胃肠道,8
含量,含量,127
胰岛素,胰岛素,22
乳糖,乳糖,16
神经元,神经元,38
爱因斯坦,爱因斯坦,24
核子,核子,6
二氧化碳,二氧化碳,53
异形,异形,6
抗体,抗体,14
氯喹,氯喹,2
过饱和溶液,过饱和溶液,2
固体,固体,35
钠,钠,14
可卡因,可卡因,3
大麻,大麻,4
盐,盐,37
灵敏度,灵敏度,12
方向性,方向性,3
有机体,有机体,26
炸药,炸药,7
沃尔,沃尔,9
已经证明,已经证明,17
气味,气味,55
微生物,微生物,78
特异性,特异性,23
信息素,信息素,9
炭,炭,4
醋,醋,13
植物油,植物油,12
蜡,蜡,10
食用油,食用油,12
豆饼,豆饼,2
副产品,副产品,21
残留物,残留物,8
动物油,动物油,5
鱼油,鱼油,6
残油,残油,2
营养素,营养素,20
油脂,油脂,24
燃烧,燃烧,39
脂肪酸,脂肪酸,14
基本粒子,基本粒子,18
夸克,夸克,9
原子,原子,61
银,银,9
岩石化学,岩石化学,1
钍,钍,6
离心力,离心力,5
半衰期,半衰期,11
核燃料,核燃料,2
放射性,放射性,20
富集,富集,13
稳定同位素,稳定同位素,3
放射性同位素,放射性同位素,8
核反应堆,核反应堆,4
丰度,丰度,6
气态,气态,17
铀,铀,6
钚,钚,7
角动量,角动量,6
能量耗散,能量耗散,2
链式反应,链式反应,6
地球化学,地球化学,11
能量守恒,能量守恒,2
核反应,核反应,2
焊接,焊接,16
元素周期表,元素周期表,21
聚丙烯酸钠,聚丙烯酸钠,4
概率,概率,42
锗,锗,4
