Source,Target,Type,Id,Label,Weight
利多卡因,温度,Undirected,1,,2.0
温度,加热,Undirected,361,,3.0
温度,马赛皂,Undirected,29,,3.0
温度,气体,Undirected,33,,2.0
温度,脱水,Undirected,477,,2.0
温度,气态,Undirected,342,,3.0
温度,墨水,Undirected,1463,,2.0
酒精,激素,Undirected,2,,2.0
酒精,含量,Undirected,1361,,2.0
酒精,淀粉,Undirected,786,,2.0
酒精,毒品,Undirected,1189,,2.0
酒精,显微镜,Undirected,168,,1.0
酒精,酸奶,Undirected,1467,,1.0
酒精,蛋白,Undirected,490,,3.0
酒精,大麻,Undirected,1700,,1.0
酒精,过滤,Undirected,1670,,1.0
酒精,神经递质,Undirected,1306,,1.0
酒精,异黄酮类,Undirected,1878,,1.0
激素,液体,Undirected,1573,,1.0
激素,含量,Undirected,196,,3.0
激素,化学反应,Undirected,1388,,2.0
激素,脂肪含量,Undirected,723,,1.0
激素,毒品,Undirected,953,,1.0
激素,发酵,Undirected,1745,,1.0
激素,维生素D,Undirected,185,,2.0
激素,糖,Undirected,914,,2.0
激素,雄激素,Undirected,1916,,1.0
激素,脂肪组织,Undirected,762,,1.0
激素,注射器,Undirected,1919,,1.0
激素,可卡因,Undirected,1239,,1.0
激素,孕激素,Undirected,1308,,1.0
激素,脱氢表雄酮,Undirected,1774,,1.0
激素,褪黑素,Undirected,577,,2.0
激素,杂质,Undirected,1333,,1.0
激素,血糖,Undirected,1773,,1.0
安慰剂,酒精,Undirected,1760,,1.0
安慰剂,激素,Undirected,3,,1.0
安慰剂,液体,Undirected,1882,,1.0
安慰剂,羟色胺,Undirected,1425,,1.0
安慰剂,咖啡因,Undirected,827,,2.0
安慰剂,金,Undirected,1681,,1.0
安慰剂,双盲试验,Undirected,768,,2.0
安慰剂,色氨酸,Undirected,1572,,1.0
液体,温度,Undirected,473,,1.0
液体,酒精,Undirected,469,,3.0
液体,合成,Undirected,4,,3.0
液体,水浴,Undirected,955,,1.0
液体,酸性,Undirected,21,,5.0
液体,塑料,Undirected,623,,4.0
液体,气体,Undirected,610,,3.0
液体,酶,Undirected,329,,1.0
液体,燃烧,Undirected,1056,,2.0
液体,重铬酸钾,Undirected,988,,2.0
液体,固态,Undirected,1065,,2.0
液体,氧化三甲胺,Undirected,1111,,1.0
液体,糖,Undirected,1261,,1.0
液体,异物,Undirected,242,,2.0
液体,功能材料,Undirected,284,,1.0
液体,分子离子,Undirected,310,,3.0
液体,可卡因,Undirected,761,,2.0
液体,硫,Undirected,1304,,1.0
液体,废气,Undirected,596,,1.0
液体,着床,Undirected,605,,2.0
液体,四面体,Undirected,742,,1.0
液体,转移酶,Undirected,751,,2.0
液体,纳米,Undirected,1844,,1.0
合成,温度,Undirected,958,,1.0
合成,激素,Undirected,1469,,1.0
合成,胃肠道,Undirected,763,,1.0
合成,含量,Undirected,1534,,1.0
合成,淀粉,Undirected,1092,,1.0
合成,激光,Undirected,1170,,1.0
合成,分解,Undirected,1068,,3.0
合成,溶液,Undirected,1851,,1.0
合成,气味,Undirected,1669,,1.0
合成,酶,Undirected,440,,3.0
合成,化疗药物,Undirected,108,,1.0
合成,周期性,Undirected,1519,,2.0
合成,氮,Undirected,667,,1.0
合成,蛋白,Undirected,1709,,1.0
合成,生长激素,Undirected,209,,2.0
合成,糖,Undirected,1112,,2.0
合成,外生菌根,Undirected,1122,,2.0
合成,烷基硫酸钠,Undirected,293,,2.0
合成,废水,Undirected,1727,,1.0
合成,过滤,Undirected,778,,1.0
合成,变性,Undirected,709,,3.0
胃肠道,含量,Undirected,5,,1.0
含量,胰岛素,Undirected,956,,4.0
含量,酸性,Undirected,8,,3.0
含量,溶液,Undirected,971,,1.0
含量,脂肪酸,Undirected,359,,3.0
含量,气体,Undirected,829,,3.0
含量,气味,Undirected,1053,,4.0
含量,体积,Undirected,737,,2.0
含量,毒品,Undirected,1074,,2.0
含量,颗粒,Undirected,862,,2.0
含量,抗生素,Undirected,491,,3.0
含量,电池,Undirected,1824,,1.0
含量,乙醇,Undirected,488,,3.0
含量,钙,Undirected,889,,2.0
含量,锌,Undirected,1291,,1.0
含量,化石燃料,Undirected,151,,2.0
含量,乳糖,Undirected,1093,,1.0
含量,化学性质,Undirected,1890,,1.0
