Id,Label,度
蒸汽锅炉,蒸汽锅炉,1
体积,体积,123
酒精,酒精,66
X射线,X射线,12
辐射剂量,辐射剂量,3
背景辐射,背景辐射,5
氡气,氡气,3
钙,钙,38
塑料,塑料,86
燃烧,燃烧,60
热电,热电,3
温差,温差,6
能量,能量,149
电池,电池,61
脂肪含量,脂肪含量,19
含量,含量,166
加热,加热,85
防腐剂,防腐剂,24
微生物,微生物,73
乳清,乳清,2
钠,钠,20
凝乳,凝乳,3
熔融,熔融,1
干酪,干酪,5
乳糖,乳糖,12
钠反应,钠反应,2
盐,盐,51
脱脂,脱脂,15
蛋白,蛋白,72
乳酸,乳酸,10
亲水胶体,亲水胶体,2
分解,分解,96
化学成分,化学成分,31
琥珀,琥珀,9
强酸,强酸,15
钢铁,钢铁,26
相互作用,相互作用,45
磁场,磁场,28
岩浆,岩浆,6
酸酯,酸酯,4
制备,制备,22
酸奶,酸奶,28
胆固醇,胆固醇,47
甘油,甘油,23
糖,糖,67
疾病相关,疾病相关,3
粉尘,粉尘,6
二氧化碳,二氧化碳,66
固体,固体,41
残留物,残留物,4
降解,降解,38
液体,液体,84
甘蔗,甘蔗,5
粗糖,粗糖,2
糖精,糖精,5
蔗糖,蔗糖,32
多糖,多糖,15
糖类,糖类,37
阿斯巴甜,阿斯巴甜,5
粘合剂,粘合剂,9
组蛋白,组蛋白,2
不锈钢,不锈钢,26
甲基化,甲基化,11
液态,液态,28
三聚体,三聚体,3
空间结构,空间结构,3
衍射,衍射,7
受体蛋白,受体蛋白,8
克隆,克隆,11
肾上腺素受体,肾上腺素受体,2
同源性,同源性,3
羟色胺,羟色胺,12
细胞膜,细胞膜,24
肾上腺皮质激素,肾上腺皮质激素,6
分子,分子,136
气味,气味,61
乙酰胆碱,乙酰胆碱,3
激素,激素,66
腺苷酸环化酶,腺苷酸环化酶,2
酶活性,酶活性,11
级联放大,级联放大,3
促肾上腺皮质激素,促肾上腺皮质激素,2
分子结构,分子结构,13
毒气,毒气,4
金属光泽,金属光泽,11
橡胶,橡胶,23
滤网,滤网,5
爱因斯坦,爱因斯坦,23
命名,命名,34
培养皿,培养皿,12
量子力学,量子力学,11
固态,固态,25
原子,原子,62
光电子,光电子,5
量子跃迁,量子跃迁,2
互补性,互补性,1
量子,量子,24
蜡,蜡,6
油脂,油脂,52
棕榈油,棕榈油,1
腺体,腺体,12
游离,游离,29
萃取,萃取,5
温度,温度,96
氧化,氧化,37
神经毒素,神经毒素,5
甘油三酯,甘油三酯,13
脱胶,脱胶,2
添加剂,添加剂,29
丙烯醛,丙烯醛,2
砷,砷,13
多环芳烃,多环芳烃,14
正己烷,正己烷,2
重金属,重金属,26
铅,铅,14
组分,组分,13
曲霉毒素,曲霉毒素,5
总产量,总产量,5
残油,残油,3
食用油,食用油,13
汽提,汽提,2
烟点,烟点,7
挥发,挥发,17
脂肪酸,脂肪酸,29
铀,铀,8
核裂变,核裂变,11
浓缩铀,浓缩铀,5
核反应堆,核反应堆,13
核能,核能,11
钚,钚,7
裂变,裂变,8
结构分析,结构分析,2
采样器,采样器,2
取样方法,取样方法,3
丰度,丰度,6
取样,取样,20
脱氧核糖核苷酸,脱氧核糖核苷酸,1
化学键,化学键,12
氧气,氧气,58
核苷酸,核苷酸,10
半衰期,半衰期,16
酶,酶,56
水解,水解,15
概率,概率,68
粒子,粒子,41
狄拉克,狄拉克,2
已经证明,已经证明,8
深红色,深红色,7
钴,钴,14
激光,激光,50
光电,光电,12
精炼,精炼,9
化学组成,化学组成,6
植物油,植物油,24
油酸,油酸,4
多酚,多酚,9
维生素,维生素,82
化学处理,化学处理,4
不饱和脂肪酸,不饱和脂肪酸,20
动物油,动物油,3
不饱和,不饱和,10
芥酸,芥酸,2
亚油酸,亚油酸,9
硫,硫,16
杂质,杂质,29
摩尔,摩尔,17
抗氧化,抗氧化,21
机理,机理,50
镁,镁,12
硅,硅,29
晶体管,晶体管,17
生物降解,生物降解,7
半导体,半导体,16
硅纳米,硅纳米,2
电容器,电容器,6
化石燃料,化石燃料,10
干燥,干燥,63
反射镜,反射镜,5
太阳能,太阳能,35
气流,气流,19
自旋,自旋,8
碳纳米管,碳纳米管,4
烷基硫酸钠,烷基硫酸钠,2
溶液,溶液,40
铪,铪,2
镓,镓,5
烯,烯,3
表面活性剂,表面活性剂,9
集成电路,集成电路,10
化学反应,化学反应,26
逻辑电路,逻辑电路,3
碳,碳,45
硅基,硅基,8
二氧化硅,二氧化硅,11
搅拌,搅拌,20
铁丝网,铁丝网,5
粘土,粘土,21
水分,水分,76
十字形,十字形,1
棉,棉,7
孟德尔,孟德尔,5
超显性,超显性,2
核磁共振成像,核磁共振成像,8
薄荷,薄荷,14
心电图,心电图,2
刺激作用,刺激作用,5
温度计,温度计,7
银,银,22
铂电极,铂电极,2
转运蛋白,转运蛋白,1
根皮素,根皮素,2
氮,氮,17
柴油,柴油,6
废水,废水,6
铅酸,铅酸,4
荧光,荧光,21
角蛋白,角蛋白,8
海水,海水,30
沃尔,沃尔,4
表面张力,表面张力,6
亲水性,亲水性,1
最外层,最外层,4
底液,底液,1
锰,锰,12
锌,锌,18
增稠剂,增稠剂,7
离子浓度,离子浓度,3
岩藻糖,岩藻糖,1
透明质酸,透明质酸,2
铜,铜,24
油膜,油膜,3
食品添加剂,食品添加剂,21
葡萄糖,葡萄糖,24
淀粉,淀粉,26
单糖,单糖,8
甘草酸,甘草酸,2
氧化反应,氧化反应,5
营养素,营养素,22
解离,解离,4
蜡烛,蜡烛,12
感应线圈,感应线圈,1
磁铁,磁铁,11
介质,介质,14
放电,放电,25
衍生物,衍生物,12
发酵,发酵,32
化学合成,化学合成,5
绝对值,绝对值,4
薄荷醇,薄荷醇,6
半径比,半径比,1
合成,合成,122
汽化,汽化,2
陨石,陨石,11
动力学,动力学,26
大量元素,大量元素,2
玄武岩,玄武岩,4
