Source,Target,Type,id,label,timeset,weight
固态,天然,Undirected,14042,,,1.0
成分,水,Undirected,14046,,,3.0
甜味剂,咖啡因,Undirected,14047,,,1.0
抗生素,天然,Undirected,14056,,,1.0
水分,发酵,Undirected,14063,,,1.0
分子,DNA,Undirected,14073,,,1.0
液体,热量,Undirected,14075,,,1.0
酸性,化学物质,Undirected,14076,,,1.0
盐,甲烷,Undirected,14077,,,1.0
营养,能量,Undirected,14088,,,2.0
化学合成,化学家,Undirected,14097,,,1.0
天然,化学,Undirected,14100,,,1.0
化学,化学反应,Undirected,14102,,,1.0
水,砷,Undirected,14103,,,1.0
熔炉,化学合成,Undirected,14104,,,1.0
铁,炼金术,Undirected,14105,,,2.0
铅,化学工业,Undirected,14106,,,1.0
盐,化学家,Undirected,14109,,,1.0
杂质,玻璃,Undirected,14111,,,1.0
光合作用,化学,Undirected,14113,,,1.0
燃料,液态,Undirected,14115,,,1.0
气体,分解,Undirected,14124,,,1.0
化学,热量,Undirected,14130,,,1.0
糖,吸收率,Undirected,14133,,,1.0
甜味剂,能量,Undirected,14134,,,1.0
燃烧,燃料,Undirected,14137,,,1.0
能量,电池,Undirected,14140,,,1.0
电子,加热,Undirected,14142,,,1.0
波长,能量,Undirected,14157,,,1.0
金,盐,Undirected,14164,,,1.0
含量,天然,Undirected,14170,,,1.0
化学,维生素,Undirected,14173,,,1.0
成分,砷,Undirected,14174,,,1.0
营养,维生素,Undirected,14185,,,1.0
糖,含量,Undirected,14186,,,1.0
矿物质,蛋白质,Undirected,14189,,,1.0
科尔伯,燃料,Undirected,14190,,,1.0
燃烧,二氧化碳,Undirected,14191,,,1.0
含量,脂肪,Undirected,14197,,,2.0
有机物,合成,Undirected,14201,,,2.0
碳,晶体,Undirected,14212,,,1.0
电池,固体,Undirected,14215,,,1.0
甲烷,粒子,Undirected,14225,,,1.0
化学,含量,Undirected,14226,,,1.0
燃烧,固态,Undirected,14228,,,1.0
维生素,矿物质,Undirected,14234,,,1.0
脂肪,天然,Undirected,14235,,,2.0
营养,糖,Undirected,14236,,,1.0
热量,蛋白质,Undirected,14237,,,1.0
碳,成分,Undirected,14247,,,2.0
水,重金属,Undirected,14248,,,1.0
燃烧,气体,Undirected,14255,,,2.0
晶体,酶,Undirected,14261,,,1.0
水,含量,Undirected,14265,,,1.0
发酵,金箔,Undirected,14279,,,1.0
含量,盐,Undirected,14280,,,1.0
富集,化学,Undirected,14289,,,1.0
天然,汞,Undirected,14292,,,1.0
水,营养,Undirected,14293,,,2.0
成分,碳酸钙,Undirected,14301,,,1.0
营养,矿物质,Undirected,14304,,,1.0
吸收率,激素,Undirected,14305,,,1.0
成分,矿物质,Undirected,14315,,,1.0
热量,吸收率,Undirected,14317,,,1.0
盐,金箔,Undirected,14318,,,1.0
富集,氧,Undirected,14324,,,1.0
粒子,热量,Undirected,14334,,,1.0
水,糖,Undirected,14336,,,1.0
热量,二氧化碳,Undirected,14341,,,1.0
成分,乙醇,Undirected,14348,,,1.0
激素,化学,Undirected,14349,,,1.0
咖啡因,含量,Undirected,14351,,,1.0
谷氨酸,氨基酸,Undirected,14356,,,2.0
粒子,化学工业,Undirected,14357,,,1.0
化学,金,Undirected,14358,,,1.0
分子,激素,Undirected,14361,,,2.0
化学物质,铅,Undirected,14362,,,1.0
化学成分,化学,Undirected,14363,,,1.0
汞,重金属,Undirected,14369,,,1.0
热量,加热,Undirected,14370,,,1.0
干燥,水,Undirected,14376,,,1.0
能量,氧气,Undirected,14377,,,1.0
氧气,热量,Undirected,14380,,,1.0
碳酸钙,蛋白质,Undirected,14388,,,2.0
合成,含量,Undirected,14391,,,2.0
甜味剂,酶,Undirected,14411,,,1.0
能量,蛋白质,Undirected,14412,,,1.0
石油,化学工业,Undirected,14413,,,1.0
水,电子,Undirected,14415,,,1.0
分子,化学物质,Undirected,14416,,,1.0
天然,干燥,Undirected,14419,,,1.0
抗生素,液体,Undirected,14428,,,1.0
溶液,成分,Undirected,14430,,,1.0
糖,水分,Undirected,14432,,,1.0
化学物质,糖,Undirected,14446,,,1.0
电子,气体,Undirected,14455,,,1.0
成分,液态,Undirected,14457,,,1.0
化学成分,能量,Undirected,14458,,,1.0
玻璃,蔗糖,Undirected,14463,,,1.0
化学反应,甜味剂,Undirected,14464,,,1.0
海水,铅,Undirected,14474,,,1.0
化学,水,Undirected,14476,,,1.0
热量,金箔,Undirected,14478,,,1.0
淀粉,含量,Undirected,14480,,,2.0
营养,蛋白质,Undirected,14482,,,1.0
砷,糖,Undirected,14483,,,1.0
二氧化碳,气体,Undirected,14491,,,1.0
碳,海水,Undirected,14492,,,1.0
氧气,蛋白质,Undirected,14494,,,1.0
乙醇,加热,Undirected,14498,,,1.0
水,天然,Undirected,14499,,,1.0
光合作用,有机物,Undirected,14509,,,1.0
氧气,海水,Undirected,14511,,,1.0
砷,能量,Undirected,14512,,,1.0
电池,重金属,Undirected,14513,,,1.0
能量,固体,Undirected,14518,,,1.0
杂质,抗生素,Undirected,14531,,,1.0
淀粉,乙醇,Undirected,14538,,,1.0
光合作用,成分,Undirected,14547,,,1.0
含量,抗生素,Undirected,14555,,,1.0
炼金术,化学工业,Undirected,14566,,,1.0
天然,盐,Undirected,14576,,,1.0
水,加热,Undirected,14577,,,1.0
化学,塑料,Undirected,14585,,,1.0
碳,化学反应,Undirected,14587,,,1.0
蛋白质,分子,Undirected,14590,,,1.0
酸性,乙醇,Undirected,14594,,,1.0
抗生素,化学,Undirected,14620,,,1.0
晶体,成分,Undirected,14626,,,1.0
化学物质,矿物质,Undirected,14632,,,1.0
海水,水,Undirected,14638,,,1.0
天然,海水,Undirected,14642,,,1.0
科尔伯,石油,Undirected,14643,,,1.0
水,熔炉,Undirected,14646,,,1.0
化学,液体,Undirected,14656,,,1.0
含量,热量,Undirected,14657,,,1.0
水,水分,Undirected,14661,,,1.0
光合作用,固态,Undirected,14666,,,1.0
钙,科尔伯,Undirected,14668,,,1.0
氮,碳,Undirected,14671,,,1.0
化学反应,水,Undirected,14672,,,1.0
矿物,二氧化碳,Undirected,14676,,,1.0
酶,能量,Undirected,14680,,,1.0
