Source,Target,Type,id,label,timeset,weight
爱因斯坦,氢,Undirected,1698,,,4.0
粒子,量子力学,Undirected,1699,,,6.0
含量,胰岛素,Undirected,1708,,,3.0
营养,酶,Undirected,1711,,,4.0
能量,胆固醇,Undirected,1712,,,1.0
海水,中子,Undirected,1720,,,2.0
能量,原子核,Undirected,1722,,,3.0
化学,合成,Undirected,1726,,,1.0
晶体,成分,Undirected,1730,,,2.0
质子,电子,Undirected,1735,,,2.0
能量,量子,Undirected,1739,,,8.0
石油,氢,Undirected,1754,,,1.0
气体,铁,Undirected,1759,,,1.0
分子,水,Undirected,1761,,,3.0
热量,酶,Undirected,1767,,,1.0
胰岛素,乙醇,Undirected,1781,,,1.0
金,抗生素,Undirected,1785,,,2.0
温室气体,天然,Undirected,1787,,,1.0
化学反应,水,Undirected,1793,,,6.0
蛋白质,分子,Undirected,1795,,,11.0
化学家,能量,Undirected,1799,,,2.0
含量,加热,Undirected,1809,,,3.0
波长,粒子,Undirected,1818,,,2.0
水,蛋白质,Undirected,1825,,,5.0
分子,DNA,Undirected,1826,,,8.0
蛋白质,胆固醇,Undirected,1830,,,2.0
剂量,金,Undirected,1835,,,1.0
热量,光合作用,Undirected,1838,,,1.0
添加剂,防腐剂,Undirected,1866,,,1.0
玻璃,燃料,Undirected,1869,,,2.0
爱因斯坦,量子力学,Undirected,1870,,,1.0
化学,含量,Undirected,1875,,,2.0
分解,天然,Undirected,1877,,,1.0
水,能源,Undirected,1882,,,1.0
酶,水分,Undirected,1892,,,3.0
能量,波长,Undirected,1899,,,5.0
粒子,氧,Undirected,1901,,,1.0
碳,成分,Undirected,1904,,,2.0
波长,量子,Undirected,1907,,,1.0
含量,营养,Undirected,1908,,,1.0
金,化学反应,Undirected,1914,,,1.0
合成,含量,Undirected,1932,,,6.0
核能,太阳能,Undirected,1962,,,2.0
含量,电子,Undirected,1964,,,2.0
相互作用,分子,Undirected,1967,,,3.0
富集,爱因斯坦,Undirected,1978,,,1.0
粒子,液体,Undirected,1980,,,1.0
富集,氧化,Undirected,1997,,,3.0
成分,固体,Undirected,2000,,,1.0
化学物质,二氧化碳,Undirected,2003,,,2.0
液体,含量,Undirected,2007,,,2.0
加热,氧气,Undirected,2018,,,1.0
水,营养,Undirected,2019,,,5.0
维生素,脂肪,Undirected,2025,,,8.0
二氧化碳,海水,Undirected,2035,,,1.0
含量,水,Undirected,2036,,,2.0
胆固醇,热量,Undirected,2044,,,1.0
DNA,电子,Undirected,2046,,,2.0
石油,氧气,Undirected,2048,,,2.0
液体,塑料,Undirected,2049,,,3.0
二氧化碳,含量,Undirected,2054,,,8.0
激素,胰岛素,Undirected,2057,,,1.0
营养,蛋白质,Undirected,2058,,,3.0
胆固醇,放射性,Undirected,2059,,,1.0
干燥,碳,Undirected,2068,,,1.0
燃烧,气体,Undirected,2074,,,2.0
化学,放射性,Undirected,2076,,,1.0
含量,抗生素,Undirected,2079,,,4.0
二氧化碳,二氧化硫,Undirected,2085,,,1.0
太阳能,能量,Undirected,2086,,,5.0
粒子,能量,Undirected,2091,,,2.0
脂肪,盐,Undirected,2094,,,3.0
氧,纳米,Undirected,2102,,,1.0
能量,分解,Undirected,2114,,,2.0
化学物质,化学,Undirected,2117,,,3.0
分解,成分,Undirected,2121,,,5.0
酶,相互作用,Undirected,2129,,,1.0
抗生素,干燥,Undirected,2130,,,1.0
抗生素,蛋白质,Undirected,2134,,,1.0
胆固醇,抗生素,Undirected,2135,,,1.0
铁,营养物质,Undirected,2136,,,1.0
抗生素,脂肪,Undirected,2138,,,1.0
爱因斯坦,粒子,Undirected,2148,,,4.0
色素,化学,Undirected,2152,,,1.0
分子,能量,Undirected,2153,,,2.0
干燥,脂肪,Undirected,2173,,,1.0
糖,化学家,Undirected,2183,,,3.0
分子,玻璃,Undirected,2194,,,1.0
粒子,能源,Undirected,2196,,,2.0
金,碳,Undirected,2198,,,2.0
太阳能,放射性,Undirected,2200,,,1.0
营养物质,维生素,Undirected,2202,,,1.0
原子,蛋白质,Undirected,2210,,,1.0
DNA,能量,Undirected,2212,,,3.0
温室气体,维生素,Undirected,2220,,,1.0
钙,能量,Undirected,2225,,,1.0
氨基酸,蛋白质,Undirected,2226,,,4.0
剂量,抗生素,Undirected,2227,,,7.0
核反应堆,能源,Undirected,2229,,,1.0
营养,天然,Undirected,2230,,,3.0
胰岛素,淀粉,Undirected,2231,,,1.0
气体,成分,Undirected,2232,,,1.0
天然,钙,Undirected,2239,,,1.0
气体,加热,Undirected,2250,,,1.0
合成,加热,Undirected,2258,,,1.0
DNA,降解,Undirected,2265,,,2.0
量子力学,原子,Undirected,2271,,,1.0
化学,塑料,Undirected,2288,,,2.0
塑料,化学物质,Undirected,2295,,,1.0
能量,固体,Undirected,2298,,,2.0
量子,分解,Undirected,2299,,,1.0
蛋白质,盐,Undirected,2303,,,1.0
色素,水,Undirected,2304,,,2.0
营养,矿物质,Undirected,2305,,,4.0
液体,蛋白质,Undirected,2310,,,1.0
淀粉,含量,Undirected,2311,,,3.0
氨基酸,固体,Undirected,2316,,,1.0
能量,加热,Undirected,2318,,,1.0
石油,化学,Undirected,2323,,,1.0
化学反应,固体,Undirected,2327,,,2.0
原子,金,Undirected,2332,,,2.0
同位素,粒子,Undirected,2334,,,1.0
脂肪,加热,Undirected,2349,,,1.0
成分,水,Undirected,2351,,,18.0
激素,化学,Undirected,2354,,,2.0
成分,蛋白质,Undirected,2360,,,3.0
食品添加剂,激素,Undirected,2368,,,2.0
含量,剂量,Undirected,2369,,,13.0
光合作用,降解,Undirected,2393,,,1.0
含量,营养物质,Undirected,2395,,,1.0
糖,蛋白质,Undirected,2396,,,2.0
维生素,成分,Undirected,2420,,,1.0
营养,激素,Undirected,2433,,,4.0
天然,添加剂,Undirected,2445,,,2.0
水,矿物质,Undirected,2447,,,1.0
分子,化学物质,Undirected,2450,,,3.0
气体,过滤,Undirected,2452,,,1.0
胆固醇,维生素,Undirected,2455,,,1.0
降解,氧化,Undirected,2458,,,1.0
氨基酸,分解,Undirected,2462,,,3.0
激素,含量,Undirected,2467,,,1.0
氧化,氢,Undirected,2473,,,1.0
碳,水,Undirected,2476,,,2.0
热量,酸性,Undirected,2480,,,1.0
酸性,碳,Undirected,2492,,,1.0
分解,燃料,Undirected,2493,,,1.0
热量,剂量,Undirected,2504,,,2.0
加热,盐,Undirected,2505,,,1.0
氢,水分,Undirected,2506,,,1.0
抗生素,天然,Undirected,2512,,,4.0
海水,液态,Undirected,2517,,,2.0
固体,液体,Undirected,2521,,,1.0
食品添加剂,化学,Undirected,2529,,,1.0
剂量,天然,Undirected,2530,,,2.0
氧化,光合作用,Undirected,2535,,,1.0
氧气,能量,Undirected,2537,,,2.0
铁,爱因斯坦,Undirected,2539,,,1.0
葡萄糖,能源,Undirected,2552,,,2.0
添加剂,成分,Undirected,2554,,,4.0
激素,化学物质,Undirected,2561,,,5.0
金,二氧化硫,Undirected,2565,,,1.0
光合作用,水,Undirected,2566,,,1.0
热量,过滤,Undirected,2582,,,2.0
金,能源,Undirected,2584,,,2.0
氧气,降解,Undirected,2590,,,1.0
淀粉,脂肪,Undirected,2591,,,1.0
天然,防腐剂,Undirected,2597,,,3.0
营养,加热,Undirected,2603,,,1.0
液体,热量,Undirected,2620,,,2.0
营养物质,热量,Undirected,2627,,,2.0
脂肪,能量,Undirected,2628,,,1.0
食品添加剂,剂量,Undirected,2629,,,2.0
氧气,氧,Undirected,2640,,,2.0
糖,水分,Undirected,2644,,,1.0
