Source,Target,Type,id,label,timeset,weight
柴油,汽油,Undirected,31806,,,7.0
分子,电子,Undirected,31809,,,1.0
沉淀,腐蚀,Undirected,31810,,,1.0
能量,营养,Undirected,31815,,,3.0
升华,沉淀,Undirected,31818,,,2.0
石油,能量,Undirected,31820,,,1.0
能量,燃料,Undirected,31821,,,5.0
族,干燥,Undirected,31823,,,1.0
水分,能量,Undirected,31825,,,1.0
蛋白质,水,Undirected,31828,,,1.0
水,营养,Undirected,31829,,,10.0
温室气体,水,Undirected,31830,,,1.0
金,铜,Undirected,31831,,,15.0
水,银,Undirected,31832,,,2.0
天然气,太阳能,Undirected,31838,,,1.0
燃烧,气体,Undirected,31841,,,3.0
金,成分,Undirected,31844,,,2.0
水,精度,Undirected,31845,,,3.0
电子,族,Undirected,31846,,,5.0
石油,油气,Undirected,31847,,,10.0
黄土,钢铁,Undirected,31850,,,1.0
电池,天然,Undirected,31852,,,1.0
大气污染,能源,Undirected,31859,,,7.0
塑料,分解,Undirected,31860,,,2.0
过滤,盐,Undirected,31864,,,2.0
PM2.5,电子,Undirected,31869,,,3.0
分子,乙醇,Undirected,31870,,,1.0
焊接,电子,Undirected,31872,,,5.0
金,能量,Undirected,31875,,,12.0
铁,分子,Undirected,31880,,,4.0
发酵,化学,Undirected,31881,,,2.0
天然,水,Undirected,31882,,,12.0
化学反应,氮氧化物,Undirected,31885,,,1.0
石油,铜,Undirected,31886,,,2.0
水,乙醇,Undirected,31888,,,1.0
发酵,能源,Undirected,31890,,,4.0
塑料,水,Undirected,31892,,,5.0
水泥,汽油,Undirected,31893,,,1.0
分子,石油,Undirected,31897,,,5.0
大气污染,二氧化硫,Undirected,31898,,,6.0
PM2.5,能源,Undirected,31899,,,5.0
能源,油气,Undirected,31900,,,6.0
水分,盐,Undirected,31901,,,1.0
能量,水,Undirected,31903,,,8.0
气体,腐蚀,Undirected,31907,,,1.0
铜,精度,Undirected,31911,,,1.0
太阳能,能源,Undirected,31912,,,5.0
钻石,石油,Undirected,31917,,,1.0
金,电子,Undirected,31918,,,7.0
金,回流,Undirected,31919,,,2.0
金,分子,Undirected,31923,,,6.0
焊接,合成,Undirected,31924,,,1.0
回流,分解,Undirected,31925,,,1.0
汽油,电子,Undirected,31928,,,3.0
金,干燥,Undirected,31929,,,4.0
分子,粒子,Undirected,31932,,,2.0
电子,蛋白质,Undirected,31933,,,1.0
黄土,天然,Undirected,31939,,,1.0
锂电池,电池,Undirected,31946,,,6.0
能量,天然,Undirected,31947,,,2.0
碳,能量,Undirected,31956,,,4.0
石油,银,Undirected,31960,,,2.0
空气质量,二氧化硫,Undirected,31962,,,2.0
废气,PM2.5,Undirected,31963,,,1.0
二氧化碳,锂电池,Undirected,31966,,,1.0
电子,天然,Undirected,31970,,,4.0
能量,锂电池,Undirected,31979,,,1.0
沉淀,能量,Undirected,31980,,,4.0
分子,能源,Undirected,31981,,,2.0
金,发酵,Undirected,31982,,,1.0
黄土,燃烧,Undirected,31983,,,2.0
营养,族,Undirected,31984,,,1.0
蜡烛,能源,Undirected,31985,,,1.0
燃料,分解,Undirected,31986,,,2.0
水,能源,Undirected,31993,,,8.0
核能,天然,Undirected,31996,,,1.0
合成,过滤,Undirected,32002,,,2.0
聚合,废气,Undirected,32003,,,1.0
金,碳,Undirected,32004,,,6.0
水,水污染,Undirected,32015,,,2.0
水分,锂电池,Undirected,32016,,,1.0
金,矿泉水,Undirected,32017,,,2.0
能量,化学反应,Undirected,32023,,,2.0
能量,电子,Undirected,32024,,,8.0
沉淀,水,Undirected,32025,,,1.0
升华,发酵,Undirected,32026,,,2.0
电子,银,Undirected,32031,,,1.0
二氧化碳,二氧化硫,Undirected,32034,,,4.0
核能,太阳能,Undirected,32036,,,1.0
能源,氮氧化物,Undirected,32037,,,2.0
能源,化学,Undirected,32040,,,6.0
水污染,塑料,Undirected,32041,,,1.0
二氧化碳,焚烧,Undirected,32042,,,2.0
温室气体,电子,Undirected,32043,,,1.0
碳,PM2.5,Undirected,32046,,,4.0
燃烧,水,Undirected,32048,,,3.0
二氧化硫,PM2.5,Undirected,32053,,,5.0
氮氧化物,煤,Undirected,32055,,,1.0
天然气,石油,Undirected,32059,,,28.0
能源,竞争性,Undirected,32060,,,5.0
大气污染,化工厂,Undirected,32061,,,2.0
水,空气质量,Undirected,32062,,,6.0
铁,石油,Undirected,32063,,,2.0
石油,发酵,Undirected,32065,,,2.0
回流,发酵,Undirected,32066,,,1.0
能量,炸药,Undirected,32067,,,1.0
碳,能源,Undirected,32076,,,13.0
矿泉水,发酵,Undirected,32078,,,1.0
金,水污染,Undirected,32080,,,1.0
水,油气,Undirected,32084,,,1.0
碳,煤,Undirected,32085,,,3.0
升华,化学,Undirected,32086,,,1.0
石油,电子,Undirected,32087,,,3.0
沉淀,辛酸,Undirected,32088,,,1.0
二氧化碳,废水,Undirected,32093,,,2.0
矿泉水,水,Undirected,32096,,,7.0
燃料,水,Undirected,32098,,,2.0
过滤,水,Undirected,32106,,,4.0
沉淀,空气质量,Undirected,32107,,,2.0
太阳能,电子,Undirected,32114,,,2.0
盐,能源,Undirected,32119,,,1.0
辛酸,能量,Undirected,32122,,,1.0
钻石,粉尘,Undirected,32124,,,1.0
过滤,PM2.5,Undirected,32125,,,3.0
玻璃,水,Undirected,32127,,,7.0
钻石,分子,Undirected,32128,,,2.0
铁,电子,Undirected,32140,,,4.0
纳米,电子,Undirected,32141,,,1.0
焚烧,水,Undirected,32143,,,4.0
分子,燃烧,Undirected,32144,,,1.0
能量,发酵,Undirected,32152,,,1.0
纳米,玻璃,Undirected,32153,,,2.0
化学,纳米,Undirected,32156,,,4.0
空气质量,石油,Undirected,32159,,,1.0
分解,水泥,Undirected,32161,,,1.0
水泥,电池,Undirected,32164,,,1.0
燃烧,能源,Undirected,32167,,,1.0
能量,能源,Undirected,32168,,,1.0
天然气,燃料,Undirected,32172,,,2.0
海水,矿泉水,Undirected,32174,,,1.0
分解,水,Undirected,32176,,,8.0
二氧化碳,碳,Undirected,32182,,,2.0
铜,天然,Undirected,32190,,,1.0
废水,燃烧,Undirected,32191,,,1.0
沉淀,发酵,Undirected,32195,,,3.0
钻石,金,Undirected,32196,,,6.0
汽油,族,Undirected,32198,,,1.0
沉淀,化肥,Undirected,32201,,,1.0
能源,化肥,Undirected,32203,,,1.0
钻石,焊接,Undirected,32204,,,1.0
液体,燃料,Undirected,32209,,,1.0
化肥,化学反应,Undirected,32211,,,1.0
废水,含量,Undirected,32213,,,3.0
太阳能,天然,Undirected,32219,,,1.0
沉淀,化学反应,Undirected,32220,,,1.0
二氧化碳,温室气体,Undirected,32225,,,5.0
PM2.5,精度,Undirected,32227,,,1.0
周期性,能量,Undirected,32233,,,2.0
蜡烛,玻璃,Undirected,32236,,,2.0
石油,合成,Undirected,32241,,,1.0
二氧化硫,化工厂,Undirected,32247,,,1.0
钢铁,石油,Undirected,32249,,,6.0
电子,竞争性,Undirected,32250,,,1.0
燃料,燃烧,Undirected,32252,,,2.0
红外,分解,Undirected,32254,,,1.0
添加剂,金,Undirected,32258,,,1.0
水,陶瓷,Undirected,32260,,,6.0
太阳能,蛋白质,Undirected,32261,,,2.0
分子,化学,Undirected,32262,,,5.0
气体,过滤,Undirected,32263,,,2.0
石油,能源,Undirected,32268,,,27.0
玻璃,焊接,Undirected,32269,,,2.0
能源,精度,Undirected,32270,,,2.0
玻璃,糖,Undirected,32272,,,1.0
化学,燃料电池,Undirected,32276,,,1.0
燃料,电池,Undirected,32278,,,2.0
炸药,化学,Undirected,32280,,,2.0
陶瓷,能量,Undirected,32283,,,1.0
碳,电池,Undirected,32284,,,2.0
能量,铜,Undirected,32287,,,1.0
含量,抗生素,Undirected,32293,,,2.0
金,能源,Undirected,32294,,,7.0
营养,糖,Undirected,32299,,,1.0
电子,水,Undirected,32302,,,7.0
分子,水泥,Undirected,32304,,,1.0
DNA,天然,Undirected,32324,,,1.0
大气污染,PM2.5,Undirected,32326,,,19.0
水分,水,Undirected,32328,,,5.0
金,黄土,Undirected,32330,,,2.0
水,化学,Undirected,32331,,,3.0
酸,成分,Undirected,32342,,,1.0
二氧化硫,废气,Undirected,32345,,,1.0
炸药,大气污染,Undirected,32347,,,1.0
石油,聚合,Undirected,32360,,,1.0
天然气,能源,Undirected,32361,,,5.0
天然,金,Undirected,32362,,,3.0
添加剂,成分,Undirected,32363,,,1.0
营养,银,Undirected,32364,,,2.0
水,糖,Undirected,32375,,,3.0
能量,蜡烛,Undirected,32383,,,1.0
氧气,化学,Undirected,32386,,,1.0
柴油,二氧化碳,Undirected,32391,,,2.0
燃料电池,电子,Undirected,32392,,,2.0
过滤,发酵,Undirected,32394,,,1.0
金,燃料,Undirected,32402,,,2.0
钢铁,化学,Undirected,32406,,,2.0
铜,银,Undirected,32412,,,7.0
酸,水,Undirected,32414,,,3.0
分子,天然,Undirected,32418,,,1.0
金,沉淀,Undirected,32419,,,3.0
电池,水,Undirected,32420,,,2.0
纳米,金,Undirected,32424,,,2.0
燃烧,煤,Undirected,32426,,,3.0
干燥,含量,Undirected,32428,,,1.0
电子,铜,Undirected,32429,,,2.0
腐蚀,水,Undirected,32434,,,2.0
金,营养,Undirected,32435,,,1.0
金,太阳能,Undirected,32436,,,3.0
发酵,液体,Undirected,32437,,,2.0
石油,燃烧,Undirected,32442,,,2.0
玻璃,化学,Undirected,32446,,,1.0
水,竞争性,Undirected,32447,,,1.0
DNA,电子,Undirected,32451,,,3.0
燃烧,乙醇,Undirected,32455,,,1.0
水分,化学,Undirected,32459,,,1.0
化学,废气,Undirected,32461,,,2.0
黄土,水,Undirected,32463,,,4.0
燃烧,粒子,Undirected,32476,,,1.0
分子,焚烧,Undirected,32479,,,1.0
发酵,红外,Undirected,32481,,,1.0
石油,化肥,Undirected,32486,,,1.0
碳,温室气体,Undirected,32487,,,8.0
粉尘,废气,Undirected,32488,,,4.0
气体,大气污染,Undirected,32490,,,4.0
蛋白质,发酵,Undirected,32492,,,1.0
能量,电池,Undirected,32495,,,6.0
水分,营养,Undirected,32497,,,2.0
周期性,天然,Undirected,32501,,,1.0
燃料,海水,Undirected,32504,,,1.0
水,太阳能,Undirected,32505,,,9.0
石油,水泥,Undirected,32506,,,2.0
大气污染,碳,Undirected,32507,,,9.0
金,水,Undirected,32510,,,11.0
能源,电子,Undirected,32514,,,7.0
金,空气质量,Undirected,32515,,,1.0
碳,聚合,Undirected,32516,,,1.0
电子,化学,Undirected,32519,,,2.0
分子,粉尘,Undirected,32522,,,1.0
碳,柴油,Undirected,32528,,,1.0
黄土,蜡烛,Undirected,32535,,,2.0
分子,水,Undirected,32539,,,1.0
水泥,燃烧,Undirected,32540,,,1.0
温室气体,添加剂,Undirected,32544,,,1.0
分解,能量,Undirected,32545,,,1.0
黄土,分解,Undirected,32546,,,1.0
空气质量,废水,Undirected,32550,,,1.0
废气,水污染,Undirected,32551,,,1.0
能量,水泥,Undirected,32553,,,1.0
能源,天然,Undirected,32557,,,6.0
营养,电子,Undirected,32559,,,3.0
大气污染,蛋白质,Undirected,32565,,,1.0
化学反应,水,Undirected,32566,,,1.0
石油,废气,Undirected,32568,,,1.0
玻璃,焚烧,Undirected,32571,,,2.0
金,周期性,Undirected,32572,,,2.0
玻璃,汽油,Undirected,32573,,,1.0
DNA,液体,Undirected,32574,,,1.0
燃料,加热,Undirected,32577,,,1.0
金,石油,Undirected,32578,,,6.0
化学反应,化学,Undirected,32579,,,1.0
海水,水,Undirected,32587,,,1.0
金,电池,Undirected,32591,,,1.0
氧气,天然,Undirected,32593,,,1.0
天然,大气污染,Undirected,32598,,,2.0
塑料,石油,Undirected,32602,,,2.0
能源,水污染,Undirected,32603,,,3.0
水泥,水,Undirected,32604,,,6.0
大气污染,水,Undirected,32607,,,4.0
黄土,能量,Undirected,32610,,,1.0
氧气,石油,Undirected,32611,,,1.0
沉淀,催化剂,Undirected,32618,,,1.0
回流,碳,Undirected,32624,,,1.0
燃烧,加热,Undirected,32626,,,1.0
营养,蛋白质,Undirected,32630,,,3.0
