Id,Label,度
镀金,镀金,8
单体,单体,13
大气污染,大气污染,44
PM2.5,PM2.5,54
水,水,154
花岗岩,花岗岩,2
发酵,发酵,41
酸,酸,12
能量,能量,76
汞,汞,6
铁丝网,铁丝网,6
分子,分子,36
营养,营养,55
糖,糖,12
汽油,汽油,42
银,银,18
钢铁,钢铁,51
矿物油,矿物油,1
水污染,水污染,26
煤化工,煤化工,11
化石燃料,化石燃料,2
天然气,天然气,41
燃料,燃料,38
水泥,水泥,48
平板玻璃,平板玻璃,3
中微子,中微子,3
量子,量子,14
氢化反应,氢化反应,1
合成,合成,26
催化,催化,8
多糖,多糖,1
稳定化,稳定化,1
稀土,稀土,8
纳米,纳米,25
蓝宝石,蓝宝石,2
硝基,硝基,1
焊接,焊接,28
重金属,重金属,25
DNA,DNA,38
硒化物,硒化物,2
原子,原子,12
金,金,84
硒,硒,8
液相,液相,5
酶,酶,8
核子,核子,3
固体,固体,10
脂肪酸,脂肪酸,4
氧气,氧气,14
能源,能源,116
化学,化学,74
胶粘剂,胶粘剂,1
碳化,碳化,7
燃烧,燃烧,54
气体,气体,30
铁,铁,34
锌,锌,6
室温,室温,11
固体燃料,固体燃料,2
微克,微克,15
柴油,柴油,21
砒霜,砒霜,5
含量,含量,65
废气,废气,20
石棉,石棉,3
甲醛,甲醛,11
过滤,过滤,20
成分,成分,38
多环芳烃,多环芳烃,3
空气质量,空气质量,53
微米,微米,10
剂量,剂量,18
氮氧化物,氮氧化物,15
二氧化碳,二氧化碳,37
矿石,矿石,10
石油,石油,87
电子,电子,109
卤,卤,3
加热,加热,18
水分,水分,17
分解,分解,27
石膏,石膏,4
凝聚态,凝聚态,3
等离子体,等离子体,4
制备,制备,11
微结构,微结构,1
分子设计,分子设计,2
晶体,晶体,10
可燃物,可燃物,1
试剂,试剂,2
地球化学,地球化学,5
燃料电池,燃料电池,9
碳环,碳环,16
液化天然气,液化天然气,10
碳,碳,62
一氧化碳,一氧化碳,8
乙醇,乙醇,16
核苷酸,核苷酸,4
氨甲蝶呤,氨甲蝶呤,1
羧酸,羧酸,1
盐,盐,20
粘液,粘液,1
安瓿瓶,安瓿瓶,1
物理化学,物理化学,5
半导体,半导体,9
量子力学,量子力学,8
抗生素,抗生素,15
风能,风能,9
玻璃纤维,玻璃纤维,4
太阳能,太阳能,38
再循环,再循环,7
爆炸物,爆炸物,8
沉淀,沉淀,23
辛酸,辛酸,9
纯度,纯度,6
乳清蛋白,乳清蛋白,5
废水,废水,33
海水,海水,26
氧化合物,氧化合物,1
毒物学,毒物学,1
尼古丁,尼古丁,3
砷,砷,7
氰化物,氰化物,4
化学家,化学家,11
蓖麻毒,蓖麻毒,1
砷镜,砷镜,1
琥珀酰,琥珀酰,1
塑料,塑料,30
蓄电池,蓄电池,13
铅酸,铅酸,3
电池,电池,33
氢,氢,4
聚氯乙烯,聚氯乙烯,7
酸腐蚀,酸腐蚀,1
氯,氯,5
氢气,氢气,5
水蒸汽,水蒸汽,1
冷却器,冷却器,1
氯气,氯气,3
氟,氟,5
水溶性,水溶性,5
润滑油,润滑油,6
机油,机油,3
有机肥料,有机肥料,9
辐射剂量,辐射剂量,1
核反应堆,核反应堆,10
不锈钢,不锈钢,15
精度,精度,27
磷,磷,8
爱因斯坦,爱因斯坦,13
弱相互作用,弱相互作用,2
基本粒子,基本粒子,2
对称性,对称性,1
钒,钒,5
重排,重排,1
砝码,砝码,12
高锰酸钾,高锰酸钾,2
冶炼,冶炼,10
天然,天然,59
黄土,黄土,15
温室效应,温室效应,4
矿物,矿物,8
有机物,有机物,14
硫,硫,8
烯烃,烯烃,4
锰,锰,6
粉尘,粉尘,17
连锁反应,连锁反应,7
溶液,溶液,2
聚合物,聚合物,3
天然纤维,天然纤维,1
瓷器,瓷器,9
芒硝,芒硝,1
脱水,脱水,8
正态分布,正态分布,2
渗透性,渗透性,2
钻石,钻石,8
酸性气体,酸性气体,1
溶剂,溶剂,5
光谱,光谱,3
汞化,汞化,1
核苷酸链,核苷酸链,1
电解液,电解液,2
动力传导,动力传导,1
干法,干法,4
脱硝,脱硝,10
氮,氮,10
脱硫,脱硫,13
构型,构型,2
红外,红外,17
气溶胶,气溶胶,3
丁基橡胶,丁基橡胶,2
发生器,发生器,4
锰酸,锰酸,1
甲烷,甲烷,9
结构设计,结构设计,5
挥发性,挥发性,12
二氧化硫,二氧化硫,19
矿泉水,矿泉水,22
葡萄糖,葡萄糖,5
胰岛素,胰岛素,5
磷酸盐,磷酸盐,3
炸药,炸药,15
热量,热量,15
低血糖,低血糖,2
血糖,血糖,9
糖化,糖化,3
氙气,氙气,4
温室气体,温室气体,8
维生素,维生素,6
离子浓度,离子浓度,1
分析化学,分析化学,2
化学物质,化学物质,11
放电,放电,6
合成香料,合成香料,1
蜡烛,蜡烛,14
化学成分,化学成分,6
宝石,宝石,4
硅化物,硅化物,2
植物油,植物油,6
硅,硅,8
化学药品,化学药品,6
催化性,催化性,1
化学反应,化学反应,11
化工厂,化工厂,17
催化剂,催化剂,15
透析,透析,9
蛋白质,蛋白质,29
疏水性,疏水性,1
高分子,高分子,11
聚甲基丙烯酸甲酯,聚甲基丙烯酸甲酯,1
翡翠绿,翡翠绿,1
营养素,营养素,4
氨基酸,氨基酸,7
尾矿,尾矿,6
铝,铝,12
浸出液,浸出液,1
热电,热电,5
碱性,碱性,4
氧化铝,氧化铝,3
碳素,碳素,2
熔岩,熔岩,1
侵染,侵染,1
磁铁,磁铁,5
杂质,杂质,9
大理石,大理石,10
回流,回流,16
化学需氧量,化学需氧量,9
干燥,干燥,8
肥料,肥料,15
铀,铀,11
核能,核能,22
摩尔,摩尔,9
拉德,拉德,1
镍氢电池,镍氢电池,3
还原反应,还原反应,1
酸碱度,酸碱度,3
偶氮染料,偶氮染料,1
芳香胺,芳香胺,1
酸碱,酸碱,1
周期性,周期性,5
煤,煤,30
玻璃,玻璃,53
缓冲能力,缓冲能力,1
柏油,柏油,6
铸铁,铸铁,2
空气压缩机,空气压缩机,1
压缩空气,压缩空气,3
矾土,矾土,1
波尔,波尔,3
定性分析,定性分析,3
液体,液体,16
大分子,大分子,2
取样,取样,18
标准物质,标准物质,1
醋,醋,6
铅蓄电池,铅蓄电池,1
有色金属,有色金属,7
苯,苯,7
临界点,临界点,6
波长,波长,1
镁,镁,5
钙,钙,6
乳糖酶,乳糖酶,1
添加物,添加物,3
吸收率,吸收率,2
红宝石,红宝石,2
游离,游离,8
水晶,水晶,11
褐煤,褐煤,1
化肥,化肥,17
当量,当量,9
原子弹,原子弹,15
着床,着床,1
木炭,木炭,2
瓷,瓷,6
橡胶,橡胶,6
锈,锈,4
沥青,沥青,8
相对湿度,相对湿度,3
挥发物,挥发物,4
碳氢化合物,碳氢化合物,2
硝酸盐,硝酸盐,4
富集,富集,5
氧化型,氧化型,1
光化学烟雾,光化学烟雾,5
化学组成,化学组成,2
氯化物,氯化物,2
铵盐,铵盐,1
可溶性,可溶性,2
矿物质,矿物质,10
二氧化氮,二氧化氮,5
能量守恒,能量守恒,1
防腐剂,防腐剂,5
周期律,周期律,2
导管,导管,5
热泵,热泵,2
热效率,热效率,3
换热器,换热器,2
绝对值,绝对值,5
油气,油气,29
氨气,氨气,6
标准大气压,标准大气压,1
镭,镭,3
陶瓷,陶瓷,10
酸度,酸度,1
脂肪,脂肪,12
实验步骤,实验步骤,1
嘧啶,嘧啶,1
磺胺,磺胺,1
脑脊液,脑脊液,1
气化,气化,7
红血球,红血球,1
液化气,液化气,3
布鲁诺,布鲁诺,3
页岩气,页岩气,11
锂电池,锂电池,4
浓缩铀,浓缩铀,6
贵金属,贵金属,5
培养基,培养基,1
培养皿,培养皿,4
二甲苯,二甲苯,1
苯乙烯,苯乙烯,2
丙烯醛,丙烯醛,1
甲苯,甲苯,5
挥发,挥发,10
内啡肽,内啡肽,1
空气净化器,空气净化器,8
碱类,碱类,2
聚合,聚合,6
高分子化学,高分子化学,1
高分子聚合物,高分子聚合物,1
材料科学,材料科学,7
白色污染,白色污染,3
铜,铜,22
萃取液,萃取液,1
细胞膜,细胞膜,2
抗氧化,抗氧化,2
焚烧,焚烧,20
族,族,9
丙三醇,丙三醇,1
达玛,达玛,1
含砷量,含砷量,1
复合材料,复合材料,9
水分离器,水分离器,1
酸奶,酸奶,9
酊,酊,1
生物碱,生物碱,2
制法,制法,4
动力学,动力学,14
活化,活化,1
介质,介质,2
反应速度,反应速度,5
絮状物,絮状物,1
漏斗,漏斗,5
气流,气流,4
放射性,放射性,6
水槽,水槽,2
副产物,副产物,9
玻璃钢,玻璃钢,1
聚乙烯,聚乙烯,3
铁锈,铁锈,2
腐蚀,腐蚀,16
循环过程,循环过程,1
敌敌畏,敌敌畏,1
核聚变,核聚变,7
金属材料,金属材料,4
核裂变,核裂变,6
熔化,熔化,3
边界条件,边界条件,3
色素,色素,6
维生素D,维生素D,2
胶片,胶片,5
饱和度,饱和度,1
过滤器,过滤器,5
吗啡,吗啡,2
利尿剂,利尿剂,1
铅,铅,11
氨基糖苷类抗生素,氨基糖苷类抗生素,1
空间结构,空间结构,4
沉淀物,沉淀物,3
液晶,液晶,5
耐用性,耐用性,4
食用油,食用油,8
材料工程,材料工程,4
功能材料,功能材料,3
超导材料,超导材料,2
分子筛,分子筛,3
石灰石,石灰石,4
炉气,炉气,1
电石,电石,3
变压吸附,变压吸附,1
废渣,废渣,8
乙炔,乙炔,1
深红色,深红色,2
移液器,移液器,1
试管,试管,5
钼,钼,2
荧光,荧光,6
氧,氧,5
苏木,苏木,6
电焊,电焊,8
升华,升华,18
熔炉,熔炉,3
太阳辐射,太阳辐射,2
孔雀石绿,孔雀石绿,1
铁矿石,铁矿石,8
氦气,氦气,2
氧气稀薄,氧气稀薄,1
精练,精练,9
固态,固态,8
糖皮质激素,糖皮质激素,1
特异性,特异性,1
PH,PH,2
液态,液态,4
抗凝血酶,抗凝血酶,1
材料科学与工程,材料科学与工程,4
悬浮物,悬浮物,3
环氧玻璃,环氧玻璃,1
抗腐蚀,抗腐蚀,1
朱砂,朱砂,1
硫磺,硫磺,2
胶原,胶原,1
胶原蛋白,胶原蛋白,2
烟点,烟点,1
混二甲苯,混二甲苯,1
丙烯,丙烯,3
液化石油气,液化石油气,4
液体硫磺,液体硫磺,1
脂,脂,3
化学工业,化学工业,1
甲醇,甲醇,4
化工原料,化工原料,2
涕灭威,涕灭威,1
磷肥,磷肥,3
镉,镉,14
金属冶炼,金属冶炼,2
原子核,原子核,4
裂变,裂变,3
研钵,研钵,1
乳钵,乳钵,1
淀粉,淀粉,6
提纯,提纯,5
纯铜,纯铜,1
光合作用,光合作用,8
电镀,电镀,3
焦化,焦化,6
无序状态,无序状态,2
基本单位,基本单位,1
铬鞣,铬鞣,1
镍,镍,6
疏水,疏水,1
酿造,酿造,10
中位数,中位数,3
化学变化,化学变化,3
石油工业,石油工业,4
RNA,RNA,3
碱基,碱基,2
浸润,浸润,8
多酚,多酚,1
煅烧,煅烧,2
乳化,乳化,2
添加剂,添加剂,16
糖精,糖精,1
减量化,减量化,3
主焦煤,主焦煤,1
洗煤,洗煤,2
煤质,煤质,1
氢能,氢能,2
电脉冲,电脉冲,2
亚麻酸,亚麻酸,1
燃烧室,燃烧室,1
系统误差,系统误差,1
溶解氧,溶解氧,1
铬,铬,9
原子排列,原子排列,1
隧道效应,隧道效应,1
维生素A,维生素A,3
碳纳米管,碳纳米管,3
质子,质子,4
灵敏度,灵敏度,5
纳米材料,纳米材料,5
粒子,粒子,11
狄拉克,狄拉克,1
酸雨,酸雨,1
烧结砖,烧结砖,1
增强材料,增强材料,1
生物降解,生物降解,3
玄武岩,玄武岩,3
非金属,非金属,4
自燃,自燃,3
双酚A,双酚A,1
半衰期,半衰期,2
有机磷,有机磷,1
沼气,沼气,12
盐矿,盐矿,1
多态性,多态性,1
精氨酸,精氨酸,1
分析法,分析法,1
病毒核酸,病毒核酸,2
核酸,核酸,4
神经氨酸,神经氨酸,2
化学工程,化学工程,6
水滑石,水滑石,1
熏蒸,熏蒸,1
镉中毒,镉中毒,1
碳酸,碳酸,2
新型能源,新型能源,1
海洛因,海洛因,2
堆肥,堆肥,2
多重性,多重性,1
煤化,煤化,3
叶绿体,叶绿体,1
暗物质,暗物质,6
协同效应,协同效应,1
回收率,回收率,3
耗散结构,耗散结构,1
粉末冶金,粉末冶金,2
硬质合金,硬质合金,1
钛,钛,3
能源作物,能源作物,1
单倍体,单倍体,1
叶黄素,叶黄素,1
压缩气体,压缩气体,1
油脂,油脂,6
纤维素,纤维素,3
硫酸钾,硫酸钾,3
钾肥,钾肥,2
还原铁,还原铁,1
景泰蓝,景泰蓝,1
青霉素,青霉素,3
中性,中性,5
生物燃料,生物燃料,2
降解,降解,6
格列齐特,格列齐特,1
应用化学,应用化学,5
瓦斯,瓦斯,7
核磁共振,核磁共振,5
硅酸钠,硅酸钠,1
氯化钡,氯化钡,1
空气监测,空气监测,3
共转运,共转运,1
科里,科里,7
竞争性,竞争性,7
液化,液化,4
有毒化学品,有毒化学品,1
原子吸收光谱,原子吸收光谱,2
色谱,色谱,2
氨基,氨基,1
酚,酚,4
维生素C,维生素C,4
硫酸,硫酸,5
鱼精蛋白,鱼精蛋白,1
肥皂泡,肥皂泡,1
煤渣,煤渣,2
核燃料,核燃料,6
燃料油,燃料油,3
天平,天平,9
X射线,X射线,4
腺体,腺体,1
聚丙烯,聚丙烯,4
钴,钴,3
乳酸,乳酸,1
吸收热,吸收热,2
一价,一价,1
表面张力,表面张力,1
过滤池,过滤池,1
洗矿,洗矿,1
熔融,熔融,2
中间体,中间体,3
焦炉煤气,焦炉煤气,1
高岭土,高岭土,1
炔醇,炔醇,1
有机硅单体,有机硅单体,1
硅胶,硅胶,4
能级,能级,2
精炼,精炼,4
多巴胺,多巴胺,1
克伦特罗,克伦特罗,1
钚,钚,5
标定,标定,4
硫化铁,硫化铁,1
酸性,酸性,2
电子数,电子数,3
相互作用,相互作用,10
聚氨酯,聚氨酯,2
空气湿度,空气湿度,4
干电池,干电池,1
氯丙嗪,氯丙嗪,2
热效应,热效应,2
粘力,粘力,1
煤气,煤气,8
实验设计,实验设计,2
吸热器,吸热器,1
气相,气相,1
反射率,反射率,2
再生资源,再生资源,3
直接效应,直接效应,1
煤气水,煤气水,1
合成氨,合成氨,1
