Source,Target,Type,id,label,timeset,weight
焊接,加热,Undirected,14709,,,1.0
玻璃,不锈钢,Undirected,14710,,,1.0
玻璃,碳,Undirected,14711,,,1.0
碳,能源,Undirected,14714,,,17.0
化学,加热,Undirected,14718,,,1.0
燃料,电子,Undirected,14720,,,1.0
放射性,重金属,Undirected,14721,,,1.0
天然气,电子,Undirected,14722,,,1.0
燃烧,热量,Undirected,14724,,,3.0
石油,能源,Undirected,14727,,,52.0
化肥,汽油,Undirected,14728,,,2.0
玻璃,沉淀,Undirected,14731,,,1.0
钻石,合成,Undirected,14739,,,1.0
分子,银,Undirected,14740,,,1.0
能源,天然,Undirected,14742,,,5.0
石油,含量,Undirected,14743,,,2.0
成分,化学,Undirected,14745,,,1.0
盐,蜡烛,Undirected,14746,,,2.0
合成,发酵,Undirected,14748,,,1.0
含量,水,Undirected,14750,,,3.0
废气,能源,Undirected,14753,,,3.0
热量,废水,Undirected,14755,,,1.0
煤气,水泥,Undirected,14759,,,2.0
金,水,Undirected,14763,,,10.0
电子,能源,Undirected,14775,,,5.0
DNA,焚烧,Undirected,14776,,,2.0
燃烧,钢铁,Undirected,14777,,,1.0
矿泉水,能源,Undirected,14780,,,3.0
铁,水,Undirected,14785,,,6.0
能量,能源,Undirected,14789,,,2.0
汽油,天然,Undirected,14790,,,1.0
升华,天然,Undirected,14791,,,1.0
电子,水,Undirected,14794,,,4.0
成分,钢铁,Undirected,14799,,,2.0
天然,塑料,Undirected,14806,,,1.0
水,水污染,Undirected,14811,,,6.0
铁,铜,Undirected,14812,,,1.0
成分,水,Undirected,14817,,,3.0
蛋白质,发酵,Undirected,14818,,,1.0
沉淀,电子,Undirected,14824,,,1.0
金,焊接,Undirected,14825,,,3.0
天然气,石油,Undirected,14831,,,39.0
碳,煤,Undirected,14842,,,2.0
营养,水泥,Undirected,14848,,,1.0
回流,银,Undirected,14851,,,1.0
升华,水,Undirected,14854,,,4.0
天然气,能源,Undirected,14866,,,8.0
太阳能,碳,Undirected,14883,,,9.0
水,营养,Undirected,14896,,,11.0
海水,油气,Undirected,14898,,,1.0
金,水泥,Undirected,14899,,,2.0
矿泉水,水,Undirected,14900,,,8.0
燃烧,煤气,Undirected,14903,,,2.0
金,太阳能,Undirected,14909,,,5.0
激素,发酵,Undirected,14911,,,1.0
金,矿泉水,Undirected,14914,,,3.0
食品添加剂,含量,Undirected,14916,,,3.0
太阳能,能源,Undirected,14920,,,8.0
营养,糖,Undirected,14925,,,8.0
蜡烛,矿泉水,Undirected,14942,,,1.0
酸,水,Undirected,14943,,,2.0
乙醇,天然,Undirected,14945,,,1.0
金,钻石,Undirected,14956,,,9.0
水泥,海水,Undirected,14957,,,2.0
塑料,含量,Undirected,14959,,,2.0
醋,蛋白质,Undirected,14962,,,1.0
能源,核能,Undirected,14969,,,7.0
碳,过滤,Undirected,14972,,,3.0
水,加热,Undirected,14973,,,1.0
热量,矿泉水,Undirected,14985,,,1.0
石油,发酵,Undirected,14987,,,5.0
核能,太阳能,Undirected,14990,,,4.0
铁,分子,Undirected,14991,,,5.0
煤,电子,Undirected,14992,,,2.0
水,沉淀,Undirected,14993,,,3.0
石油,废水,Undirected,14994,,,2.0
海水,矿泉水,Undirected,14995,,,1.0
汽油,水,Undirected,14996,,,5.0
金,蜡烛,Undirected,14998,,,1.0
太阳能,水泥,Undirected,15004,,,3.0
电池,能源,Undirected,15005,,,7.0
汽油,二氧化碳,Undirected,15009,,,9.0
金,电子,Undirected,15013,,,5.0
燃烧,汽油,Undirected,15015,,,3.0
焚烧,连锁反应,Undirected,15016,,,1.0
石油,水泥,Undirected,15017,,,2.0
碘,能量,Undirected,15018,,,3.0
氧气,能源,Undirected,15020,,,2.0
焊接,电子,Undirected,15025,,,5.0
金,银,Undirected,15032,,,11.0
蛋白质,重金属,Undirected,15036,,,2.0
金,能源,Undirected,15037,,,8.0
铁,钢铁,Undirected,15038,,,1.0
太阳能,能量,Undirected,15041,,,5.0
燃烧,化肥,Undirected,15042,,,2.0
铁,石油,Undirected,15047,,,4.0
燃烧,水,Undirected,15048,,,4.0
玻璃,铁,Undirected,15050,,,2.0
含量,天然,Undirected,15051,,,4.0
粉尘,水泥,Undirected,15052,,,4.0
含量,海水,Undirected,15055,,,3.0
水,钢铁,Undirected,15058,,,3.0
天然,燃料,Undirected,15060,,,1.0
金,升华,Undirected,15066,,,6.0
化肥,化学,Undirected,15073,,,1.0
天然,天然气,Undirected,15078,,,2.0
汽油,煤,Undirected,15083,,,1.0
电池,乙醇,Undirected,15085,,,1.0
含量,蛋白质,Undirected,15090,,,3.0
铜,银,Undirected,15092,,,5.0
钢铁,电子,Undirected,15093,,,6.0
碳,水,Undirected,15094,,,6.0
天然,大气污染,Undirected,15098,,,1.0
碳,化工厂,Undirected,15099,,,3.0
燃烧,气体,Undirected,15111,,,3.0
海水,天然,Undirected,15115,,,1.0
热量,剂量,Undirected,15122,,,1.0
核能,碘,Undirected,15125,,,2.0
石油,汽油,Undirected,15127,,,15.0
碳,柴油,Undirected,15128,,,1.0
煤,太阳能,Undirected,15131,,,2.0
合成,电子,Undirected,15137,,,2.0
海水,能源,Undirected,15141,,,3.0
水,碘,Undirected,15144,,,3.0
回流,能源,Undirected,15146,,,1.0
矿泉水,营养,Undirected,15147,,,2.0
营养,含量,Undirected,15164,,,4.0
天然气,铁,Undirected,15165,,,1.0
连锁反应,废水,Undirected,15169,,,1.0
废水,海水,Undirected,15173,,,1.0
放射性,核能,Undirected,15174,,,1.0
天然气,连锁反应,Undirected,15175,,,1.0
塑料,铜,Undirected,15180,,,1.0
水泥,铜,Undirected,15181,,,1.0
汽油,碳,Undirected,15182,,,4.0
玻璃,电子,Undirected,15185,,,4.0
天然气,粉尘,Undirected,15186,,,1.0
石油,海水,Undirected,15187,,,5.0
含量,乙醇,Undirected,15188,,,8.0
分子,蜡烛,Undirected,15189,,,1.0
沉淀,矿泉水,Undirected,15190,,,1.0
汽油,柴油,Undirected,15192,,,11.0
能源,放射性,Undirected,15195,,,2.0
金,回流,Undirected,15197,,,3.0
柴油,二氧化碳,Undirected,15199,,,3.0
汽油,电子,Undirected,15200,,,3.0
电池,燃料,Undirected,15201,,,2.0
金,天然,Undirected,15203,,,8.0
燃料,燃烧,Undirected,15205,,,2.0
燃料,钢铁,Undirected,15211,,,1.0
碳,天然,Undirected,15212,,,4.0
食品添加剂,燃烧,Undirected,15216,,,1.0
添加剂,成分,Undirected,15218,,,2.0
玻璃,燃烧,Undirected,15220,,,3.0
太阳能,风能,Undirected,15223,,,6.0
DNA,化学,Undirected,15225,,,1.0
加热,天然气,Undirected,15226,,,1.0
精度,酸,Undirected,15227,,,1.0
玻璃,钢铁,Undirected,15232,,,1.0
食品添加剂,添加剂,Undirected,15252,,,2.0
电子,柴油,Undirected,15253,,,1.0
海水,核能,Undirected,15261,,,2.0
二氧化碳,电池,Undirected,15268,,,2.0
燃料,海水,Undirected,15270,,,6.0
能量,DNA,Undirected,15271,,,1.0
空气质量,水泥,Undirected,15272,,,1.0
石油,电子,Undirected,15275,,,4.0
热量,气体,Undirected,15280,,,2.0
废水,燃料,Undirected,15288,,,2.0
海水,放射性,Undirected,15291,,,1.0
塑料,分子,Undirected,15292,,,1.0
铁,焊接,Undirected,15306,,,1.0
钻石,天然气,Undirected,15308,,,1.0
分子,过滤,Undirected,15314,,,1.0
太阳能,电池,Undirected,15320,,,3.0
能源,风能,Undirected,15325,,,2.0
金,石油,Undirected,15327,,,7.0
玻璃,燃料,Undirected,15335,,,2.0
碘,放射性,Undirected,15343,,,9.0
蛋白质,水,Undirected,15346,,,1.0
回流,钢铁,Undirected,15347,,,1.0
石油,柴油,Undirected,15349,,,4.0
能源,油气,Undirected,15351,,,15.0
化学,水污染,Undirected,15352,,,1.0
能源,化学,Undirected,15356,,,10.0
金,碳,Undirected,15359,,,9.0
金,天然气,Undirected,15362,,,2.0
二氧化碳,燃烧,Undirected,15378,,,2.0
电子,电池,Undirected,15381,,,1.0
碳,重金属,Undirected,15387,,,2.0
水分,石油,Undirected,15389,,,1.0
太阳能,营养,Undirected,15391,,,1.0
废水,天然,Undirected,15392,,,1.0
水,水泥,Undirected,15397,,,14.0
能源,煤,Undirected,15399,,,7.0
营养,天然,Undirected,15404,,,3.0
能量,碳,Undirected,15405,,,2.0
醋,含量,Undirected,15411,,,2.0
