Id,Label,度
钼,钼,5
铜,铜,24
能源,能源,94
液体,液体,20
卵黄,卵黄,1
天平,天平,16
营养,营养,63
糖,糖,12
焦化,焦化,3
单体,单体,9
焦炉煤气,焦炉煤气,1
天然气,天然气,38
硫化,硫化,1
液化天然气,液化天然气,7
金,金,83
光谱,光谱,4
镀金,镀金,9
镭,镭,3
铁,铁,20
砂岩,砂岩,2
神经递质,神经递质,2
汽油,汽油,37
炸药,炸药,12
方向性,方向性,3
干点,干点,13
标定,标定,8
氧气,氧气,14
当量,当量,10
导管,导管,7
能量,能量,69
副产物,副产物,4
矿物,矿物,11
取样,取样,14
试管,试管,5
抗生素,抗生素,20
PH,PH,1
燃料电池,燃料电池,11
焊接,焊接,24
酸奶,酸奶,12
煤气,煤气,10
二氧化碳,二氧化碳,26
PM2.5,PM2.5,22
燃烧,燃烧,44
粉尘,粉尘,8
二氧化硫,二氧化硫,15
化学工业,化学工业,5
营养盐,营养盐,1
对比试验,对比试验,3
盐,盐,31
杂化,杂化,1
海水,海水,26
海盐,海盐,2
酿造,酿造,14
瓷器,瓷器,12
陶瓷,陶瓷,10
石油,石油,84
镍,镍,2
分子,分子,39
水晶,水晶,14
胶原蛋白,胶原蛋白,5
银,银,16
水泥,水泥,50
沉淀,沉淀,28
族,族,7
爱因斯坦,爱因斯坦,11
普朗克,普朗克,1
有色金属,有色金属,18
水,水,144
发酵,发酵,41
电子发射,电子发射,2
液化石油气,液化石油气,1
矿泉水,矿泉水,14
气体,气体,31
液化气,液化气,5
合金钢,合金钢,2
不锈钢,不锈钢,15
铅,铅,18
含量,含量,55
荧光,荧光,4
化学,化学,61
氯气,氯气,6
水槽,水槽,2
电子气,电子气,2
液晶,液晶,2
过滤,过滤,23
碳环,碳环,8
太阳能,太阳能,42
晶体,晶体,5
硅,硅,8
电池,电池,43
纯度,纯度,9
裂变,裂变,7
高密度脂蛋白,高密度脂蛋白,1
添加物,添加物,5
合成,合成,28
醋,醋,11
乙酸,乙酸,2
电子,电子,91
胶片,胶片,9
甲烷,甲烷,8
临界点,临界点,7
温室气体,温室气体,9
温室效应,温室效应,7
剂量,剂量,15
转录,转录,1
沼气,沼气,5
天然,天然,53
