Source,Target,Type,id,label,timeset,weight
金,天然气,Undirected,23297,,,3.0
汽油,焚烧,Undirected,23309,,,3.0
锂电池,电池,Undirected,23310,,,10.0
汽油,燃料,Undirected,23314,,,3.0
PM2.5,空气质量,Undirected,23315,,,22.0
石油,能源,Undirected,23316,,,28.0
二氧化碳,燃烧,Undirected,23323,,,3.0
铁,腐蚀,Undirected,23327,,,1.0
汽油,柴油,Undirected,23335,,,9.0
塑料,焚烧,Undirected,23336,,,2.0
金,能源,Undirected,23339,,,3.0
水泥,水,Undirected,23341,,,10.0
电子,燃料,Undirected,23343,,,2.0
金,太阳能,Undirected,23344,,,1.0
焊接,电子,Undirected,23346,,,9.0
海水,钢铁,Undirected,23347,,,1.0
水,天然,Undirected,23348,,,12.0
金,DNA,Undirected,23349,,,2.0
升华,电子,Undirected,23350,,,2.0
焊接,石油,Undirected,23351,,,3.0
蜡烛,矿泉水,Undirected,23352,,,2.0
水分,燃烧,Undirected,23353,,,1.0
水,酿造,Undirected,23355,,,4.0
焚烧,电子,Undirected,23359,,,1.0
分解,发酵,Undirected,23362,,,2.0
电子,氧气,Undirected,23363,,,3.0
镉,含量,Undirected,23366,,,4.0
过滤,废水,Undirected,23375,,,1.0
水,取样,Undirected,23377,,,6.0
燃烧,石油,Undirected,23384,,,2.0
大气污染,燃料,Undirected,23385,,,7.0
塑料,太阳能,Undirected,23389,,,2.0
水,水污染,Undirected,23395,,,11.0
大气污染,PM2.5,Undirected,23397,,,25.0
能量,汽油,Undirected,23398,,,4.0
石油,油气,Undirected,23399,,,8.0
海水,水,Undirected,23400,,,5.0
升华,能量,Undirected,23402,,,1.0
能源,液体,Undirected,23409,,,1.0
电子,加热,Undirected,23411,,,6.0
玻璃,水,Undirected,23412,,,6.0
太阳能,能量,Undirected,23413,,,4.0
能量,石油,Undirected,23414,,,3.0
金,石油,Undirected,23422,,,4.0
燃料,剂量,Undirected,23424,,,1.0
太阳能,能源,Undirected,23427,,,8.0
镉,重金属,Undirected,23428,,,1.0
DNA,水,Undirected,23431,,,2.0
大气污染,焚烧,Undirected,23432,,,1.0
燃烧,能源,Undirected,23433,,,2.0
回流,燃料,Undirected,23436,,,1.0
太阳能,二氧化碳,Undirected,23439,,,3.0
金,分子,Undirected,23440,,,6.0
精度,铜,Undirected,23441,,,1.0
纳米,电子,Undirected,23442,,,1.0
能源,钢铁,Undirected,23443,,,5.0
矿泉水,海水,Undirected,23445,,,1.0
水,化肥,Undirected,23446,,,3.0
氧气,燃烧,Undirected,23447,,,1.0
煤化工,碳,Undirected,23453,,,3.0
金,银,Undirected,23455,,,5.0
塑料,玻璃,Undirected,23456,,,6.0
能源,核能,Undirected,23462,,,6.0
氧气,水,Undirected,23463,,,3.0
化学武器,能源,Undirected,23465,,,4.0
水分,成分,Undirected,23466,,,2.0
沉淀,过滤,Undirected,23467,,,2.0
分解,钢铁,Undirected,23468,,,2.0
大气污染,碳,Undirected,23470,,,17.0
镉,石油,Undirected,23471,,,1.0
水,重金属,Undirected,23473,,,1.0
水污染,柴油,Undirected,23480,,,1.0
铁,碳环,Undirected,23492,,,1.0
化工厂,水,Undirected,23494,,,6.0
天然气,大气污染,Undirected,23501,,,8.0
分子,石油,Undirected,23504,,,5.0
炸药,化学,Undirected,23505,,,1.0
能量,液体,Undirected,23509,,,1.0
水分,玻璃,Undirected,23512,,,1.0
含量,发酵,Undirected,23516,,,2.0
能源,塑料,Undirected,23517,,,3.0
焚烧,燃烧,Undirected,23518,,,4.0
蜡烛,氧气,Undirected,23522,,,1.0
金,水泥,Undirected,23525,,,2.0
海水,燃烧,Undirected,23526,,,1.0
石油,电子,Undirected,23527,,,3.0
能量,能源,Undirected,23528,,,6.0
水泥,石油,Undirected,23532,,,4.0
焚烧,不锈钢,Undirected,23533,,,2.0
水,营养,Undirected,23556,,,12.0
塑料,加热,Undirected,23557,,,1.0
焊接,DNA,Undirected,23560,,,1.0
电子,太阳能,Undirected,23561,,,3.0
燃烧,煤,Undirected,23563,,,1.0
PM2.5,重金属,Undirected,23566,,,1.0
核能,能量,Undirected,23570,,,1.0
玻璃,取样,Undirected,23579,,,1.0
大气污染,二氧化碳,Undirected,23580,,,3.0
天然,添加剂,Undirected,23585,,,1.0
微克,煤,Undirected,23592,,,1.0
燃烧,大气污染,Undirected,23593,,,3.0
二氧化硫,氮氧化物,Undirected,23594,,,2.0
成分,海水,Undirected,23596,,,1.0
含量,营养,Undirected,23598,,,2.0
石油,钢铁,Undirected,23599,,,5.0
