Source,Target,Type,id,label,timeset,weight
DNA,剂量,Undirected,22995,,,2.0
葡萄糖,氧化,Undirected,22997,,,1.0
燃烧,热量,Undirected,23000,,,4.0
含量,脂肪,Undirected,23001,,,15.0
营养,糖,Undirected,23003,,,7.0
糖,含量,Undirected,23018,,,5.0
脂肪,蛋白质,Undirected,23019,,,2.0
发酵,化学,Undirected,23027,,,1.0
营养物质,加热,Undirected,23030,,,1.0
水,分子,Undirected,23033,,,4.0
糖,成分,Undirected,23034,,,3.0
氢,燃烧,Undirected,23035,,,1.0
化学反应,能量,Undirected,23037,,,4.0
粒子,能量,Undirected,23046,,,4.0
合成,剂量,Undirected,23047,,,4.0
含量,天然,Undirected,23048,,,4.0
成分,矿物质,Undirected,23049,,,2.0
酸,维生素,Undirected,23050,,,1.0
酸性,气体,Undirected,23055,,,1.0
金,石油,Undirected,23061,,,2.0
电子,原子,Undirected,23062,,,10.0
水,化学,Undirected,23066,,,4.0
太阳能,电池,Undirected,23073,,,6.0
燃料,燃烧,Undirected,23077,,,3.0
分子,化学,Undirected,23080,,,2.0
氨基酸,蛋白质,Undirected,23084,,,15.0
氧化,氧气,Undirected,23094,,,3.0
能源,电子,Undirected,23098,,,1.0
分子,海水,Undirected,23102,,,1.0
DNA,分解,Undirected,23107,,,1.0
晶体,原子,Undirected,23114,,,1.0
能量,天然,Undirected,23115,,,2.0
分子,天然,Undirected,23117,,,2.0
塑料,液体,Undirected,23118,,,2.0
合成,含量,Undirected,23125,,,12.0
分解,蛋白质,Undirected,23128,,,2.0
营养物质,发酵,Undirected,23131,,,1.0
脂肪,分解,Undirected,23134,,,1.0
成分,营养,Undirected,23135,,,7.0
能源,燃烧,Undirected,23161,,,3.0
成分,水,Undirected,23170,,,23.0
玻璃,电池,Undirected,23191,,,2.0
含量,成分,Undirected,23193,,,2.0
营养,脂肪,Undirected,23194,,,5.0
化学物质,二氧化碳,Undirected,23205,,,2.0
纳米,溶液,Undirected,23212,,,1.0
热量,糖,Undirected,23215,,,2.0
激素,营养,Undirected,23219,,,2.0
天然,成分,Undirected,23228,,,3.0
太阳能,二氧化碳,Undirected,23236,,,2.0
营养,酶,Undirected,23238,,,3.0
酶,水分,Undirected,23244,,,1.0
天然,玻璃,Undirected,23264,,,1.0
油脂,DNA,Undirected,23269,,,1.0
氧,含量,Undirected,23270,,,2.0
化学物质,蛋白质,Undirected,23273,,,2.0
氧气,营养,Undirected,23276,,,1.0
氢气,石油,Undirected,23277,,,1.0
能源,燃料,Undirected,23278,,,1.0
二氧化碳,燃烧,Undirected,23280,,,4.0
太阳能,能量,Undirected,23283,,,6.0
塑料,电池,Undirected,23298,,,3.0
二氧化碳,燃料,Undirected,23299,,,2.0
氢,氧,Undirected,23310,,,3.0
爱因斯坦,原子核,Undirected,23324,,,1.0
脂肪,水分,Undirected,23330,,,2.0
晶体,水,Undirected,23331,,,3.0
氧化,DNA,Undirected,23334,,,3.0
油脂,含量,Undirected,23336,,,3.0
脂肪,碳,Undirected,23337,,,5.0
铁,营养,Undirected,23346,,,1.0
塑料,燃烧,Undirected,23366,,,1.0
气体,营养物质,Undirected,23378,,,1.0
铀,能源,Undirected,23380,,,2.0
二氧化碳,温室气体,Undirected,23382,,,3.0
碳,气体,Undirected,23383,,,2.0
燃料,核能,Undirected,23384,,,1.0
营养物质,脂肪,Undirected,23386,,,2.0
电子,燃料,Undirected,23395,,,2.0
氢气,氢,Undirected,23397,,,1.0
蛋白质,铁,Undirected,23401,,,1.0
发酵,乙醇,Undirected,23402,,,2.0
酶,能量,Undirected,23406,,,2.0
酶,相互作用,Undirected,23416,,,1.0
硅,能量,Undirected,23418,,,1.0
二氧化碳,气体,Undirected,23423,,,6.0
液体,燃烧,Undirected,23428,,,1.0
气体,燃料,Undirected,23430,,,1.0
水分,热量,Undirected,23432,,,2.0
剂量,含量,Undirected,23434,,,19.0
塑料,玻璃,Undirected,23446,,,4.0
液体,DNA,Undirected,23447,,,2.0
水分,脱水,Undirected,23449,,,2.0
水,蛋白质,Undirected,23450,,,4.0
激素,化学,Undirected,23451,,,1.0
脂肪,雌激素,Undirected,23453,,,6.0
加热,干燥,Undirected,23460,,,1.0
蛋白质,水分,Undirected,23462,,,1.0
脱水,液体,Undirected,23465,,,2.0
干燥,溶液,Undirected,23467,,,5.0
温室气体,碳,Undirected,23474,,,1.0
DNA,塑料,Undirected,23480,,,1.0
爱因斯坦,粒子,Undirected,23485,,,4.0
合成,化学物质,Undirected,23488,,,1.0
激素,含量,Undirected,23493,,,7.0
石油,水,Undirected,23497,,,1.0
盐,水,Undirected,23508,,,2.0
营养,蛋白质,Undirected,23514,,,3.0
DNA,化学,Undirected,23520,,,5.0
化学,蛋白质,Undirected,23532,,,1.0
能量,原子核,Undirected,23535,,,1.0
水分,激素,Undirected,23537,,,1.0
水分,干燥,Undirected,23545,,,7.0
燃烧,雌激素,Undirected,23549,,,1.0
二氧化碳,能量,Undirected,23551,,,2.0
晶体,粒子,Undirected,23552,,,1.0
电子,水,Undirected,23554,,,2.0
能量,电子,Undirected,23557,,,1.0
塑料,能量,Undirected,23565,,,1.0
过滤,能量,Undirected,23567,,,1.0
燃烧,脂肪,Undirected,23569,,,4.0
DNA,蛋白质,Undirected,23575,,,4.0
激素,脱水,Undirected,23577,,,2.0
含量,水,Undirected,23578,,,3.0
天然,分解,Undirected,23596,,,2.0
成分,酶,Undirected,23597,,,2.0
太阳能,海水,Undirected,23600,,,2.0
分子,DNA,Undirected,23601,,,10.0
DNA,相互作用,Undirected,23614,,,2.0
糖,盐,Undirected,23632,,,1.0
电子,电池,Undirected,23637,,,1.0
维生素,营养,Undirected,23649,,,2.0
干燥,水,Undirected,23656,,,5.0
糖,能量,Undirected,23657,,,3.0
液体,维生素,Undirected,23663,,,2.0
过滤,金,Undirected,23664,,,1.0
营养,钙,Undirected,23666,,,4.0
塑料,太阳能,Undirected,23670,,,2.0
液体,二氧化碳,Undirected,23678,,,2.0
气体,氧气,Undirected,23679,,,2.0
