Id,Label,度
衍生物,衍生物,5
RNA,RNA,21
神经递质,神经递质,12
相互作用,相互作用,34
烯酸,烯酸,2
能量,能量,83
合成,合成,48
前列腺素,前列腺素,3
电子,电子,56
加热,加热,32
钾离子,钾离子,4
化学,化学,74
纳米,纳米,31
微管,微管,3
吸收热,吸收热,3
蛋白质,蛋白质,70
分子,分子,69
DNA,DNA,54
液体,液体,39
热量,热量,45
放电,放电,5
金,金,32
双螺旋,双螺旋,6
神经传递介质,神经传递介质,1
化学物质,化学物质,29
粒子,粒子,41
电场,电场,9
肌动蛋白,肌动蛋白,2
动作电位,动作电位,1
聚合物,聚合物,11
微米,微米,14
丙三醇,丙三醇,3
渗透压,渗透压,4
过氧化氢,过氧化氢,2
制备,制备,5
硼酸钠,硼酸钠,1
气体,气体,42
乙醇,乙醇,26
乙酸,乙酸,5
溶液,溶液,15
色素,色素,15
胰蛋白酶,胰蛋白酶,1
固定液,固定液,1
角质,角质,2
量筒,量筒,1
钙化,钙化,2
葡萄糖,葡萄糖,12
激素,激素,29
剂量,剂量,33
含量,含量,76
胰岛素,胰岛素,17
脂肪,脂肪,37
乳糖,乳糖,8
成分,成分,68
营养,营养,53
爱因斯坦,爱因斯坦,15
钢铁,钢铁,10
二氧化碳,二氧化碳,32
温室效应,温室效应,5
水,水,87
核子,核子,4
干燥,干燥,36
氯喹,氯喹,1
过饱和溶液,过饱和溶液,1
固体,固体,16
钠,钠,7
可卡因,可卡因,2
天然,天然,55
盐,盐,23
灵敏度,灵敏度,6
多巴胺,多巴胺,3
方向性,方向性,3
有机体,有机体,12
温度计,温度计,4
硫,硫,9
辰砂,辰砂,1
朱砂,朱砂,1
化学反应,化学反应,16
单质,单质,5
矿物,矿物,15
矿物质,矿物质,9
化学家,化学家,12
分解,分解,48
应用化学,应用化学,2
汞,汞,7
炸药,炸药,4
信息素,信息素,5
脂,脂,7
醋,醋,9
植物油,植物油,6
燃料,燃料,23
副产物,副产物,16
蜡,蜡,6
食用油,食用油,5
豆饼,豆饼,1
碳,碳,27
残留物,残留物,3
动物油,动物油,3
鱼油,鱼油,3
残油,残油,1
营养素,营养素,12
油脂,油脂,16
燃烧,燃烧,20
夸克,夸克,5
原子,原子,38
钍,钍,2
离心力,离心力,3
天然放射性,天然放射性,2
半衰期,半衰期,5
钚,钚,3
放射性,放射性,14
富集,富集,9
稳定同位素,稳定同位素,1
核燃料,核燃料,2
能源,能源,24
核反应堆,核反应堆,2
丰度,丰度,2
气态,气态,9
铀,铀,3
角动量,角动量,3
同位素,同位素,11
能量耗散,能量耗散,1
链式反应,链式反应,4
地球化学,地球化学,7
能量守恒,能量守恒,1
核反应,核反应,1
聚丙烯酸钠,聚丙烯酸钠,1
焊接,焊接,8
元素周期表,元素周期表,11
游离,游离,6
背景辐射,背景辐射,14
锗,锗,3
原子核,原子核,16
相互作用力,相互作用力,1
质子,质子,16
核力,核力,7
电子回旋加速器,电子回旋加速器,1
弱相互作用,弱相互作用,3
硅,硅,15
标准偏差,标准偏差,1
绝对零度,绝对零度,5
电子伏特,电子伏特,3
暗物质,暗物质,16
氢化,氢化,3
量子,量子,24
银,银,4
催化,催化,9
磺胺,磺胺,1
纳米材料,纳米材料,4
银盐,银盐,1
胶体,胶体,3
重金属,重金属,10
嘧啶,嘧啶,1
贵金属,贵金属,3
变性作用,变性作用,1
氧化剂,氧化剂,3
矿泉水,矿泉水,2
抗生素,抗生素,23
丁达尔现象,丁达尔现象,1
腐蚀,腐蚀,12
过滤,过滤,15
腐蚀性,腐蚀性,2
酶,酶,31
酸雨,酸雨,5
等离子体,等离子体,5
纤维素,纤维素,13
转录,转录,16
材料科学,材料科学,4
荧光,荧光,7
电子数,电子数,3
核酸酶,核酸酶,2
降解,降解,17
复合物,复合物,3
侵染,侵染,4
特异性,特异性,8
耐甲氧西林,耐甲氧西林,3
咖啡因,咖啡因,6
苏打水,苏打水,3
酶活性,酶活性,3
醛脱氢酶,醛脱氢酶,2
线粒体,线粒体,12
红外,红外,15
乳酸,乳酸,7
脱氢酶,脱氢酶,3
庆大霉素,庆大霉素,1
钙离子,钙离子,6
潮解,潮解,1
氯霉素,氯霉素,1
酸中毒,酸中毒,2
氨基糖,氨基糖,1
青霉素,青霉素,2
四面体,四面体,1
