Source,Target,Type,Id,Label,Weight
温度,化肥,Undirected,27837,,3.0
温度,柴油,Undirected,25620,,3.0
温度,食用油,Undirected,28254,,4.0
温度,含量,Undirected,28216,,3.0
温度,水污染,Undirected,28620,,1.0
温度,气流,Undirected,26328,,4.0
温度,氮气,Undirected,27059,,3.0
温度,海藻,Undirected,25432,,4.0
温度,温差,Undirected,27814,,8.0
温度,呋喃,Undirected,25632,,1.0
温度,吸热,Undirected,26487,,2.0
温度,原子,Undirected,28657,,1.0
温度,钾,Undirected,26055,,4.0
温度,放电,Undirected,28298,,1.0
温度,固态,Undirected,26326,,1.0
温度,电离层,Undirected,26684,,2.0
温度,反射率,Undirected,27444,,3.0
仪器仪表,温度,Undirected,28272,,4.0
仪器仪表,合成,Undirected,28990,,3.0
仪器仪表,二氧化硫,Undirected,27911,,3.0
仪器仪表,含量,Undirected,28269,,1.0
仪器仪表,钢铁,Undirected,25943,,5.0
仪器仪表,维尼纶,Undirected,27248,,5.0
仪器仪表,有色金属,Undirected,28208,,3.0
仪器仪表,气体,Undirected,28862,,1.0
仪器仪表,磁场,Undirected,25423,,4.0
仪器仪表,电池,Undirected,25559,,8.0
仪器仪表,半导体,Undirected,27639,,7.0
仪器仪表,聚合,Undirected,27514,,3.0
仪器仪表,风能,Undirected,26857,,3.0
仪器仪表,再生利用,Undirected,25406,,1.0
仪器仪表,光电,Undirected,28473,,2.0
仪器仪表,碱性,Undirected,27984,,3.0
仪器仪表,X射线,Undirected,27812,,3.0
仪器仪表,计算机控制,Undirected,25935,,4.0
仪器仪表,汽缸盖,Undirected,25987,,1.0
仪器仪表,减震器,Undirected,27657,,2.0
仪器仪表,气体分析,Undirected,26682,,2.0
仪器仪表,电煤,Undirected,28562,,1.0
再生资源,仪器仪表,Undirected,26039,,1.0
再生资源,淬火,Undirected,25230,,4.0
再生资源,盐,Undirected,27676,,3.0
再生资源,二氧化硫,Undirected,27179,,3.0
再生资源,柴油,Undirected,26362,,2.0
再生资源,二氧化碳,Undirected,26410,,2.0
再生资源,天然气,Undirected,28110,,5.0
再生资源,太阳能,Undirected,25398,,9.0
再生资源,液化气,Undirected,29116,,2.0
再生资源,水磨,Undirected,25390,,1.0
再生资源,光缆,Undirected,27757,,3.0
再生资源,再生利用,Undirected,28209,,3.0
再生资源,变压器,Undirected,28807,,1.0
再生资源,金属冶炼,Undirected,25739,,1.0
再生资源,甲醇,Undirected,29163,,2.0
淬火,总产量,Undirected,26458,,2.0
脱脂,硒,Undirected,25231,,1.0
脱脂,钙,Undirected,29020,,2.0
硒,食用油,Undirected,28391,,1.0
硒,添加剂,Undirected,26749,,2.0
硒,保健食品,Undirected,27265,,1.0
硒,能量,Undirected,28286,,1.0
硒,免疫调节,Undirected,27288,,2.0
硒,漆膜,Undirected,27671,,3.0
硒,血糖,Undirected,28747,,1.0
合成,温度,Undirected,28224,,3.0
合成,脱硝,Undirected,25232,,1.0
合成,油脂,Undirected,27003,,3.0
合成,含量,Undirected,27884,,3.0
合成,蛋白,Undirected,26323,,1.0
合成,乙醇,Undirected,25255,,1.0
合成,废水,Undirected,25845,,1.0
合成,磺胺,Undirected,29289,,2.0
合成,燃烧,Undirected,28022,,3.0
合成,促进作用,Undirected,27979,,5.0
合成,机理,Undirected,29263,,2.0
合成,天然气,Undirected,28313,,2.0
合成,化工厂,Undirected,28785,,3.0
合成,陶瓷,Undirected,27276,,3.0
合成,金,Undirected,26181,,4.0
合成,砝码,Undirected,29238,,2.0
合成,动力学,Undirected,27886,,3.0
合成,润滑油,Undirected,29411,,2.0
合成,不锈钢,Undirected,28971,,2.0
合成,纤维素,Undirected,26435,,3.0
合成,光气,Undirected,25830,,1.0
合成,倒伏,Undirected,29044,,2.0
合成,醇解度,Undirected,26415,,3.0
合成,化学药品,Undirected,27368,,2.0
合成,硝酸盐,Undirected,27360,,2.0
合成,基体,Undirected,29110,,2.0
脱硝,抗生素,Undirected,27674,,3.0
脱硝,保健食品,Undirected,25553,,4.0
脱硝,天然气,Undirected,26640,,2.0
抗生素,脱硫,Undirected,25233,,1.0
抗生素,微生物,Undirected,28797,,4.0
抗生素,气味,Undirected,26027,,1.0
抗生素,植物油,Undirected,27390,,3.0
抗生素,青霉素,Undirected,25756,,1.0
抗生素,有机肥料,Undirected,27229,,2.0
抗生素,透析,Undirected,25936,,4.0
抗生素,保护剂,Undirected,28853,,1.0
脱硫,仪器仪表,Undirected,25683,,4.0
脱硫,化肥,Undirected,27460,,6.0
脱硫,铜,Undirected,26424,,2.0
脱硫,废水,Undirected,27709,,3.0
脱硫,酸碱,Undirected,25343,,1.0
脱硫,水污染,Undirected,27869,,3.0
脱硫,副产品,Undirected,25937,,4.0
脱硫,复合材料,Undirected,28834,,1.0
脱硫,维生素,Undirected,27675,,3.0
脱硫,废渣,Undirected,27181,,9.0
脱硫,结构设计,Undirected,26641,,2.0
脱硫,脱水,Undirected,29130,,2.0
脱硫,碳素,Undirected,26946,,2.0
盐,硒,Undirected,26198,,4.0
盐,化肥,Undirected,25234,,1.0
盐,钟乳石,Undirected,28836,,1.0
盐,二氧化硫,Undirected,29073,,2.0
盐,荧光,Undirected,25273,,1.0
盐,化工厂,Undirected,27879,,3.0
盐,腐蚀,Undirected,25544,,4.0
盐,石灰石,Undirected,27648,,2.0
盐,糖,Undirected,28061,,3.0
盐,锶,Undirected,26252,,1.0
盐,单质,Undirected,27753,,3.0
盐,硅,Undirected,28441,,1.0
盐,铁矿石,Undirected,28386,,1.0
盐,铝土矿,Undirected,26765,,2.0
盐,蜡烛,Undirected,25467,,1.0
盐,不锈钢,Undirected,28465,,1.0
盐,温差,Undirected,27312,,3.0
盐,太阳辐射,Undirected,28062,,3.0
盐,菜油,Undirected,28255,,3.0
盐,页岩,Undirected,28302,,1.0
盐,白糖,Undirected,26388,,5.0
盐,回收率,Undirected,27963,,3.0
盐,活性炭,Undirected,28852,,1.0
盐,化学反应,Undirected,26624,,2.0
盐,聚醋酸乙烯乳液,Undirected,26547,,3.0
盐,土壤分析,Undirected,28492,,1.0
盐,凝集,Undirected,28793,,1.0
盐,过度生长,Undirected,27472,,1.0
盐,白雾,Undirected,28595,,1.0
化肥,合成,Undirected,28318,,1.0
化肥,银,Undirected,27009,,5.0
化肥,沼气,Undirected,26405,,7.0
化肥,沉淀,Undirected,29198,,2.0
化肥,柴油,Undirected,25565,,8.0
化肥,食用油,Undirected,26465,,3.0
化肥,原油,Undirected,26331,,8.0
化肥,含量,Undirected,27694,,3.0
化肥,钢铁,Undirected,29230,,4.0
化肥,废水,Undirected,25338,,6.0
化肥,促进作用,Undirected,29449,,2.0
化肥,天然气,Undirected,29306,,6.0
化肥,煤化工,Undirected,27245,,3.0
化肥,液体,Undirected,26386,,3.0
化肥,煤,Undirected,25514,,1.0
化肥,液化气,Undirected,27129,,6.0
化肥,天平,Undirected,26103,,4.0
化肥,铝合金,Undirected,25454,,4.0
化肥,重金属,Undirected,29271,,2.0
化肥,粘土,Undirected,27764,,3.0
化肥,磷酸二氢铵,Undirected,25450,,4.0
化肥,棉,Undirected,27778,,3.0
化肥,塑料,Undirected,28433,,1.0
化肥,碳铵,Undirected,25491,,11.0
化肥,总产量,Undirected,28149,,4.0
化肥,过磷酸钙,Undirected,25532,,3.0
化肥,氧,Undirected,25650,,4.0
化肥,蓄电池,Undirected,27901,,5.0
化肥,烧碱,Undirected,26319,,1.0
化肥,外溢,Undirected,26093,,1.0
化肥,阳电子,Undirected,26990,,1.0
化肥,有机肥料,Undirected,26175,,7.0
化肥,钾,Undirected,26812,,2.0
化肥,肥度,Undirected,26122,,1.0
化肥,乙酸乙烯酯,Undirected,26551,,3.0
化肥,己二酸,Undirected,29251,,2.0
化肥,临界压力,Undirected,28907,,1.0
基本粒子,夸克,Undirected,25235,,1.0
基本粒子,能量,Undirected,26665,,2.0
基本粒子,材料科学,Undirected,26258,,4.0
基本粒子,夸克模型,Undirected,28636,,1.0
夸克,显微镜,Undirected,27678,,3.0
夸克,粒子,Undirected,28635,,1.0
夸克,相互作用,Undirected,26255,,1.0
显微镜,粒子,Undirected,25236,,1.0
显微镜,二氧化碳,Undirected,25607,,4.0
显微镜,丝,Undirected,26109,,1.0
显微镜,冷却水,Undirected,27239,,3.0
显微镜,重叠,Undirected,25430,,4.0
显微镜,克隆,Undirected,26356,,1.0
显微镜,不锈钢,Undirected,28776,,1.0
显微镜,性能试验,Undirected,25640,,1.0
显微镜,大理石,Undirected,28920,,2.0
显微镜,钨丝,Undirected,27582,,2.0
粒子,基本粒子,Undirected,27093,,3.0
粒子,糖类,Undirected,27359,,2.0
粒子,能量,Undirected,28203,,3.0
粒子,室温,Undirected,26983,,3.0
粒子,硫黄,Undirected,27096,,3.0
粒子,对称性,Undirected,27679,,3.0
发酵,化肥,Undirected,25239,,5.0
发酵,醇,Undirected,25237,,5.0
发酵,微生物,Undirected,25242,,4.0
发酵,沉淀,Undirected,26242,,1.0
发酵,柴油,Undirected,25914,,4.0
发酵,食用油,Undirected,28740,,1.0
发酵,含量,Undirected,26611,,5.0
发酵,葡萄酒,Undirected,27337,,2.0
发酵,二氧化碳,Undirected,26634,,3.0
发酵,气体,Undirected,28423,,1.0
发酵,染色,Undirected,25294,,1.0
发酵,酒精,Undirected,27714,,3.0
发酵,亚硝酸钠,Undirected,25317,,1.0
发酵,聚碳酸酯,Undirected,25949,,4.0
发酵,煤气,Undirected,28978,,2.0
