Id,Label,度
温度,温度,91
仪器仪表,仪器仪表,46
再生资源,再生资源,20
淬火,淬火,4
脱脂,脱脂,4
硒,硒,14
合成,合成,52
脱硝,脱硝,5
抗生素,抗生素,20
脱硫,脱硫,31
盐,盐,44
化肥,化肥,84
基本粒子,基本粒子,5
夸克,夸克,5
显微镜,显微镜,21
粒子,粒子,12
发酵,发酵,44
醇,醇,6
铜,铜,45
银,银,40
肥料,肥料,41
沼气,沼气,43
液化石油气,液化石油气,15
漏斗,漏斗,8
钟乳石,钟乳石,4
化学需氧量,化学需氧量,21
二氧化硫,二氧化硫,53
微生物,微生物,42
沉淀,沉淀,44
过滤,过滤,31
环境容量,环境容量,15
线型,线型,3
方向性,方向性,9
空间结构,空间结构,10
柴油,柴油,46
互补性,互补性,10
油气,油气,21
核能,核能,11
分解,分解,63
精炼,精炼,4
食用油,食用油,41
原油,原油,22
油脂,油脂,34
异物,异物,6
气味,气味,34
植物油,植物油,27
干燥,干燥,28
含量,含量,121
蛋白,蛋白,18
葡萄酒,葡萄酒,36
消毒,消毒,69
乙醇,乙醇,33
添加剂,添加剂,28
取样,取样,13
石膏,石膏,16
钢铁,钢铁,77
柴油机,柴油机,21
干法乙炔,干法乙炔,1
废气,废气,26
湿法,湿法,2
废水,废水,51
维尼纶,维尼纶,21
磺胺,磺胺,6
酸碱,酸碱,2
氯丁橡胶,氯丁橡胶,4
酵母,酵母,6
悬浮物,悬浮物,8
沉淀物,沉淀物,2
液相色谱法,液相色谱法,4
液相色谱,液相色谱,5
铝,铝,58
有色金属,有色金属,46
化石燃料,化石燃料,3
二氧化碳,二氧化碳,56
燃烧,燃烧,69
气体,气体,90
滴定,滴定,1
保健食品,保健食品,15
铸钢,铸钢,4
焚烧,焚烧,18
促进作用,促进作用,40
心电图,心电图,6
乳化,乳化,6
高胆固醇血症,高胆固醇血症,3
心肌梗死,心肌梗死,4
硫氰酸,硫氰酸,2
机理,机理,14
荧光,荧光,4
碳,碳,26
天然气,天然气,141
矿石,矿石,22
水分,水分,32
命名,命名,45
炸药,炸药,24
煤化工,煤化工,39
化工厂,化工厂,42
冶炼,冶炼,35
铁,铁,35
磁铁,磁铁,4
氦气,氦气,3
集成电路,集成电路,30
锗,锗,5
光电子,光电子,11
水污染,水污染,35
酸雾,酸雾,4
腐蚀,腐蚀,16
搅拌,搅拌,12
高铁血红蛋白,高铁血红蛋白,2
加热,加热,21
防腐剂,防腐剂,4
亚硝酸盐,亚硝酸盐,5
液态,液态,15
媒染剂,媒染剂,1
解毒剂,解毒剂,1
液氨,液氨,4
染色,染色,2
酒精,酒精,31
乙醚,乙醚,2
吸收率,吸收率,5
吸湿性,吸湿性,2
亚硝酸钠,亚硝酸钠,6
毒副作用,毒副作用,12
漂白剂,漂白剂,2
碱性物质,碱性物质,2
氰化物,氰化物,4
胆固醇,胆固醇,11
试剂,试剂,4
糖类,糖类,3
液体,液体,31
一氧化碳,一氧化碳,11
能量,能量,81
玻璃纤维,玻璃纤维,18
聚碳酸酯,聚碳酸酯,3
石灰石,石灰石,23
盐卤,盐卤,6
煤,煤,58
氢氰酸,氢氰酸,2
太阳能,太阳能,51
