Source,Target,Type,Id,Label,Weight
病毒基因,显微镜,Undirected,4878,,3.0
病毒基因,聚合酶,Undirected,4959,,2.0
病毒基因,克隆,Undirected,5462,,1.0
病毒基因,阻断剂,Undirected,6608,,2.0
显微镜,粒子,Undirected,5888,,3.0
显微镜,植物油,Undirected,5057,,3.0
显微镜,粘土,Undirected,4906,,1.0
显微镜,盐,Undirected,6092,,1.0
显微镜,光学显微镜,Undirected,5205,,1.0
显微镜,电子显微镜,Undirected,6154,,2.0
显微镜,重叠,Undirected,5942,,2.0
粒子,颗粒,Undirected,4879,,3.0
粒子,离子化,Undirected,4914,,1.0
粒子,气体,Undirected,5894,,2.0
粒子,红外,Undirected,7373,,2.0
粒子,硫,Undirected,7308,,1.0
粒子,燃烧,Undirected,5072,,3.0
粒子,碳,Undirected,7326,,1.0
粒子,化学元素,Undirected,5126,,2.0
粒子,钨,Undirected,7213,,1.0
粒子,量子力学,Undirected,6604,,3.0
粒子,煤,Undirected,5672,,1.0
粒子,重叠,Undirected,5764,,2.0
粒子,进化树,Undirected,5967,,2.0
粒子,以太,Undirected,6248,,3.0
颗粒,化学成分,Undirected,6583,,2.0
颗粒,能量,Undirected,6789,,2.0
颗粒,砷,Undirected,7183,,1.0
颗粒,糖,Undirected,5031,,2.0
颗粒,钙,Undirected,6312,,1.0
颗粒,太阳能,Undirected,5891,,3.0
颗粒,腺体,Undirected,7255,,1.0
颗粒,半衰期,Undirected,5737,,1.0
颗粒,葡萄酒,Undirected,6085,,1.0
颗粒,挥发性物质,Undirected,5938,,2.0
芥子油,合成,Undirected,4880,,2.0
合成,加热,Undirected,6856,,1.0
合成,转录,Undirected,7059,,1.0
合成,胶原蛋白,Undirected,6764,,1.0
合成,纤维素,Undirected,5496,,2.0
合成,激光,Undirected,5115,,2.0
合成,吸收法,Undirected,7070,,1.0
合成,介质,Undirected,6038,,3.0
合成,抗生素,Undirected,6819,,1.0
合成,反应产物,Undirected,5016,,2.0
合成,海水,Undirected,5290,,3.0
合成,有机物质,Undirected,5113,,2.0
合成,高分子化学,Undirected,6400,,1.0
合成,亚硝酸盐,Undirected,6688,,1.0
合成,杂质,Undirected,5371,,2.0
合成,前体,Undirected,7398,,1.0
合成,异黄酮,Undirected,5616,,2.0
合成,酸度,Undirected,5754,,1.0
合成,碱基,Undirected,5823,,1.0
合成,鲸蜡,Undirected,6127,,2.0
合成,柠檬酸循环,Undirected,6171,,3.0
含量,合成,Undirected,6804,,12.0
含量,植物油,Undirected,7315,,1.0
含量,分解,Undirected,5863,,3.0
含量,肥料,Undirected,6997,,2.0
含量,不饱和,Undirected,5503,,3.0
含量,激素,Undirected,5898,,1.0
含量,摩尔,Undirected,5955,,3.0
含量,固体,Undirected,7463,,1.0
含量,液体,Undirected,7096,,1.0
含量,蔗糖,Undirected,7276,,1.0
含量,气体,Undirected,7376,,1.0
含量,微克,Undirected,7291,,1.0
含量,胶原蛋白,Undirected,4944,,5.0
含量,乳糖,Undirected,7117,,1.0
含量,微生物,Undirected,5474,,1.0
含量,咖啡因,Undirected,6664,,2.0
含量,抗生素,Undirected,5688,,5.0
含量,水分,Undirected,5575,,4.0
含量,锌,Undirected,5580,,4.0
含量,弱碱性,Undirected,5111,,1.0
含量,酸性,Undirected,5199,,2.0
含量,着床,Undirected,6919,,2.0
含量,叶酸,Undirected,5497,,1.0
