Id,Label,度
加热,加热,70
搅拌,搅拌,17
发酵,发酵,38
氢原子数,氢原子数,1
液体,液体,89
塑料,塑料,54
咖啡因,咖啡因,18
机理,机理,78
含量,含量,122
乳化,乳化,7
气体,气体,117
溶液,溶液,36
固体,固体,50
水蒸汽,水蒸汽,15
葡萄酒,葡萄酒,28
碳酸饮料,碳酸饮料,11
物理量,物理量,10
表面活性,表面活性,7
二氧化碳,二氧化碳,87
蛋白,蛋白,105
爱因斯坦,爱因斯坦,37
计算机模拟,计算机模拟,16
组分,组分,13
太阳光线,太阳光线,3
相互作用,相互作用,56
温度,温度,104
重金属,重金属,23
海绵,海绵,18
醋,醋,24
微生物,微生物,67
偶极,偶极,5
变压器,变压器,9
熔化,熔化,14
动力学,动力学,40
带电粒子,带电粒子,12
能量,能量,193
磁场,磁场,39
原子弹,原子弹,14
精度,精度,29
夸克,夸克,7
粒子,粒子,69
重叠,重叠,15
量子力学,量子力学,31
基本粒子,基本粒子,12
谱线,谱线,10
背景辐射,背景辐射,14
原子,原子,73
等价,等价,17
核子,核子,7
普朗克,普朗克,12
微量营养,微量营养,2
动物油,动物油,4
维生素,维生素,78
植物油,植物油,10
分解,分解,91
酸奶,酸奶,15
糖,糖,69
腐蚀,腐蚀,20
破伤风毒素,破伤风毒素,3
氧,氧,45
双氧水,双氧水,2
抗毒素,抗毒素,2
抗生素,抗生素,65
青霉素,青霉素,13
细胞膜,细胞膜,26
一氧化氮,一氧化氮,3
氧化氮,氧化氮,2
卡诺循环,卡诺循环,2
炭,炭,16
核聚变,核聚变,16
合成气,合成气,4
化学能,化学能,10
光合作用,光合作用,28
风能,风能,13
X射线,X射线,31
氘,氘,11
原子核,原子核,21
一氧化碳,一氧化碳,12
汽化,汽化,13
热力学,热力学,15
中微子,中微子,8
热效率,热效率,3
燃料电池,燃料电池,7
光电,光电,17
水煤浆,水煤浆,2
核力,核力,4
叶绿素,叶绿素,12
化学合成,化学合成,7
电池,电池,37
热机,热机,2
粉尘,粉尘,14
硅,硅,38
功能材料,功能材料,4
新型能源,新型能源,2
氧气,氧气,77
体积,体积,101
核能,核能,17
太阳能,太阳能,43
太阳辐射,太阳辐射,12
中性,中性,29
煤,煤,14
纯度,纯度,10
氦,氦,12
燃烧,燃烧,69
天然气,天然气,20
宝石蓝,宝石蓝,3
硅基,硅基,5
气态,气态,20
临界质量,临界质量,3
量子论,量子论,11
石油工业,石油工业,2
毒品,毒品,30
极化,极化,7
量子,量子,46
免疫刺激,免疫刺激,1
液氮,液氮,13
试管,试管,29
克隆,克隆,18
陶瓷,陶瓷,24
铝,铝,19
颗粒,颗粒,61
毒副作用,毒副作用,13
合成,合成,113
合成酶,合成酶,4
对氨基苯甲酸,对氨基苯甲酸,4
衣原体,衣原体,2
磺胺,磺胺,9
叶酸,叶酸,9
酸,酸,37
铁,铁,35
水槽,水槽,6
钢铁,钢铁,30
网状,网状,9
水化,水化,2
铸铁,铸铁,2
温差,温差,10
硅酸盐,硅酸盐,11
概率,概率,66
石膏,石膏,4
压缩空气,压缩空气,9
波特兰水泥,波特兰水泥,2
张力,张力,20
结构设计,结构设计,1
对称性,对称性,9
安全玻璃,安全玻璃,2
柴油,柴油,8
蓄电池,蓄电池,8
酒精,酒精,53
钒,钒,3
柴油机,柴油机,4
抗腐蚀,抗腐蚀,2
陨石,陨石,22
碳,碳,50
碱性食物,碱性食物,2
碱性溶液,碱性溶液,2
碱中毒,碱中毒,4
弱碱性,弱碱性,4
酸碱度,酸碱度,5
酸碱性,酸碱性,5
碱性,碱性,6
性染色体,性染色体,3
酸中毒,酸中毒,3
酸碱,酸碱,6
酸性,酸性,22
显微镜,显微镜,41
增稠剂,增稠剂,2
玻色,玻色,5
杂化,杂化,2
超对称性,超对称性,2
耦合常数,耦合常数,2
多普勒效应,多普勒效应,5
游离,游离,15
自由电子,自由电子,4
白细胞介素,白细胞介素,2
活化,活化,7
反应类型,反应类型,2
分子,分子,145
抑制作用,抑制作用,23
过敏反应,过敏反应,18
碱基对,碱基对,5
密码子,密码子,3
移码突变,移码突变,2
染色,染色,8
碱基,碱基,13
酵母,酵母,9
引物,引物,3
取样,取样,7
胆固醇,胆固醇,25
酒精测定,酒精测定,3
激光,激光,41
测量值,测量值,5
薄荷,薄荷,10
气味,气味,66
黑猩猩,黑猩猩,23
阻断剂,阻断剂,23
基本成分,基本成分,3
对羟基苯甲酸,对羟基苯甲酸,1
防腐剂,防腐剂,16
硅化合物,硅化合物,1
氧乙烯,氧乙烯,1
表面活性剂,表面活性剂,15
十二烷基,十二烷基,1
干燥,干燥,77
胶质,胶质,4
二烷基硫酸盐,二烷基硫酸盐,1
族,族,12
油性,油性,5
抗菌剂,抗菌剂,3
角质,角质,9
柠檬酸,柠檬酸,7
激素,激素,112
油脂,油脂,18
量子化,量子化,5
跃迁,跃迁,9
波动性,波动性,4
普朗克常数,普朗克常数,10
能级,能级,8
海水,海水,56
条纹,条纹,8
绝对值,绝对值,5
释放能量,释放能量,5
吸收能量,吸收能量,2
感应线圈,感应线圈,2
残留物,残留物,6
金,金,28
液态,液态,23
金箔,金箔,2
镭,镭,4
精细结构,精细结构,5
半导体,半导体,18
纳米材料,纳米材料,11
原子模型,原子模型,3
放射性,放射性,24
烯,烯,5
进化生物学,进化生物学,12
硬度,硬度,7
苄基异喹啉,苄基异喹啉,2
实验设计,实验设计,16
高分子聚合物,高分子聚合物,4
硅肺,硅肺,3
硫酸铝钾,硫酸铝钾,3
胶原,胶原,9
二氧化硅,二氧化硅,2
氮氧化物,氮氧化物,11
胰岛素,胰岛素,23
无机物,无机物,13
雷默,雷默,4
次氯酸盐,次氯酸盐,2
烧瓶,烧瓶,2
二氧化氮,二氧化氮,4
碘化物,碘化物,2
玻璃管,玻璃管,2
相对性,相对性,5
有机玻璃,有机玻璃,2
再生资源,再生资源,10
空间结构,空间结构,11
立方体,立方体,6
裂变,裂变,2
深红色,深红色,5
玻璃纤维,玻璃纤维,6
大理石,大理石,5
金属键,金属键,2
不锈钢,不锈钢,13
晶胞,晶胞,2
空心砖,空心砖,2
涤纶,涤纶,3
体心立方晶格,体心立方晶格,2
对照试验,对照试验,8
矿物学,矿物学,2
沉淀,沉淀,20
氧化,氧化,31
沉积岩,沉积岩,9
有机分子,有机分子,9
化学成分,化学成分,26
化学过程,化学过程,6
矿物,矿物,24
甲烷,甲烷,32
氧化剂,氧化剂,7
化学组成,化学组成,12
红外,红外,32
乙醇,乙醇,18
炼金术,炼金术,16
异物,异物,9
着床,着床,5
培养基,培养基,7
培养皿,培养皿,15
水晶,水晶,14
已经证明,已经证明,12
聚合,聚合,24
狄拉克,狄拉克,4
杀虫剂,杀虫剂,12
固体燃料,固体燃料,1
病毒基因,病毒基因,3
室温,室温,20
烟碱类,烟碱类,1
基团,基团,10
甲基化,甲基化,3
甲基,甲基,7
液体燃料,液体燃料,1
抑制基因,抑制基因,3
副产品,副产品,16
温度计,温度计,12
可燃物,可燃物,2
吸热,吸热,2
氧气稀薄,氧气稀薄,2
被氧化,被氧化,10
氧化还原,氧化还原,6
化学反应,化学反应,21
蜡烛,蜡烛,20
易燃物,易燃物,1
橡胶,橡胶,11
生物燃料电池,生物燃料电池,3
高弹性,高弹性,1
硅胶,硅胶,7
银,银,17
胺氧化酶,胺氧化酶,1
神经递质,神经递质,17
化学元素,化学元素,6
能带,能带,3
化学家,化学家,46
丝,丝,7
铱,铱,5
命名,命名,47
溴化银,溴化银,2
动物胶,动物胶,2
照相法,照相法,2
光谱,光谱,39
干板,干板,5
照相乳胶,照相乳胶,2
镀镍,镀镍,2
照相化学,照相化学,2
灵敏度,灵敏度,19
反射镜,反射镜,7
明胶,明胶,12
氢,氢,35
纤维结构,纤维结构,4
波长,波长,42
联合疫苗,联合疫苗,4
过滤,过滤,28
液晶,液晶,6
分子结构,分子结构,14
放电,放电,19
催化,催化,19
凝血,凝血,3
钛,钛,9
材料科学,材料科学,7
乙醇酸,乙醇酸,4
变性,变性,33
拉德,拉德,4
纤维蛋白,纤维蛋白,3
钴,钴,10
焊接,焊接,6
