Source,Target,Type,Id,Label,Weight
量子力学,量子,Undirected,19917,,3.0
金,铜,Undirected,19918,,2.0
金,锂,Undirected,19976,,2.0
化石燃料,颗粒,Undirected,19919,,2.0
化石燃料,气体,Undirected,19935,,2.0
化石燃料,柴油,Undirected,20100,,1.0
颗粒,重金属,Undirected,20089,,1.0
太阳能,能量,Undirected,19920,,4.0
太阳能,光电,Undirected,19921,,1.0
太阳能,碳,Undirected,19953,,1.0
太阳能,光合作用,Undirected,19958,,1.0
太阳能,电池,Undirected,20059,,1.0
能量,洗涤,Undirected,19930,,2.0
能量,燃烧,Undirected,19942,,1.0
能量,介质,Undirected,19941,,1.0
能量,原子核,Undirected,19946,,1.0
能量,水污染,Undirected,20122,,1.0
能量,酶,Undirected,20004,,2.0
光电,电池,Undirected,20050,,1.0
密码学,量子,Undirected,19922,,1.0
原子间距,化学键,Undirected,19923,,1.0
化学键,纳米,Undirected,20051,,1.0
纳米,颗粒,Undirected,19999,,2.0
纳米,合成,Undirected,19924,,1.0
纳米,化学家,Undirected,20045,,2.0
纳米,核聚变,Undirected,19944,,1.0
纳米,微粒,Undirected,19931,,2.0
纳米,沉淀,Undirected,20057,,1.0
纳米,介质,Undirected,20034,,1.0
纳米,晶体管,Undirected,20083,,1.0
纳米,三磷酸腺苷,Undirected,20003,,2.0
合成,自由电子,Undirected,20052,,1.0
合成,一氧化碳,Undirected,20009,,2.0
合成,元素周期表,Undirected,19983,,2.0
合成,酶,Undirected,20101,,1.0
合成,铊,Undirected,20117,,1.0
自由电子,金属离子,Undirected,19925,,1.0
烧瓶,氰酸,Undirected,19926,,1.0
氰酸,甲烷,Undirected,20054,,1.0
甲烷,化学家,Undirected,19927,,1.0
甲烷,一氧化碳,Undirected,19969,,2.0
分子,量子,Undirected,20020,,1.0
分子,烧瓶,Undirected,20053,,1.0
分子,酒精,Undirected,19928,,1.0
分子,衍射,Undirected,19955,,1.0
分子,显微镜,Undirected,20067,,1.0
分子,碱基对,Undirected,19998,,2.0
分子,抗体,Undirected,20010,,2.0
酒精,含量,Undirected,20097,,1.0
核聚变,氦,Undirected,19929,,4.0
