id,label,timeset,weighted degree
量子力学,量子力学,,12.0
量子,量子,,19.0
DNA,DNA,,24.0
电子,电子,,26.0
分子,分子,,24.0
相互作用,相互作用,,6.0
气体,气体,,9.0
能量,能量,,35.0
燃料,燃料,,12.0
核聚变,核聚变,,5.0
电池,电池,,28.0
有机物,有机物,,6.0
抗生素,抗生素,,10.0
精度,精度,,5.0
粒子,粒子,,29.0
铁,铁,,9.0
硅,硅,,8.0
氧,氧,,4.0
水,水,,20.0
水分,水分,,4.0
化学,化学,,17.0
塑料,塑料,,13.0
化学反应,化学反应,,5.0
玻璃,玻璃,,14.0
石油,石油,,9.0
纳米,纳米,,14.0
钢铁,钢铁,,4.0
蛋白质,蛋白质,,19.0
晶体,晶体,,5.0
半导体,半导体,,8.0
大气污染,大气污染,,24.0
PM2.5,PM2.5,,12.0
能源,能源,,18.0
过滤,过滤,,12.0
甲烷,甲烷,,5.0
液态,液态,,6.0
液体,液体,,4.0
爱因斯坦,爱因斯坦,,6.0
波长,波长,,4.0
空气质量,空气质量,,8.0
燃烧,燃烧,,11.0
光缆,光缆,,4.0
太阳能,太阳能,,28.0
原子,原子,,22.0
化学物质,化学物质,,8.0
成分,成分,,7.0
晶体管,晶体管,,11.0
温室气体,温室气体,,9.0
天然气,天然气,,6.0
核能,核能,,4.0
含量,含量,,8.0
砷,砷,,5.0
海洛因,海洛因,,4.0
分解,分解,,7.0
合成,合成,,8.0
汽油,汽油,,4.0
放射性,放射性,,9.0
矿物,矿物,,4.0
矿物质,矿物质,,4.0
X射线,X射线,,5.0
磁铁,磁铁,,4.0
酶,酶,,4.0
镍,镍,,4.0
脂肪,脂肪,,11.0
糖,糖,,8.0
核燃料,核燃料,,5.0
钚,钚,,4.0
气溶胶,气溶胶,,4.0
铀,铀,,4.0
溶液,溶液,,4.0
二氧化碳,二氧化碳,,17.0
碳,碳,,12.0
光谱,光谱,,4.0
同位素,同位素,,4.0
重金属,重金属,,4.0
过滤器,过滤器,,7.0
盐,盐,,5.0
放射性同位素,放射性同位素,,4.0
金,金,,8.0
营养,营养,,6.0
质子,质子,,6.0
热力学,热力学,,6.0
背景辐射,背景辐射,,5.0
聚合物,聚合物,,4.0
干燥,干燥,,4.0
化石燃料,化石燃料,,6.0
镉,镉,,6.0
水泥,水泥,,5.0
氦,氦,,4.0
绝对零度,绝对零度,,4.0
化肥,化肥,,4.0
热量,热量,,8.0
剂量,剂量,,5.0
海水,海水,,5.0
维生素,维生素,,4.0
RNA,RNA,,4.0
炸药,炸药,,4.0
烯,烯,,5.0
室温,室温,,4.0
