Source,Target,Type,id,label,timeset,weight
矿石,稀土,Undirected,107244,,,1.0
碳,化学,Undirected,107245,,,1.0
纳米,晶体管,Undirected,107246,,,1.0
过滤,副产物,Undirected,107247,,,1.0
太阳能,电池,Undirected,107248,,,5.0
分子,脂肪酸,Undirected,107249,,,1.0
含量,脂肪,Undirected,107253,,,1.0
过滤,气态,Undirected,107254,,,1.0
爱因斯坦,中微子,Undirected,107255,,,3.0
石油,化学,Undirected,107256,,,1.0
能量,水,Undirected,107257,,,1.0
玻璃,太阳能,Undirected,107258,,,1.0
质子,粒子,Undirected,107259,,,2.0
燃料,汽油,Undirected,107261,,,1.0
乙醇,水,Undirected,107264,,,1.0
天然气,石油,Undirected,107266,,,3.0
能量,氧气,Undirected,107272,,,1.0
铅,电池,Undirected,107274,,,1.0
气态,氢,Undirected,107275,,,1.0
爱因斯坦,能量,Undirected,107277,,,1.0
固态,加热,Undirected,107278,,,1.0
能源,核能,Undirected,107279,,,1.0
分子,电子,Undirected,107281,,,1.0
电子,电池,Undirected,107282,,,1.0
磷,砷,Undirected,107286,,,1.0
纳米,化学,Undirected,107292,,,1.0
加热,含量,Undirected,107297,,,1.0
晶体,量子,Undirected,107302,,,1.0
过滤,水,Undirected,107303,,,1.0
分子,DNA,Undirected,107306,,,2.0
天然气,水,Undirected,107307,,,1.0
能量,粒子,Undirected,107309,,,3.0
能量,红外,Undirected,107310,,,1.0
水分,水,Undirected,107311,,,2.0
同位素,水,Undirected,107319,,,1.0
燃料,核反应堆,Undirected,107320,,,1.0
核反应堆,放射性,Undirected,107321,,,2.0
墨水,加热,Undirected,107324,,,1.0
氢气,核反应堆,Undirected,107326,,,1.0
砷,重金属,Undirected,107328,,,1.0
分子,金,Undirected,107329,,,1.0
爱因斯坦,核力,Undirected,107332,,,1.0
纳米,加热,Undirected,107338,,,1.0
气体,红外,Undirected,107340,,,1.0
磁铁,稀土金属,Undirected,107341,,,2.0
磷,量子,Undirected,107344,,,1.0
液态,固态,Undirected,107347,,,1.0
碳,能源,Undirected,107348,,,1.0
粒子,暗物质,Undirected,107357,,,1.0
焚烧,废水,Undirected,107358,,,1.0
纳米,电子,Undirected,107360,,,1.0
半衰期,氙,Undirected,107364,,,1.0
粒子,量子,Undirected,107365,,,1.0
太阳能,水蒸汽,Undirected,107367,,,1.0
风能,稀土金属,Undirected,107368,,,1.0
金,电池,Undirected,107369,,,1.0
电子,墨水,Undirected,107375,,,1.0
乙醇,脂肪,Undirected,107382,,,1.0
二氧化碳,温室效应,Undirected,107385,,,2.0
同位素,氙,Undirected,107387,,,1.0
粒子,半衰期,Undirected,107388,,,1.0
金,副产物,Undirected,107390,,,1.0
氢气,太阳能,Undirected,107392,,,1.0
分子,水,Undirected,107394,,,1.0
核力,粒子,Undirected,107395,,,1.0
放射性,矿物质,Undirected,107397,,,1.0
稀土,量子,Undirected,107399,,,1.0
水,液体,Undirected,107402,,,1.0
玻璃,焚烧,Undirected,107404,,,1.0
大气污染,空气污染指数,Undirected,107406,,,1.0
液态,水,Undirected,107410,,,1.0
金,铜,Undirected,107412,,,1.0
钻石,电子,Undirected,107414,,,1.0
粒子,反粒子,Undirected,107417,,,1.0
过滤,液体,Undirected,107426,,,1.0
DNA,化学,Undirected,107429,,,1.0
能量,氢,Undirected,107432,,,1.0
分子,焚烧,Undirected,107434,,,1.0
纳米,电池,Undirected,107436,,,1.0
能量,太阳能,Undirected,107441,,,1.0
电子,氢气,Undirected,107444,,,1.0
能量,气体,Undirected,107445,,,1.0
微米,培养皿,Undirected,107447,,,1.0
能源,二氧化碳,Undirected,107449,,,1.0
碳,加热,Undirected,107450,,,1.0
核能,太阳能,Undirected,107452,,,1.0
核反应堆,核能,Undirected,107455,,,1.0
空气质量,含量,Undirected,107457,,,1.0
