id,label,timeset,weighted degree
空气质量,空气质量,,7.0
PM2.5,PM2.5,,12.0
含量,含量,,10.0
电子,电子,,19.0
能源,能源,,24.0
氧气,氧气,,7.0
石油,石油,,10.0
半导体,半导体,,5.0
氢气,氢气,,4.0
纳米,纳米,,19.0
微米,微米,,8.0
粒子,粒子,,38.0
电池,电池,,23.0
太阳能,太阳能,,20.0
干燥,干燥,,5.0
铅,铅,,6.0
蛋白质,蛋白质,,12.0
天然,天然,,7.0
量子,量子,,9.0
二氧化碳,二氧化碳,,18.0
化学,化学,,14.0
精度,精度,,8.0
水泥,水泥,,7.0
碳,碳,,15.0
水,水,,30.0
燃料,燃料,,10.0
灵敏度,灵敏度,,4.0
反粒子,反粒子,,4.0
暗物质,暗物质,,7.0
固态,固态,,4.0
过滤,过滤,,8.0
盐,盐,,5.0
聚合物,聚合物,,5.0
大气污染,大气污染,,27.0
稀土,稀土,,7.0
核聚变,核聚变,,4.0
气体,气体,,8.0
爱因斯坦,爱因斯坦,,5.0
海水,海水,,4.0
化石燃料,化石燃料,,5.0
合成,合成,,11.0
DNA,DNA,,19.0
波长,波长,,5.0
夸克,夸克,,4.0
质子,质子,,8.0
塑料,塑料,,6.0
量子力学,量子力学,,10.0
金,金,,6.0
能量,能量,,25.0
氢,氢,,9.0
成分,成分,,4.0
钻石,钻石,,4.0
热量,热量,,11.0
加热,加热,,9.0
放射性,放射性,,4.0
液态,液态,,9.0
钢铁,钢铁,,5.0
晶体,晶体,,4.0
红外,红外,,4.0
温室气体,温室气体,,16.0
光谱,光谱,,4.0
化学物质,化学物质,,7.0
中子,中子,,4.0
背景辐射,背景辐射,,8.0
极化,极化,,5.0
激素,激素,,4.0
分子,分子,,22.0
双螺旋,双螺旋,,6.0
脂肪,脂肪,,6.0
同位素,同位素,,4.0
中微子,中微子,,4.0
能级,能级,,5.0
相互作用,相互作用,,8.0
RNA,RNA,,4.0
天然气,天然气,,10.0
液体,液体,,7.0
糖,糖,,4.0
乙醇,乙醇,,4.0
重金属,重金属,,5.0
燃烧,燃烧,,8.0
磁铁,磁铁,,6.0
葡萄糖,葡萄糖,,5.0
有机物,有机物,,4.0
气溶胶,气溶胶,,4.0
尼古丁,尼古丁,,6.0
砷,砷,,4.0
玻璃,玻璃,,7.0
