Id,Label,度
过滤器,过滤器,2
过滤,过滤,4
电子,电子,12
光缆,光缆,1
同位素,同位素,3
碳同位素,碳同位素,1
化学反应,化学反应,4
化学,化学,6
电子壳,电子壳,1
干燥,干燥,4
温室气体,温室气体,6
激素,激素,1
天然,天然,3
有机分子,有机分子,2
乙醇,乙醇,5
量子,量子,9
硅,硅,4
半导体,半导体,7
自旋,自旋,1
电脉冲,电脉冲,1
分子,分子,6
酶,酶,2
脂肪,脂肪,6
分解,分解,2
成分,成分,2
糖,糖,4
氨基酸,氨基酸,1
挥发性,挥发性,1
脂肪酸,脂肪酸,2
粒子,粒子,20
胰岛素,胰岛素,3
淀粉,淀粉,2
含量,含量,8
碳酸钠,碳酸钠,1
碳酸,碳酸,1
化学物质,化学物质,3
DNA,DNA,4
氧化,氧化,2
微克,微克,2
合金,合金,3
摩尔,摩尔,1
铱,铱,1
普朗克常数,普朗克常数,1
聚苯乙烯,聚苯乙烯,1
降解,降解,1
剂量,剂量,5
苯,苯,1
大气污染,大气污染,8
柴油,柴油,2
蛋白质,蛋白质,8
琥珀,琥珀,1
抗生素,抗生素,2
微粒,微粒,2
玻璃,玻璃,4
固态,固态,4
氮,氮,2
铁丝网,铁丝网,1
海洛因,海洛因,3
合成,合成,5
半衰期,半衰期,1
核能,核能,5
塑料,塑料,4
中位数,中位数,1
氧气,氧气,3
铝,铝,3
银,银,3
烯,烯,1
原子,原子,4
晶体管,晶体管,3
碳,碳,9
氧化铝,氧化铝,1
沉淀,沉淀,1
液态,液态,4
液体,液体,3
能量,能量,9
介质,介质,2
核反应堆,核反应堆,3
水冷却,水冷却,1
光电效应,光电效应,1
空气质量,空气质量,8
PH,PH,1
尼古丁,尼古丁,1
可卡因,可卡因,3
铁,铁,1
晶体,晶体,1
纳米,纳米,7
果糖,果糖,1
热量,热量,3
反粒子,反粒子,2
暗物质,暗物质,4
气体,气体,4
胞嘧啶,胞嘧啶,1
腺嘌呤,腺嘌呤,1
有机物,有机物,1
RNA,RNA,4
甲基化,甲基化,1
鸟嘌呤,鸟嘌呤,1
尿嘧啶,尿嘧啶,1
维生素,维生素,1
能级,能级,3
质子,质子,1
精密仪器,精密仪器,1
正电子,正电子,1
放射性,放射性,4
爱因斯坦,爱因斯坦,3
金,金,4
燃烧,燃烧,8
臭氧,臭氧,2
氟利昂,氟利昂,1
纤维素,纤维素,1
热膨胀,热膨胀,1
纤丝,纤丝,1
化学家,化学家,2
PM2.5,PM2.5,4
氦,氦,2
发酵,发酵,1
化肥,化肥,2
二氧化碳,二氧化碳,5
当量,当量,1
