Id,Label,度
化石燃料,化石燃料,1
能源,能源,7
汽油,汽油,1
燃料,燃料,9
氢气,氢气,2
水蒸汽,水蒸汽,2
粒子,粒子,19
量子,量子,9
胰岛素,胰岛素,1
能量,能量,17
量子状态,量子状态,1
红外,红外,4
双螺旋,双螺旋,1
DNA,DNA,9
降解,降解,1
半衰期,半衰期,2
化工厂,化工厂,1
铬,铬,2
糖,糖,5
营养,营养,5
脂肪,脂肪,3
蛋白质,蛋白质,10
PH,PH,1
发酵,发酵,1
冶炼,冶炼,1
稀土,稀土,3
镁,镁,1
玻璃,玻璃,6
铝,铝,1
材料工程,材料工程,1
放射性,放射性,5
原子,原子,8
微米,微米,2
二氧化硅,二氧化硅,1
分子,分子,9
氧化,氧化,1
气溶胶,气溶胶,2
带电粒子,带电粒子,1
电场,电场,2
电子,电子,12
暗物质,暗物质,4
核能,核能,3
碳,碳,11
废水,废水,2
抗生素,抗生素,1
钴,钴,1
钠,钠,1
合成,合成,7
盐浓度,盐浓度,1
有机体,有机体,1
水,水,13
钾,钾,1
焚烧,焚烧,1
加热,加热,2
能级,能级,2
质子,质子,2
固态,固态,3
生物燃料,生物燃料,1
化肥,化肥,2
乙醇,乙醇,4
分解,分解,5
成分,成分,2
普朗克常数,普朗克常数,1
精度,精度,4
氧,氧,5
钠离子,钠离子,1
波长,波长,1
利多卡因,利多卡因,1
核反应堆,核反应堆,4
水冷却,水冷却,1
金,金,5
铜,铜,2
氢,氢,3
氦,氦,3
光谱,光谱,1
化学元素,化学元素,1
核聚变,核聚变,1
锂,锂,3
副产物,副产物,3
二氧化碳,二氧化碳,8
过滤,过滤,2
脱水,脱水,1
燃料电池,燃料电池,2
太阳能,太阳能,11
氙,氙,1
放射性同位素,放射性同位素,2
晶体管,晶体管,3
爱因斯坦,爱因斯坦,5
量子力学,量子力学,4
正电荷,正电荷,1
负电荷,负电荷,1
电池,电池,14
微克,微克,2
组分,组分,1
PM2.5,PM2.5,4
化学,化学,5
拉曼光谱,拉曼光谱,1
石油,石油,2
海水,海水,1
色素,色素,2
化学物质,化学物质,6
丙硫氧嘧啶,丙硫氧嘧啶,1
化学组成,化学组成,1
饱和度,饱和度,1
疏水,疏水,2
甲烷,甲烷,3
温室气体,温室气体,7
浓缩铀,浓缩铀,1
半导体,半导体,3
溶剂,溶剂,1
氧气,氧气,7
摩尔,摩尔,1
纳米,纳米,10
铷,铷,1
烯,烯,2
氨基酸,氨基酸,2
空气质量,空气质量,1
含量,含量,7
氮,氮,2
微粒,微粒,1
汞,汞,1
转录,转录,3
光合作用,光合作用,1
风能,风能,3
磁铁,磁铁,2
电子自旋,电子自旋,1
中子,中子,2
铂,铂,2
咖啡因,咖啡因,1
化学成分,化学成分,1
天然,天然,2
游离,游离,1
聚氨酯,聚氨酯,1
气态,气态,1
干燥,干燥,1
气体,气体,4
甲基,甲基,1
化学能,化学能,3
能量变化,能量变化,1
离子浓度,离子浓度,1
同位素,同位素,2
钛,钛,1
岩浆,岩浆,1
地球化学,地球化学,1
塑料,塑料,4
分子链,分子链,1
最外层,最外层,1
动力学,动力学,1
氩,氩,1
中微子,中微子,5
热量,热量,4
环境温度,环境温度,1
稀土金属,稀土金属,2
不锈钢,不锈钢,1
镍,镍,1
衍生物,衍生物,1
原子质量,原子质量,2
酞菁染料,酞菁染料,1
普朗克,普朗克,1
介子,介子,2
低能中子,低能中子,1
晶体,晶体,4
陶瓷,陶瓷,2
聚合物,聚合物,3
化学反应,化学反应,2
室温,室温,3
正电子,正电子,1
狄拉克,狄拉克,1
反粒子,反粒子,1
狄拉克方程,狄拉克方程,1
剪应力,剪应力,1
工程塑料,工程塑料,1
淀粉,淀粉,1
水煤浆,水煤浆,1
沥青,沥青,1
铁,铁,2
