Id,Label,度
燃料电池,燃料电池,1
含量,含量,4
纯度,纯度,1
钪,钪,1
矿石,矿石,1
稀土,稀土,2
碳,碳,4
化学,化学,8
过滤,过滤,3
副产物,副产物,2
太阳能,太阳能,5
电池,电池,7
分子,分子,4
脂肪酸,脂肪酸,2
脂肪,脂肪,3
疏水性,疏水性,1
水,水,9
气态,气态,1
能量,能量,15
汽油,汽油,3
能源,能源,4
咖啡因,咖啡因,1
乙醇,乙醇,3
糖,糖,1
天然气,天然气,1
石油,石油,2
油气,油气,1
金,金,4
反应器,反应器,1
信息素,信息素,1
鱼油,鱼油,1
氧气,氧气,2
铅蓄电池,铅蓄电池,1
铅,铅,3
氢,氢,3
氦,氦,1
甲烷,甲烷,1
电子,电子,5
隧道效应,隧道效应,1
量子,量子,6
氢气,氢气,3
临界质量,临界质量,1
链式反应,链式反应,1
废水,废水,2
燃料,燃料,2
冷却池,冷却池,1
水蒸汽,水蒸汽,2
熔融,熔融,1
碘,碘,1
核燃料,核燃料,1
纳米,纳米,3
离子平衡,离子平衡,1
营养,营养,1
锡箔,锡箔,1
固体,固体,1
气体,气体,4
加热,加热,3
氧,氧,1
爱因斯坦,爱因斯坦,2
玻色,玻色,1
粒子,粒子,7
折射率,折射率,1
波动性,波动性,1
晶体,晶体,1
DNA,DNA,4
化工厂,化工厂,1
空气质量,空气质量,2
红外,红外,2
光合作用,光合作用,1
剂量,剂量,1
核反应堆,核反应堆,3
放射性污染,放射性污染,1
盖革计数器,盖革计数器,1
同位素,同位素,1
丙酮,丙酮,1
水浴,水浴,1
丙酮醇,丙酮醇,1
墨水,墨水,2
铜,铜,2
镉,镉,1
类金属,类金属,1
砷,砷,1
重金属,重金属,1
核力,核力,1
理论化学,理论化学,1
酶,酶,1
波长,波长,1
磁铁,磁铁,1
稀土金属,稀土金属,2
硅,硅,1
磷,磷,1
神经化学,神经化学,1
固态,固态,1
熔岩,熔岩,1
二氧化碳,二氧化碳,3
温室气体,温室气体,1
碳纳米管,碳纳米管,1
爆炸物,爆炸物,1
等价,等价,1
铬,铬,1
焚烧,焚烧,2
量子力学,量子力学,1
室温,室温,1
晶体管,晶体管,1
半导体,半导体,1
放射性同位素,放射性同位素,1
半衰期,半衰期,1
氙,氙,2
放射性,放射性,3
介子,介子,1
反粒子,反粒子,2
风能,风能,2
分子离子,分子离子,1
天然,天然,1
离子化,离子化,1
色素,色素,1
钇,钇,1
铽,铽,1
铕,铕,1
矿物,矿物,1
矿物质,矿物质,1
镝,镝,1
中微子,中微子,2
背景辐射,背景辐射,1
原子钟,原子钟,1
钨,钨,1
贵金属,贵金属,1
硬度,硬度,1
玻璃,玻璃,2
中子,中子,1
钍,钍,1
钻石,钻石,1
蜡烛,蜡烛,1
硫,硫,1
抗生素,抗生素,1
青霉素,青霉素,1
空气污染指数,空气污染指数,1
液体,液体,2
液态,液态,2
银,银,1
安全玻璃,安全玻璃,1
聚碳酸酯,聚碳酸酯,1
化学物质,化学物质,1
正电荷,正电荷,1
质子,质子,1
负电荷,负电荷,1
放电,放电,1
电脉冲,电脉冲,1
细胞膜,细胞膜,1
荷尔蒙,荷尔蒙,1
原子结构,原子结构,1
合金,合金,1
微米,微米,2
铟,铟,1
聚合,聚合,1
动力学,动力学,1
族,族,1
大气污染,大气污染,1
空气净化器,空气净化器,1
激子,激子,1
基态,基态,1
硅基,硅基,1
培养皿,培养皿,1
应用化学,应用化学,1
元素周期表,元素周期表,1
溶液,溶液,1
核能,核能,2
暗物质,暗物质,1
可卡因,可卡因,1
