Source,Target,Type,id,label,timeset,weight
燃烧,电池,Undirected,10046,,,1.0
铁,铅,Undirected,10055,,,3.0
煤,水晶,Undirected,10056,,,1.0
再生资源,钢铁,Undirected,10061,,,1.0
石油,钢铁,Undirected,10062,,,4.0
沉淀,水,Undirected,10063,,,3.0
水,糖,Undirected,10064,,,3.0
玻璃,碳环,Undirected,10065,,,1.0
碳,钢铁,Undirected,10067,,,3.0
能源,二氧化硫,Undirected,10068,,,2.0
碳,化工厂,Undirected,10070,,,1.0
水,脱硫,Undirected,10071,,,1.0
发酵,水晶,Undirected,10073,,,1.0
盐,水,Undirected,10075,,,6.0
铁,含量,Undirected,10076,,,2.0
水泥,矿石,Undirected,10077,,,3.0
天然气,油气,Undirected,10085,,,5.0
玻璃,天然,Undirected,10086,,,2.0
沉淀,铝,Undirected,10087,,,2.0
能源,瓦斯,Undirected,10088,,,3.0
水,液体,Undirected,10091,,,1.0
二氧化碳,粉尘,Undirected,10092,,,3.0
水,含量,Undirected,10095,,,7.0
石油,能源,Undirected,10096,,,25.0
能量,电池,Undirected,10099,,,3.0
镁,微量元素,Undirected,10100,,,1.0
太阳能,汽油,Undirected,10103,,,2.0
大气污染,碳,Undirected,10109,,,8.0
废气,水,Undirected,10110,,,3.0
汽油,柴油,Undirected,10111,,,16.0
水,电池,Undirected,10114,,,1.0
太阳能,能源,Undirected,10115,,,7.0
风能,陶瓷,Undirected,10116,,,1.0
水泥,水,Undirected,10117,,,10.0
水,天然,Undirected,10119,,,15.0
能源,风能,Undirected,10120,,,7.0
能量,水,Undirected,10124,,,3.0
化学,化肥,Undirected,10125,,,7.0
空气质量,脱硫,Undirected,10128,,,3.0
水分,煤,Undirected,10131,,,2.0
水,水污染,Undirected,10132,,,7.0
水泥,钢铁,Undirected,10138,,,15.0
热量,能量,Undirected,10139,,,1.0
过滤,电子,Undirected,10146,,,1.0
电子,能源,Undirected,10149,,,16.0
发酵,维生素,Undirected,10150,,,1.0
有机肥料,添加剂,Undirected,10151,,,3.0
天然气,石油,Undirected,10153,,,33.0
天然气,金,Undirected,10159,,,3.0
水泥,肥料,Undirected,10160,,,5.0
PM2.5,气体,Undirected,10162,,,1.0
碳,含量,Undirected,10163,,,3.0
碳,水,Undirected,10166,,,23.0
水,化学,Undirected,10169,,,4.0
热量,水,Undirected,10170,,,1.0
石油,汽油,Undirected,10171,,,8.0
煤,矿石,Undirected,10173,,,1.0
碳,水泥,Undirected,10179,,,5.0
铁,能量,Undirected,10180,,,3.0
太阳能,电池,Undirected,10182,,,3.0
废水,水,Undirected,10185,,,6.0
金,能源,Undirected,10186,,,5.0
大气污染,含量,Undirected,10190,,,3.0
大气污染,PM2.5,Undirected,10194,,,13.0
金,盐,Undirected,10197,,,5.0
燃料,过滤,Undirected,10198,,,3.0
水分,沉淀,Undirected,10200,,,1.0
热量,能源,Undirected,10203,,,2.0
有机肥料,发酵,Undirected,10204,,,2.0
二氧化碳,电子,Undirected,10207,,,1.0
碳环,陶瓷,Undirected,10209,,,1.0
天然,风能,Undirected,10212,,,2.0
电子,钢铁,Undirected,10213,,,2.0
含量,天然,Undirected,10218,,,5.0
天然气,能源,Undirected,10221,,,15.0
水晶,升华,Undirected,10226,,,1.0
碳,能源,Undirected,10227,,,18.0
燃烧,煤,Undirected,10235,,,2.0
能源,二氧化碳,Undirected,10236,,,8.0
碳,升华,Undirected,10238,,,2.0
能量,肥料,Undirected,10240,,,1.0
液体,塑料,Undirected,10243,,,1.0
玻璃,水,Undirected,10247,,,7.0
水,有机肥料,Undirected,10254,,,2.0
能量,电子,Undirected,10256,,,3.0
水,营养,Undirected,10263,,,20.0
升华,能量,Undirected,10268,,,3.0
能量,矿泉水,Undirected,10269,,,2.0
维生素,水,Undirected,10273,,,2.0
水分,腐蚀,Undirected,10284,,,1.0
电子,天然,Undirected,10285,,,5.0
分解,食用油,Undirected,10287,,,2.0
盐,燃料,Undirected,10293,,,1.0
冶炼,铜,Undirected,10296,,,2.0
发酵,聚合,Undirected,10299,,,1.0
水,铜,Undirected,10300,,,2.0
电子,页岩气,Undirected,10302,,,2.0
玻璃,二氧化硫,Undirected,10306,,,2.0
废水,碳,Undirected,10307,,,3.0
添加剂,能源,Undirected,10312,,,1.0
电子,化肥,Undirected,10313,,,1.0
化肥,含量,Undirected,10318,,,2.0
过滤,水,Undirected,10323,,,8.0
铁,石油,Undirected,10325,,,4.0
水泥,铜,Undirected,10328,,,1.0
粉尘,二氧化硫,Undirected,10329,,,1.0
二氧化碳,太阳能,Undirected,10330,,,5.0
矿泉水,水,Undirected,10332,,,8.0
镁,铝,Undirected,10335,,,9.0
分子,钢铁,Undirected,10342,,,1.0
水晶,能量,Undirected,10343,,,1.0
乙醇,化学,Undirected,10346,,,1.0
富集,天然气,Undirected,10350,,,2.0
油气,能源,Undirected,10351,,,12.0
金,碳,Undirected,10352,,,17.0
铁,腐蚀,Undirected,10354,,,2.0
铁,成分,Undirected,10356,,,1.0
煤,瓦斯,Undirected,10369,,,9.0
能量,燃烧,Undirected,10371,,,1.0
铁,锰,Undirected,10373,,,3.0
水泥,冶炼,Undirected,10376,,,3.0
液体,热量,Undirected,10380,,,1.0
金,硒,Undirected,10381,,,4.0
微量元素,有色金属,Undirected,10384,,,1.0
焊接,铅,Undirected,10386,,,1.0
食用油,银,Undirected,10391,,,1.0
发酵,肥料,Undirected,10400,,,2.0
玻璃,能源,Undirected,10401,,,5.0
水泥,电子,Undirected,10406,,,5.0
水泥,能源,Undirected,10410,,,5.0
碳环,能源,Undirected,10413,,,1.0
水晶,钢铁,Undirected,10419,,,1.0
水,银,Undirected,10420,,,7.0
塑料,燃烧,Undirected,10422,,,2.0
金,化肥,Undirected,10424,,,3.0
金,钢铁,Undirected,10426,,,4.0
天然气,发酵,Undirected,10427,,,1.0
发酵,化肥,Undirected,10428,,,2.0
液体,含量,Undirected,10429,,,1.0
硒,水,Undirected,10431,,,3.0
沉淀,碳,Undirected,10434,,,1.0
电子,化学,Undirected,10438,,,3.0
有色金属,能源,Undirected,10439,,,5.0
水污染,二氧化碳,Undirected,10440,,,1.0
水泥,二氧化硫,Undirected,10443,,,1.0
盐,矿泉水,Undirected,10448,,,2.0
分解,水泥,Undirected,10452,,,1.0
电子,水,Undirected,10457,,,12.0
含量,营养,Undirected,10459,,,7.0
沼气,二氧化碳,Undirected,10460,,,3.0
有机肥料,天然气,Undirected,10462,,,2.0
营养,电子,Undirected,10471,,,4.0
脂肪,蛋白质,Undirected,10472,,,4.0
镁,盐,Undirected,10474,,,1.0
盐,燃烧,Undirected,10478,,,1.0
化工厂,化肥,Undirected,10482,,,1.0
铜,营养,Undirected,10492,,,2.0
空气质量,二氧化硫,Undirected,10493,,,3.0
PM2.5,水,Undirected,10498,,,10.0
天然气,碳,Undirected,10505,,,8.0
升华,分解,Undirected,10508,,,1.0
富集,玻璃,Undirected,10513,,,1.0
粉尘,沼气,Undirected,10515,,,2.0
沉淀,天然,Undirected,10517,,,2.0
化工厂,电子,Undirected,10525,,,1.0
水晶,含量,Undirected,10526,,,1.0
铁,碳,Undirected,10537,,,3.0
金,银,Undirected,10540,,,6.0
太阳能,脱硫,Undirected,10543,,,1.0
再生资源,石油,Undirected,10545,,,3.0
金,含量,Undirected,10549,,,2.0
空气质量,重金属,Undirected,10551,,,2.0
天然气,电子,Undirected,10563,,,4.0
碳,空气质量,Undirected,10570,,,7.0
太阳能,能量,Undirected,10571,,,3.0
电子,玻璃,Undirected,10575,,,3.0
金,沉淀,Undirected,10576,,,7.0
碳,碳环,Undirected,10579,,,8.0
镉,含量,Undirected,10583,,,5.0
二氧化碳,废气,Undirected,10589,,,2.0
玻璃,碳,Undirected,10590,,,1.0
碳,电子,Undirected,10592,,,11.0
金,矿泉水,Undirected,10594,,,2.0
沉淀,沼气,Undirected,10595,,,1.0
废水,肥料,Undirected,10596,,,1.0
空气质量,石油,Undirected,10604,,,2.0
汽油,热量,Undirected,10621,,,1.0
能量,能源,Undirected,10626,,,6.0
天然,金,Undirected,10629,,,11.0
微量元素,水,Undirected,10630,,,3.0
营养,脂肪,Undirected,10632,,,4.0
碳,铝,Undirected,10636,,,2.0
金,成分,Undirected,10638,,,2.0
聚合,能量,Undirected,10640,,,4.0
铅,镉,Undirected,10641,,,5.0
电子,陶瓷,Undirected,10645,,,4.0
能源,银,Undirected,10646,,,3.0
矿泉水,食用油,Undirected,10654,,,2.0
天然气,矿泉水,Undirected,10655,,,2.0
金,汽油,Undirected,10660,,,1.0
废气,燃烧,Undirected,10668,,,1.0
合成,能源,Undirected,10676,,,1.0
含量,二氧化碳,Undirected,10679,,,3.0
水,空气质量,Undirected,10683,,,18.0
水,重金属,Undirected,10686,,,3.0
天然气,水污染,Undirected,10687,,,1.0
二氧化硫,PM2.5,Undirected,10691,,,6.0
矿泉水,含量,Undirected,10699,,,4.0
塑料,含量,Undirected,10704,,,2.0
发酵,含量,Undirected,10707,,,1.0
微量元素,含量,Undirected,10709,,,3.0
金,玻璃,Undirected,10713,,,3.0
盐,糖,Undirected,10719,,,1.0
能源,柴油,Undirected,10721,,,5.0
铜,银,Undirected,10724,,,4.0
天然气,页岩气,Undirected,10734,,,5.0
碳,天然,Undirected,10737,,,2.0
大气污染,二氧化硫,Undirected,10742,,,6.0
金,燃料,Undirected,10745,,,1.0
矿泉水,能源,Undirected,10746,,,1.0
锰,能源,Undirected,10747,,,1.0
分子,空气质量,Undirected,10752,,,2.0
电池,页岩气,Undirected,10753,,,1.0
金,水,Undirected,10754,,,25.0
金,二氧化碳,Undirected,10768,,,1.0
