id,label,timeset,weighted degree
石油,石油,,175.0
冶炼,冶炼,,25.0
碳,碳,,241.0
碳环,碳环,,24.0
营养,营养,,146.0
燃烧,燃烧,,76.0
电池,电池,,44.0
玻璃,玻璃,,99.0
铜,铜,,41.0
金,金,,286.0
水,水,,502.0
脱硫,脱硫,,26.0
空气质量,空气质量,,135.0
含量,含量,,179.0
陶瓷,陶瓷,,32.0
焊接,焊接,,29.0
铁,铁,,89.0
铅,铅,,36.0
煤,煤,,76.0
水晶,水晶,,24.0
页岩气,页岩气,,48.0
再生资源,再生资源,,41.0
钢铁,钢铁,,83.0
天然,天然,,130.0
沉淀,沉淀,,73.0
能量,能量,,104.0
糖,糖,,27.0
太阳能,太阳能,,74.0
电子,电子,,284.0
能源,能源,,373.0
二氧化硫,二氧化硫,,52.0
化工厂,化工厂,,25.0
发酵,发酵,,63.0
盐,盐,,42.0
水分,水分,,60.0
过滤,过滤,,39.0
升华,升华,,42.0
水泥,水泥,,143.0
矿石,矿石,,25.0
粉尘,粉尘,,28.0
二氧化碳,二氧化碳,,81.0
合成,合成,,34.0
蛋白质,蛋白质,,37.0
天然气,天然气,,218.0
油气,油气,,51.0
瓦斯,瓦斯,,26.0
铝,铝,,72.0
硒,硒,,35.0
液体,液体,,26.0
镁,镁,,30.0
微量元素,微量元素,,25.0
肥料,肥料,,57.0
汽油,汽油,,71.0
化肥,化肥,,56.0
大气污染,大气污染,,99.0
废气,废气,,53.0
柴油,柴油,,44.0
风能,风能,,24.0
热量,热量,,31.0
化学,化学,,86.0
矿泉水,矿泉水,,59.0
水污染,水污染,,36.0
添加剂,添加剂,,40.0
有机肥料,有机肥料,,40.0
维生素,维生素,,28.0
加热,加热,,32.0
PM2.5,PM2.5,,88.0
气体,气体,,54.0
废水,废水,,49.0
聚合,聚合,,39.0
燃料,燃料,,53.0
镉,镉,,25.0
银,银,,49.0
脂肪,脂肪,,31.0
塑料,塑料,,64.0
分子,分子,,44.0
食用油,食用油,,25.0
分解,分解,,56.0
腐蚀,腐蚀,,27.0
成分,成分,,45.0
有色金属,有色金属,,29.0
乙醇,乙醇,,26.0
富集,富集,,43.0
重金属,重金属,,31.0
锰,锰,,26.0
沼气,沼气,,55.0
