Source,Target,Type,id,label,timeset,weight
玻璃,浸润,Undirected,2,,,1.0
升华,沉淀,Undirected,3,,,1.0
空气质量,二氧化硫,Undirected,5,,,11.0
有色金属,能源,Undirected,6,,,5.0
太阳能,水,Undirected,7,,,9.0
气体,瓦斯,Undirected,10,,,2.0
太阳能,营养,Undirected,11,,,5.0
天然气,碳,Undirected,12,,,11.0
化学,煤化工,Undirected,16,,,1.0
能量,分解,Undirected,22,,,3.0
食品添加剂,添加剂,Undirected,25,,,21.0
汽油,柴油,Undirected,27,,,8.0
燃烧,气体,Undirected,31,,,6.0
塑料,水泥,Undirected,38,,,1.0
沼气,发酵,Undirected,39,,,11.0
肥料,蛋白质,Undirected,41,,,1.0
分解,水,Undirected,47,,,11.0
金,石油,Undirected,51,,,11.0
煤,能源,Undirected,52,,,35.0
盐,含量,Undirected,56,,,2.0
含量,乙醇,Undirected,58,,,21.0
水泥,水,Undirected,64,,,24.0
石油,电子,Undirected,70,,,8.0
玻璃,碳,Undirected,71,,,6.0
升华,水,Undirected,72,,,3.0
电子,单体,Undirected,75,,,2.0
发酵,含量,Undirected,77,,,3.0
天然气,石油,Undirected,83,,,47.0
天然气,能源,Undirected,86,,,18.0
石油,海水,Undirected,87,,,2.0
燃烧,汽油,Undirected,90,,,1.0
能量,电子,Undirected,92,,,2.0
金,碳,Undirected,94,,,11.0
能源,水,Undirected,102,,,21.0
含量,天然,Undirected,103,,,3.0
水,煤,Undirected,106,,,6.0
碳,氧气,Undirected,107,,,2.0
含量,二氧化碳,Undirected,108,,,4.0
乙醇,化学,Undirected,109,,,1.0
氧气,含量,Undirected,112,,,2.0
金,汽油,Undirected,114,,,2.0
金,铜,Undirected,117,,,30.0
金,单体,Undirected,118,,,4.0
水泥,电池,Undirected,124,,,2.0
添加剂,化肥,Undirected,126,,,3.0
含量,水,Undirected,127,,,3.0
废气,再生资源,Undirected,128,,,3.0
含量,化学,Undirected,132,,,2.0
