Id,Label,度
有色金属,有色金属,15
铝板,铝板,3
铝,铝,40
竞争性,竞争性,13
能源,能源,131
页岩气,页岩气,22
铁,铁,42
水,水,190
塑料,塑料,35
轻合金,轻合金,2
物理化学,物理化学,2
有机物,有机物,11
非晶体,非晶体,1
液态,液态,9
正常压力,正常压力,1
有机分子,有机分子,1
碳酸钙,碳酸钙,2
水泥,水泥,65
能量,能量,65
乙醇,乙醇,21
空气质量,空气质量,52
碳,碳,88
碳环,碳环,14
电焊,电焊,4
化学工业,化学工业,5
化学,化学,58
冶炼,冶炼,13
二氧化碳,二氧化碳,43
火法冶金,火法冶金,1
二氧化硫,二氧化硫,30
萃取剂,萃取剂,1
湿法冶金,湿法冶金,1
大气污染,大气污染,46
PM2.5,PM2.5,38
沉淀,沉淀,33
减压阀,减压阀,2
钟乳石,钟乳石,1
天然,天然,60
氡,氡,2
锂,锂,3
矿泉水,矿泉水,32
锌,锌,14
金,金,91
锶,锶,6
氟,氟,4
盐,盐,26
聚合,聚合,23
抗生素,抗生素,11
生物碱,生物碱,2
添加剂,添加剂,31
副产物,副产物,8
单体,单体,17
总生物碱,总生物碱,1
再生资源,再生资源,28
水分,水分,34
活化,活化,1
富集,富集,22
升华,升华,24
核磁共振成像,核磁共振成像,1
内聚,内聚,1
细胞膜,细胞膜,2
复合物,复合物,1
废气,废气,30
水华,水华,1
风能,风能,15
化肥,化肥,29
太阳能,太阳能,31
过滤,过滤,22
空气湿度,空气湿度,7
回收率,回收率,6
含量,含量,101
水循环,水循环,5
液体,液体,17
镉,镉,14
镍,镍,8
电子,电子,119
透气性,透气性,5
溶液,溶液,5
分解,分解,37
腐蚀性,腐蚀性,9
半导体,半导体,13
聚合物,聚合物,2
酸,酸,8
锂电池,锂电池,12
重金属,重金属,24
白色污染,白色污染,5
电池,电池,30
汞,汞,14
光合作用,光合作用,4
化学过程,化学过程,2
催化剂,催化剂,14
化学家,化学家,1
砂岩,砂岩,8
柏油,柏油,4
硒,硒,23
胰岛素,胰岛素,5
血糖,血糖,14
水污染,水污染,14
沼气,沼气,20
厌氧消化,厌氧消化,3
油气,油气,20
材料化学,材料化学,1
合成化学,合成化学,2
药物化学,药物化学,1
有机化学,有机化学,1
拉德,拉德,6
汽油,汽油,28
金属冶炼,金属冶炼,4
焚烧,焚烧,15
废水,废水,35
糖,糖,16
酿造,酿造,11
石油,石油,72
蜡烛,蜡烛,13
中间体,中间体,9
天然气,天然气,77
锰,锰,17
石膏,石膏,15
磷,磷,21
防腐剂,防腐剂,13
对称性,对称性,1
钢铁,钢铁,44
离心力,离心力,1
通信管,通信管,1
银,银,28
光缆,光缆,6
电子数,电子数,5
稀有金属,稀有金属,3
铜,铜,29
锶盐,锶盐,3
硝酸锶,硝酸锶,2
化学合成,化学合成,3
合成,合成,26
化学需氧量,化学需氧量,7
滤液,滤液,1
活性炭,活性炭,8
氨气,氨气,7
铁锈,铁锈,4
氰化物,氰化物,1
连锁反应,连锁反应,3
海水,海水,11
放射性,放射性,12
当量,当量,9
动力学,动力学,5
电镀,电镀,9
发酵,发酵,41
多酚类,多酚类,2
加热,加热,25
增强子,增强子,1
DNA,DNA,18
化工原料,化工原料,10
碱化,碱化,1
试管,试管,3
硅,硅,13
原酸,原酸,3
耐用性,耐用性,2
气体,气体,37
燃料,燃料,34
表面活性剂,表面活性剂,1
花岗岩,花岗岩,2
大理石,大理石,9
室温,室温,3
矿石,矿石,17
耐蚀性,耐蚀性,1
纳米材料,纳米材料,6
钛,钛,10
平板玻璃,平板玻璃,4
热电,热电,8
柴油,柴油,19
燃烧,燃烧,43
固体,固体,9
回流,回流,7
净化装置,净化装置,1
甲烷,甲烷,7
化工厂,化工厂,23
绿油,绿油,1
热量,热量,27
化学反应,化学反应,4
肥料,肥料,29
能级,能级,14
回收设备,回收设备,1
前体,前体,1
挥发,挥发,15
挥发性,挥发性,12
放射性同位素,放射性同位素,2
剂量,剂量,14
钋,钋,2
煤质,煤质,2
熔炉,熔炉,3
煤,煤,42
瓦斯,瓦斯,13
有机肥料,有机肥料,23
成分,成分,28
玻璃,玻璃,51
钒,钒,3
不锈钢,不锈钢,15
粉尘,粉尘,21
液化,液化,5
煤渣,煤渣,2
空心砖,空心砖,4
材料科学与工程,材料科学与工程,2
食用色素,食用色素,1
色素,色素,6
可燃气体,可燃气体,4
二氧化硅,二氧化硅,7
钻石,钻石,8
地球化学,地球化学,6
营养,营养,76
纳米,纳米,18
碳纳米管,碳纳米管,2
氧气,氧气,14
炸药,炸药,7
维生素,维生素,21
矿物质,矿物质,11
铅,铅,21
铬,铬,12
锑,锑,4
砷,砷,10
漏斗,漏斗,2
碳酸,碳酸,4
维生素D,维生素D,3
硬度,硬度,4
废渣,废渣,7
金属材料,金属材料,14
浸润,浸润,11
蓄电池,蓄电池,9
脱硝,脱硝,14
脱硫,脱硫,19
微米,微米,13
气流,气流,9
氨基酸,氨基酸,11
钙,钙,18
雌激素,雌激素,7
精度,精度,9
脂肪,脂肪,16
蛋白质,蛋白质,23
电石,电石,6
伴生矿,伴生矿,2
铅蓄电池,铅蓄电池,4
化学仪器,化学仪器,1
胶原蛋白,胶原蛋白,2
焊接,焊接,16
耗氧量,耗氧量,4
碳化,碳化,3
酸洗,酸洗,4
定量化,定量化,1
液化石油气,液化石油气,10
液化天然气,液化天然气,8
植物杀菌素,植物杀菌素,1
干燥,干燥,14
孕激素,孕激素,1
荷尔蒙,荷尔蒙,2
浊度,浊度,6
氯,氯,5
粗糙度,粗糙度,1
构型,构型,2
族,族,15
再生利用,再生利用,4
介质,介质,5
结构模型,结构模型,2
双螺旋,双螺旋,3
等电子,等电子,4
镁,镁,14
材料工程,材料工程,4
合金,合金,9
固态,固态,8
白糖,白糖,4
淀粉,淀粉,7
提纯,提纯,9
羊毛,羊毛,2
釉料,釉料,1
陶器,陶器,6
油渣,油渣,3
醋,醋,6
酸奶,酸奶,5
亚硝胺,亚硝胺,1
还原反应,还原反应,1
苯并芘,苯并芘,1
亚硝基化合物,亚硝基化合物,1
亚硝酸盐,亚硝酸盐,8
钾,钾,10
维生素C,维生素C,9
丁二醇,丁二醇,2
甲醛,甲醛,15
