Id,Label,度
金,金,88
铜,铜,31
石灰石,石灰石,9
沥青,沥青,16
硅,硅,16
矿石,矿石,12
氯碱工业,氯碱工业,1
水,水,187
太阳能,太阳能,45
电池,电池,33
电子,电子,124
维尼纶,维尼纶,10
发酵,发酵,47
含量,含量,73
酸类,酸类,1
升华,升华,23
酿造,酿造,24
有机物,有机物,7
肥料,肥料,26
化学肥料,化学肥料,1
有机肥料,有机肥料,15
钢铁,钢铁,55
水泥,水泥,77
铝土矿,铝土矿,10
蓝宝石,蓝宝石,10
石油,石油,70
燃烧,燃烧,44
浸润,浸润,12
尼古丁,尼古丁,1
营养,营养,71
沉淀,沉淀,25
玻璃钢,玻璃钢,3
镁,镁,13
能源,能源,112
防腐剂,防腐剂,14
空气质量,空气质量,38
金属材料,金属材料,14
冶炼,冶炼,22
有色金属,有色金属,21
氧气,氧气,14
氮气,氮气,3
聚氯乙烯,聚氯乙烯,12
陶瓷,陶瓷,17
聚沉,聚沉,1
化学,化学,45
胶体,胶体,1
蛋白质,蛋白质,22
成分,成分,26
砝码,砝码,11
分解,分解,37
富集,富集,13
活化,活化,3
银,银,20
副产物,副产物,9
硫磺,硫磺,12
铁矿石,铁矿石,13
漏斗,漏斗,3
玻璃,玻璃,41
亲水性,亲水性,1
氯气,氯气,4
化工厂,化工厂,16
干法,干法,6
降解,降解,10
氯乙烷,氯乙烷,1
加热,加热,14
挥发性,挥发性,3
重金属,重金属,20
臭氧,臭氧,7
温室气体,温室气体,12
重水,重水,3
天然,天然,63
海水,海水,19
沼气,沼气,26
生物质能,生物质能,10
柴油,柴油,29
气体,气体,35
反应器,反应器,1
化肥,化肥,31
热量,热量,21
功能基,功能基,2
材料工程,材料工程,5
能量,能量,37
周期性,周期性,9
聚乙烯,聚乙烯,10
族,族,13
脱硝,脱硝,10
二氧化硫,二氧化硫,44
脱硫,脱硫,12
单体,单体,19
氧,氧,11
焊接,焊接,19
脂肪,脂肪,6
雌激素,雌激素,2
天然气,天然气,83
碳,碳,85
化工技术,化工技术,4
塑料,塑料,31
聚丙烯,聚丙烯,2
盐,盐,39
枸橼酸,枸橼酸,1
风能,风能,13
硅基,硅基,2
燃烧剂,燃烧剂,1
精度,精度,11
固体,固体,7
汽油,汽油,31
聚酯,聚酯,5
精炼,精炼,6
防水涂料,防水涂料,1
铸钢,铸钢,2
中间体,中间体,9
合金,合金,19
再生利用,再生利用,7
乙酸,乙酸,8
添加剂,添加剂,38
烧结砖,烧结砖,1
磷,磷,22
纳米材料,纳米材料,6
大理石,大理石,10
甲醛,甲醛,11
燃料,燃料,50
甲醇,甲醇,13
热值,热值,1
导管,导管,5
方向性,方向性,2
食品添加剂,食品添加剂,27
化学物质,化学物质,10
DNA,DNA,7
电镀,电镀,10
边界条件,边界条件,6
纳米,纳米,13
剂量,剂量,20
活性炭,活性炭,7
红血球,红血球,1
分子,分子,14
液化天然气,液化天然气,4
乙烯,乙烯,10
不锈钢,不锈钢,21
液化石油气,液化石油气,6
精密仪器,精密仪器,4
催化剂,催化剂,14
等电子,等电子,3
锂电池,锂电池,9
煤,煤,60
油气,油气,15
维生素,维生素,22
氨基酸,氨基酸,9
矿物,矿物,8
热浴,热浴,1
扩张血管,扩张血管,1
矿物质,矿物质,14
油脂,油脂,22
食用油,食用油,30
连锁反应,连锁反应,12
陶器,陶器,7
偏硅酸,偏硅酸,4
石棉,石棉,1
废水,废水,30
硫酸,硫酸,7
淀粉,淀粉,16
废渣,废渣,19
磷肥,磷肥,3
铁,铁,34
干箱,干箱,1
合成,合成,17
铅,铅,22
水污染,水污染,19
铬,铬,9
氮氧化物,氮氧化物,7
遮光板,遮光板,1
晶体,晶体,8
四氧化三锰,四氧化三锰,1
安全玻璃,安全玻璃,1
棒材,棒材,6
玻璃纤维,玻璃纤维,8
工程塑料,工程塑料,4
锰,锰,19
轻合金,轻合金,1
复合材料,复合材料,22
功能材料,功能材料,12
纤维材料,纤维材料,1
铝,铝,34
氧化铝,氧化铝,9
高分子,高分子,6
轻金属,轻金属,3
合成橡胶,合成橡胶,2
光电子,光电子,5
盐卤,盐卤,5
液体,液体,22
粉尘,粉尘,19
瓦斯,瓦斯,12
贵金属,贵金属,6
空气净化器,空气净化器,2
助剂,助剂,4
乙醇,乙醇,17
重油,重油,2
固体物质,固体物质,1
准晶,准晶,1
原子排列,原子排列,1
裂变,裂变,4
醋,醋,17
葡萄糖,葡萄糖,5
激素,激素,8
胰岛素,胰岛素,3
结合蛋白,结合蛋白,1
盐矿,盐矿,3
热塑性,热塑性,3
混炼,混炼,1
聚合,聚合,14
二氧化碳,二氧化碳,40
荧光素酶,荧光素酶,1
荧光素,荧光素,1
相互作用,相互作用,3
荧光,荧光,4
腐蚀性,腐蚀性,4
耗氧量,耗氧量,4
浊度,浊度,3
氯,氯,6
氨基,氨基,1
聚碳酸酯,聚碳酸酯,4
不溶性,不溶性,3
化学药品,化学药品,4
二甲基亚砜,二甲基亚砜,1
聚四氢呋喃,聚四氢呋喃,1
高吸水性树脂,高吸水性树脂,1
甲基丙烯酸甲酯,甲基丙烯酸甲酯,1
橡胶,橡胶,13
钛,钛,7
聚氨酯,聚氨酯,8
蛋氨酸,蛋氨酸,5
内酯,内酯,1
碳酸,碳酸,5
四氢呋喃,四氢呋喃,2
丁二醇,丁二醇,1
植物醇,植物醇,1
尼龙,尼龙,2
乙酰,乙酰,3
氯化物,氯化物,1
氯丁橡胶,氯丁橡胶,3
二硫化碳,二硫化碳,2
高锰酸钾,高锰酸钾,4
烯烃,烯烃,4
酸,酸,11
乙炔,乙炔,4
苯酯,苯酯,1
多元醇,多元醇,1
异氰酸酯,异氰酸酯,1
丙烯,丙烯,2
丙烯腈,丙烯腈,1
己内酰胺,己内酰胺,3
硫,硫,5
芳纶,芳纶,1
共聚物,共聚物,1
聚丙烯腈,聚丙烯腈,1
化工原料,化工原料,7
羟基乙酸,羟基乙酸,1
氢氰酸,氢氰酸,3
甲苯,甲苯,1
煤化,煤化,2
酸雨,酸雨,6
腐蚀,腐蚀,18
净化装置,净化装置,3
PM2.5,PM2.5,9
墨水,墨水,3
提纯,提纯,9
稀土,稀土,6
锌,锌,15
材料科学,材料科学,4
废气,废气,21
抗生素,抗生素,18
孔雀石绿,孔雀石绿,3
糖,糖,21
再生资源,再生资源,15
大气污染,大气污染,15
石膏,石膏,10
乙烯基,乙烯基,1
氟,氟,5
煤粉,煤粉,1
黏土,黏土,2
镍,镍,9
裂化,裂化,1
炉煤气,炉煤气,1
镍盐,镍盐,1
聚合物,聚合物,8
硫基,硫基,1
炉渣,炉渣,4
水银灯,水银灯,1
有机体,有机体,2
正己烷,正己烷,2
过磷酸钙,过磷酸钙,1
碳铵,碳铵,1
能级,能级,3
硫酸钾,硫酸钾,5
胶片,胶片,3
液化气,液化气,7
液化,液化,4
甲烷,甲烷,9
催化,催化,9
脱氧,脱氧,1
煤气,煤气,9
天平,天平,8
氡,氡,2
锂,锂,8
锶,锶,18
氡气,氡气,2
稀有气体,稀有气体,1
熔炉,熔炉,4
镀金,镀金,5
硒,硒,11
试剂,试剂,4
甘醇,甘醇,4
核能,核能,9
血清蛋白,血清蛋白,1
尼美舒利,尼美舒利,1
半导体,半导体,9
可燃物,可燃物,4
空气污染指数,空气污染指数,3
碳环,碳环,17
易燃物,易燃物,2
爆炸范围,爆炸范围,1
湿法,湿法,3
硬度,硬度,5
介质,介质,4
爆炸物,爆炸物,5
磷酸盐,磷酸盐,5
回收率,回收率,3
钡,钡,10
二氧化硅,二氧化硅,2
页岩气,页岩气,5
过滤,过滤,19
杂质,杂质,17
挥发,挥发,3
水晶,水晶,12
氢气,氢气,4
镀镍,镀镍,1
有机磷,有机磷,2
添加物,添加物,8
全分析,全分析,1
回流,回流,9
营养盐,营养盐,1
碳源,碳源,1
氮,氮,5
调节剂,调节剂,3
灰口铸铁,灰口铸铁,1
水解,水解,4
冰毒,冰毒,3
海洛因,海洛因,2
生物降解,生物降解,5
液晶,液晶,4
煤渣,煤渣,2
爱因斯坦,爱因斯坦,4
干燥,干燥,18
水分,水分,16
取样,取样,7
摩尔,摩尔,4
精盐,精盐,3
热电,热电,9
磺胺,磺胺,1
润滑油,润滑油,4
自燃,自燃,2
炸药,炸药,10
石油工业,石油工业,3
垃圾资源,垃圾资源,2
色素,色素,11
乙醇燃料,乙醇燃料,1
碳氢化合物,碳氢化合物,4
蓄电池,蓄电池,11
放射性,放射性,15
钠,钠,5
双乙酸钠,双乙酸钠,1
增稠剂,增稠剂,4
矿泉水,矿泉水,21
X射线,X射线,5
植物油,植物油,13
硫化,硫化,3
氯磺酸,氯磺酸,1
变质程度,变质程度,1
焦亚硫酸钠,焦亚硫酸钠,2
锰渣,锰渣,3
甲硫醇,甲硫醇,1
发泡剂,发泡剂,2
钾,钾,5
液体硫磺,液体硫磺,1
褐煤,褐煤,1
硫肥,硫肥,1
硅石,硅石,2
硫铁矿,硫铁矿,2
气流,气流,3
免疫检测,免疫检测,1
卤,卤,6
亚硝酸盐,亚硝酸盐,10
营养物质,营养物质,5
硝酸盐,硝酸盐,3
动物油,动物油,1
