Source,Target,Type,Id,Label,Weight
石油,电子,Undirected,3514,,5.0
石油,水,Undirected,4054,,3.0
石油,矿泉水,Undirected,3550,,1.0
石油,铅,Undirected,4802,,1.0
石油,银,Undirected,5280,,1.0
石油,有色金属,Undirected,3792,,2.0
石油,水泥,Undirected,3777,,2.0
石油,天然气,Undirected,5774,,19.0
石油,聚氯乙烯,Undirected,3681,,2.0
石油,铂,Undirected,3164,,1.0
石油,铝,Undirected,3654,,1.0
石油,吗啡,Undirected,3069,,1.0
石油,钢铁,Undirected,4441,,1.0
石油,维尼纶,Undirected,3505,,1.0
石油,取样,Undirected,3806,,1.0
石油,油脂,Undirected,3477,,1.0
石油,油气,Undirected,3212,,5.0
石油,食用油,Undirected,4349,,1.0
石油,浸润,Undirected,3390,,1.0
石油,聚酯,Undirected,4082,,1.0
石油,柴油,Undirected,4116,,1.0
石油,化肥,Undirected,4910,,1.0
石油,能级,Undirected,4631,,1.0
石油,贵金属,Undirected,4056,,1.0
石油,连锁反应,Undirected,3272,,2.0
石油,废气,Undirected,5816,,1.0
石油,氧气,Undirected,3731,,1.0
石油,砷超标,Undirected,3396,,1.0
石油,稀有金属,Undirected,5576,,1.0
石油,汽油,Undirected,3545,,8.0
石油,蓄电池,Undirected,5283,,1.0
石油,化工原料,Undirected,3620,,1.0
石油,卤,Undirected,3997,,1.0
石油,润滑油,Undirected,3686,,2.0
石油,宝石,Undirected,4991,,1.0
石油,海水,Undirected,5111,,1.0
石油,化学工业,Undirected,4361,,1.0
石油,活化,Undirected,5693,,1.0
石油,硝基苯,Undirected,4955,,1.0
能源,石油,Undirected,3447,,20.0
能源,电池,Undirected,3651,,4.0
能源,电子,Undirected,3567,,15.0
能源,功能材料,Undirected,5450,,1.0
能源,水污染,Undirected,4541,,4.0
能源,水,Undirected,4093,,12.0
能源,银,Undirected,4311,,3.0
能源,复合材料,Undirected,3615,,1.0
能源,玻璃纤维,Undirected,3096,,3.0
能源,催化剂,Undirected,3780,,1.0
能源,天然,Undirected,3871,,2.0
能源,二氧化硫,Undirected,5832,,1.0
能源,二氧化碳,Undirected,4930,,3.0
能源,营养,Undirected,3286,,3.0
能源,合成,Undirected,4803,,1.0
能源,煤,Undirected,3533,,3.0
能源,贫煤,Undirected,3119,,1.0
能源,油气,Undirected,3747,,6.0
能源,食用油,Undirected,4342,,1.0
能源,氧化铝,Undirected,3453,,1.0
能源,浸润,Undirected,5821,,1.0
能源,己二酸,Undirected,5063,,1.0
能源,柴油,Undirected,3476,,6.0
能源,维生素,Undirected,4872,,2.0
能源,单体,Undirected,3381,,3.0
能源,半导体,Undirected,3207,,1.0
能源,液化天然气,Undirected,3219,,3.0
能源,碳化,Undirected,5028,,1.0
能源,塑料,Undirected,5843,,1.0
能源,炸药,Undirected,3693,,1.0
能源,空气质量,Undirected,5002,,1.0
能源,瓦斯,Undirected,4204,,3.0
能源,氮氧化物,Undirected,5837,,2.0
能源,核能,Undirected,3465,,4.0
能源,乙烯,Undirected,3715,,1.0
能源,燃料电池,Undirected,5412,,2.0
能源,复合体,Undirected,4115,,1.0
能源,烯烃,Undirected,4616,,1.0
能源,生物质能,Undirected,4668,,1.0
能源,镍,Undirected,4937,,1.0
能源,自燃,Undirected,5454,,1.0
能源,水相,Undirected,4194,,1.0
能源,气化,Undirected,4813,,1.0
能源,氟烷,Undirected,4854,,1.0
能源,坎地沙坦,Undirected,5291,,1.0
能源,柱塞泵,Undirected,5356,,1.0
能源,热发光,Undirected,5430,,1.0
化学,能源,Undirected,5118,,4.0
化学,含量,Undirected,4703,,1.0
化学,纳米,Undirected,5676,,1.0
化学,氯化铵,Undirected,3047,,1.0
化学,聚丙烯,Undirected,3306,,1.0
化学,液体,Undirected,5556,,1.0
化学,取样,Undirected,3117,,1.0
化学,浸润,Undirected,4051,,1.0
化学,维生素,Undirected,3337,,2.0
化学,蛋白质,Undirected,3486,,2.0
化学,塑料,Undirected,4250,,1.0
化学,重金属,Undirected,3525,,1.0
化学,辛酸,Undirected,4865,,1.0
化学,空气质量,Undirected,4500,,2.0
化学,耗氧量,Undirected,3580,,1.0
化学,碳酸氢钠,Undirected,3648,,1.0
化学,制备,Undirected,4992,,1.0
化学,化学成分,Undirected,5541,,1.0
化学,催化反应,Undirected,4426,,1.0
化学,化学元素,Undirected,5177,,1.0
电池,化学,Undirected,4281,,2.0
电池,锂电池,Undirected,3858,,1.0
电池,量子,Undirected,3851,,1.0
电池,风能,Undirected,4289,,1.0
电池,化学反应,Undirected,5125,,1.0
电池,伴生矿,Undirected,3370,,1.0
硅酸盐,锂电池,Undirected,3000,,1.0
锂电池,能源,Undirected,5042,,1.0
锂电池,锂,Undirected,3239,,1.0
锂电池,交联,Undirected,3646,,1.0
氯化物,氢氧燃料,Undirected,3001,,1.0
电子,化学,Undirected,3707,,1.0
电子,电池,Undirected,5459,,1.0
电子,加成反应,Undirected,3882,,1.0
电子,甲醛,Undirected,4565,,1.0
电子,矿泉水,Undirected,4529,,1.0
电子,锌,Undirected,4131,,3.0
电子,沥青,Undirected,3012,,2.0
电子,再生资源,Undirected,5432,,1.0
电子,金,Undirected,3824,,6.0
电子,铜,Undirected,3198,,2.0
电子,天然气,Undirected,4515,,5.0
电子,催化剂,Undirected,5162,,1.0
电子,玻璃,Undirected,3537,,1.0
电子,钢铁,Undirected,5082,,3.0
电子,气体,Undirected,4363,,2.0
电子,氨气,Undirected,3108,,1.0
电子,竞争性,Undirected,4004,,1.0
电子,煤,Undirected,5425,,1.0
电子,原子,Undirected,4272,,1.0
